,time,proto,sip,sport,dip,dport,from,to,subject
2,2017-11-19 09:20:54,smtp,10.116.216.72,2186,10.5.71.60,25,ti@hightech.net,1060@hightech.com,互联网资产监控报警
3,2017-11-19 09:21:03,smtp,10.116.216.72,2374,10.5.71.60,25,ti@hightech.net,1060@hightech.com,互联网资产监控报警
5,2017-11-19 09:24:39,smtp,10.116.216.72,1721,10.5.71.60,25,ti@hightech.net,1060@hightech.com,互联网资产监控报警
6,2017-11-19 09:29:10,smtp,10.64.105.248,1781,10.5.71.60,25,1293@hightech.com,1295@hightech.com,财务报账
7,2017-11-19 09:30:44,smtp,10.116.216.72,2106,10.5.71.60,25,ti@hightech.net,1060@hightech.com,互联网资产监控报警
10,2017-11-19 09:32:00,smtp,10.116.216.72,2260,10.5.71.60,25,ti@hightech.net,1060@hightech.com,互联网资产监控报警
13,2017-11-19 09:34:50,smtp,10.64.105.122,2237,10.5.71.60,25,1186@hightech.com,1041@hightech.com;1368@hightech.com;1347@hightech.com;1255@hightech.com;1248@hightech.com;1327@hightech.com;1439@hightech.com;1137@hightech.com;1370@hightech.com;1467@hightech.com;1226@hightech.com;1369@hightech.com;1213@hightech.com;1451@hightech.com;1124@hightech.com;1431@hightech.com;1293@hightech.com;1253@hightech.com;1342@hightech.com;1498@hightech.com;1108@hightech.com;1180@hightech.com;1346@hightech.com,财务分析
22,2017-11-19 09:42:49,smtp,10.64.105.71,2467,10.5.71.60,25,1180@hightech.com,1221@hightech.com,财务报账
23,2017-11-19 09:46:10,smtp,10.64.105.198,2105,10.5.71.60,25,1467@hightech.com,1041@hightech.com;1368@hightech.com;1347@hightech.com;1255@hightech.com;1248@hightech.com;1327@hightech.com;1439@hightech.com;1137@hightech.com;1370@hightech.com;1226@hightech.com;1369@hightech.com;1186@hightech.com;1213@hightech.com;1451@hightech.com;1124@hightech.com;1431@hightech.com;1293@hightech.com;1253@hightech.com;1342@hightech.com;1498@hightech.com;1108@hightech.com;1180@hightech.com;1346@hightech.com,税务
24,2017-11-19 09:46:19,smtp,10.64.105.29,2483,10.5.71.60,25,1451@hightech.com,1041@hightech.com;1368@hightech.com;1347@hightech.com;1255@hightech.com;1248@hightech.com;1327@hightech.com;1439@hightech.com;1137@hightech.com;1370@hightech.com;1467@hightech.com;1226@hightech.com;1369@hightech.com;1186@hightech.com;1213@hightech.com;1124@hightech.com;1431@hightech.com;1293@hightech.com;1253@hightech.com;1342@hightech.com;1498@hightech.com;1108@hightech.com;1180@hightech.com;1346@hightech.com,税务
29,2017-11-19 09:50:02,smtp,10.64.105.12,1968,10.5.71.60,25,1342@hightech.com,1499@hightech.com,财务报账
30,2017-11-19 09:50:15,smtp,10.116.216.72,2240,10.5.71.60,25,ti@hightech.net,1060@hightech.com,互联网资产监控报警
33,2017-11-19 09:52:02,smtp,10.116.216.72,2371,10.5.71.60,25,ti@hightech.net,1060@hightech.com,互联网资产监控报警
41,2017-11-19 10:06:47,smtp,10.116.216.72,2262,10.5.71.60,25,ti@hightech.net,1060@hightech.com,互联网资产监控报警
45,2017-11-19 10:14:13,smtp,10.116.216.72,2482,10.5.71.60,25,ti@hightech.net,1060@hightech.com,互联网资产监控报警
48,2017-11-19 10:19:17,smtp,10.64.106.16,2186,10.5.71.60,25,1347@hightech.com,1041@hightech.com;1368@hightech.com;1255@hightech.com;1248@hightech.com;1327@hightech.com;1439@hightech.com;1137@hightech.com;1370@hightech.com;1467@hightech.com;1226@hightech.com;1369@hightech.com;1186@hightech.com;1213@hightech.com;1451@hightech.com;1124@hightech.com;1431@hightech.com;1293@hightech.com;1253@hightech.com;1342@hightech.com;1498@hightech.com;1108@hightech.com;1180@hightech.com;1346@hightech.com,资金
