,time,proto,sip,sport,dip,dport,from,to,subject
42,2017-11-07 09:29:25,smtp,10.64.106.11,1692,10.5.71.60,25,1149@hightech.com,a64fe84ae2e03bc6e3654c99f7ee4563@sohu.com,新员工必读
58,2017-11-07 09:39:05,smtp,10.64.106.4,2344,10.5.71.60,25,1013@hightech.com,c6787541b7dd442034121de3192d9aeb@foxmail.com,录用通知（接受请回复邮件确认，谢谢！）
63,2017-11-07 09:41:56,smtp,10.64.106.13,1879,10.5.71.60,25,1300@hightech.com,1013@hightech.com;1104@hightech.com;1499@hightech.com;1371@hightech.com;1184@hightech.com;1251@hightech.com;1295@hightech.com;1312@hightech.com;1433@hightech.com;1165@hightech.com;1378@hightech.com;1473@hightech.com;1118@hightech.com;1363@hightech.com;1249@hightech.com;1110@hightech.com;1149@hightech.com,劳动合同
66,2017-11-07 09:42:50,smtp,111.202.126.72,2439,10.5.71.60,25,a7540274bdb468a1cb49fc8714beb312@sohu.com,1149@hightech.com,个人简历
90,2017-11-07 09:52:43,smtp,10.64.106.6,1982,10.5.71.60,25,1473@hightech.com,1fe1848e2d93386f4b77002c7e7386ed@foxmail.com,新员工必读
100,2017-11-07 09:56:50,smtp,10.64.106.29,2329,10.5.71.60,25,1433@hightech.com,f3865cfe47721627c7277a78dc9db332@sohu.com,复试通知
165,2017-11-07 10:24:04,smtp,111.202.126.72,2432,10.5.71.60,25,18f1f766fe171c2a5f3562fa25220eb6@sohu.com,1067@hightech.com,介绍
168,2017-11-07 10:24:13,smtp,163.177.72.176,2368,10.5.71.60,25,304382909a44fef7334e8129cb447b8b@qq.com,1013@hightech.com,简历
191,2017-11-07 10:26:33,smtp,111.202.126.72,2390,10.5.71.60,25,eb018c80c76a660a05fc7ae4ec9e0402@sohu.com,1149@hightech.com,个人资料
252,2017-11-07 10:32:46,smtp,10.64.105.229,2369,10.5.71.60,25,1455@hightech.com,bc8bfbe83af7488a3807c6bf712bf7c2@foxmail.com,平台介绍
257,2017-11-07 10:33:22,smtp,14.17.32.47,2197,10.5.71.60,25,a0dcad3b13109f210bc3382ccd0c29e3@foxmail.com,1371@hightech.com,简历
301,2017-11-07 10:37:18,smtp,118.192.64.194,52060,10.5.71.60,25,aaabf0d39951f3e6c3e8a7911df524c2@mail7.lietou-edm.com,1224@hightech.com,【HRBP_北京】罗丽迎_来自猎聘网的候选人
338,2017-11-07 10:39:41,smtp,118.192.64.194,39146,10.5.71.60,25,aaabf0d39951f3e6c3e8a7911df524c2@mail7.lietou-edm.com,1100@hightech.com,【运营专员（用户运营）_北京】高瑞迪_来自猎聘网的候选人
412,2017-11-07 10:44:05,smtp,118.192.64.194,49274,10.5.71.60,25,aaabf0d39951f3e6c3e8a7911df524c2@mail7.lietou-edm.com,1057@hightech.com,【HRBP_北京】欧婕惠子_来自猎聘网的候选人
436,2017-11-07 10:45:54,smtp,10.64.105.114,1955,10.5.71.60,25,1423@hightech.com,778bf40c7607d17c0c6725afe29080e4@sina.com,平台介绍
453,2017-11-07 10:47:15,smtp,111.202.126.72,2130,10.5.71.60,25,b3db2df4c183476f64c4279d94fb98fb@sohu.com,1165@hightech.com,个人资料
507,2017-11-07 10:55:25,smtp,219.142.78.230,2515,10.5.71.60,25,031424a24021206a68e97cde638373e0@sina.com,1473@hightech.com,简历
509,2017-11-07 10:56:06,smtp,10.64.106.32,2021,10.5.71.60,25,1371@hightech.com,02d8555a3197f22e3fb3c921b1208137@foxmail.com,新员工必读
513,2017-11-07 10:57:58,smtp,10.64.106.6,1954,10.5.71.60,25,1473@hightech.com,a70c79a0fff20d804d304d18436abbab@foxmail.com,公司简介
525,2017-11-07 11:00:29,smtp,14.17.32.47,1728,10.5.71.60,25,ad90ca218ccc85fe9d970404ab9b06fe@foxmail.com,1013@hightech.com,简历
531,2017-11-07 11:01:53,smtp,10.64.106.7,2412,10.5.71.60,25,1378@hightech.com,0be9fbba32aa27785a6cff00479ad3e1@sohu.com,面试通知
577,2017-11-07 11:11:32,smtp,10.64.106.13,1877,10.5.71.60,25,1300@hightech.com,ed646b5f31dd1ffcdfaa92048c25ddd9@sohu.com,录用通知（接受请回复邮件确认，谢谢！）
580,2017-11-07 11:12:28,smtp,219.142.78.230,2211,10.5.71.60,25,66fb812469206177763edb29db6dea4d@sina.com,1118@hightech.com,简历
582,2017-11-07 11:12:36,smtp,10.64.106.32,2013,10.5.71.60,25,1371@hightech.com,afcf47829353212d83d31b91405a7ffd@qq.com,录用通知（接受请回复邮件确认，谢谢！）
590,2017-11-07 11:14:02,smtp,10.64.106.8,1766,10.5.71.60,25,1312@hightech.com,1013@hightech.com;1104@hightech.com;1499@hightech.com;1371@hightech.com;1184@hightech.com;1251@hightech.com;1295@hightech.com;1433@hightech.com;1165@hightech.com;1300@hightech.com;1378@hightech.com;1473@hightech.com;1118@hightech.com;1363@hightech.com;1249@hightech.com;1110@hightech.com;1149@hightech.com,考勤相关
592,2017-11-07 11:14:11,smtp,14.17.32.47,2259,10.5.71.60,25,5ba34fedb32e3e99fff74ad108e8046d@foxmail.com,1433@hightech.com,个人简历
593,2017-11-07 11:14:29,smtp,10.64.106.5,2079,10.5.71.60,25,1165@hightech.com,4d091e18ea2d14cf76355ff60c771e8e@foxmail.com,面试通知
612,2017-11-07 11:17:44,smtp,10.64.106.11,1688,10.5.71.60,25,1149@hightech.com,1013@hightech.com;1104@hightech.com;1499@hightech.com;1371@hightech.com;1184@hightech.com;1251@hightech.com;1295@hightech.com;1312@hightech.com;1433@hightech.com;1165@hightech.com;1300@hightech.com;1378@hightech.com;1473@hightech.com;1118@hightech.com;1363@hightech.com;1249@hightech.com;1110@hightech.com,招聘信息总结
