,time,proto,sip,sport,dip,dport,from,to,subject
35,2017-11-07 09:23:59,smtp,10.116.216.72,2029,10.5.71.60,25,ti@hightech.net,1060@hightech.com,互联网资产监控报警
37,2017-11-07 09:24:57,smtp,10.64.105.12,1970,10.5.71.60,25,1342@hightech.com,1041@hightech.com;1368@hightech.com;1347@hightech.com;1255@hightech.com;1248@hightech.com;1327@hightech.com;1439@hightech.com;1137@hightech.com;1370@hightech.com;1467@hightech.com;1226@hightech.com;1369@hightech.com;1186@hightech.com;1213@hightech.com;1451@hightech.com;1124@hightech.com;1431@hightech.com;1293@hightech.com;1253@hightech.com;1498@hightech.com;1108@hightech.com;1180@hightech.com;1346@hightech.com,税务
41,2017-11-07 09:29:13,smtp,10.116.216.72,1782,10.5.71.60,25,ti@hightech.net,1060@hightech.com,互联网资产监控报警
43,2017-11-07 09:29:40,smtp,10.116.216.72,2259,10.5.71.60,25,ti@hightech.net,1060@hightech.com,互联网资产监控报警
49,2017-11-07 09:35:24,smtp,10.116.216.72,2271,10.5.71.60,25,ti@hightech.net,1060@hightech.com,互联网资产监控报警
52,2017-11-07 09:36:55,smtp,10.116.216.72,1850,10.5.71.60,25,ti@hightech.net,1060@hightech.com,互联网资产监控报警
54,2017-11-07 09:37:59,smtp,10.64.105.81,2383,10.5.71.60,25,1327@hightech.com,f43e85ee8a6a979fe8c4297f16eef957@sina.com,财务
56,2017-11-07 09:38:52,smtp,10.116.216.72,2216,10.5.71.60,25,ti@hightech.net,1060@hightech.com,互联网资产监控报警
60,2017-11-07 09:40:08,smtp,111.202.126.72,2329,10.5.71.60,25,4914d9a1c6bf86b2cd8570855636d174@sohu.com,1342@hightech.com,财务
64,2017-11-07 09:42:12,smtp,10.64.105.15,2443,10.5.71.60,25,1253@hightech.com,1041@hightech.com;1368@hightech.com;1347@hightech.com;1255@hightech.com;1248@hightech.com;1327@hightech.com;1439@hightech.com;1137@hightech.com;1370@hightech.com;1467@hightech.com;1226@hightech.com;1369@hightech.com;1186@hightech.com;1213@hightech.com;1451@hightech.com;1124@hightech.com;1431@hightech.com;1293@hightech.com;1342@hightech.com;1498@hightech.com;1108@hightech.com;1180@hightech.com;1346@hightech.com,财务分析
73,2017-11-07 09:45:34,smtp,10.64.105.8,2349,10.5.71.60,25,1108@hightech.com,1041@hightech.com;1368@hightech.com;1347@hightech.com;1255@hightech.com;1248@hightech.com;1327@hightech.com;1439@hightech.com;1137@hightech.com;1370@hightech.com;1467@hightech.com;1226@hightech.com;1369@hightech.com;1186@hightech.com;1213@hightech.com;1451@hightech.com;1124@hightech.com;1431@hightech.com;1293@hightech.com;1253@hightech.com;1342@hightech.com;1498@hightech.com;1180@hightech.com;1346@hightech.com,资金
75,2017-11-07 09:46:12,smtp,10.116.216.72,2469,10.5.71.60,25,ti@hightech.net,1060@hightech.com,互联网资产监控报警
76,2017-11-07 09:46:14,smtp,10.64.105.88,2252,10.5.71.60,25,1368@hightech.com,1041@hightech.com;1347@hightech.com;1255@hightech.com;1248@hightech.com;1327@hightech.com;1439@hightech.com;1137@hightech.com;1370@hightech.com;1467@hightech.com;1226@hightech.com;1369@hightech.com;1186@hightech.com;1213@hightech.com;1451@hightech.com;1124@hightech.com;1431@hightech.com;1293@hightech.com;1253@hightech.com;1342@hightech.com;1498@hightech.com;1108@hightech.com;1180@hightech.com;1346@hightech.com,税务
82,2017-11-07 09:49:25,smtp,10.64.105.90,1786,10.5.71.60,25,1226@hightech.com,1041@hightech.com;1368@hightech.com;1347@hightech.com;1255@hightech.com;1248@hightech.com;1327@hightech.com;1439@hightech.com;1137@hightech.com;1370@hightech.com;1467@hightech.com;1369@hightech.com;1186@hightech.com;1213@hightech.com;1451@hightech.com;1124@hightech.com;1431@hightech.com;1293@hightech.com;1253@hightech.com;1342@hightech.com;1498@hightech.com;1108@hightech.com;1180@hightech.com;1346@hightech.com,会计核算
83,2017-11-07 09:49:46,smtp,10.116.216.72,2481,10.5.71.60,25,ti@hightech.net,1060@hightech.com,互联网资产监控报警
85,2017-11-07 09:51:09,smtp,10.64.105.205,1806,10.5.71.60,25,1255@hightech.com,1041@hightech.com;1368@hightech.com;1347@hightech.com;1248@hightech.com;1327@hightech.com;1439@hightech.com;1137@hightech.com;1370@hightech.com;1467@hightech.com;1226@hightech.com;1369@hightech.com;1186@hightech.com;1213@hightech.com;1451@hightech.com;1124@hightech.com;1431@hightech.com;1293@hightech.com;1253@hightech.com;1342@hightech.com;1498@hightech.com;1108@hightech.com;1180@hightech.com;1346@hightech.com,税务
91,2017-11-07 09:53:38,smtp,10.116.216.72,2271,10.5.71.60,25,ti@hightech.net,1060@hightech.com,互联网资产监控报警
95,2017-11-07 09:54:54,smtp,10.116.216.72,1795,10.5.71.60,25,ti@hightech.net,1060@hightech.com,互联网资产监控报警
96,2017-11-07 09:55:11,smtp,10.1.4.17,10087,10.5.71.60,25,finance@hightech.com,1416@hightech.com,报销
98,2017-11-07 09:55:53,smtp,10.116.216.72,2295,10.5.71.60,25,ti@hightech.net,1060@hightech.com,互联网资产监控报警
102,2017-11-07 09:58:27,smtp,10.64.105.8,2352,10.5.71.60,25,1108@hightech.com,1041@hightech.com;1368@hightech.com;1347@hightech.com;1255@hightech.com;1248@hightech.com;1327@hightech.com;1439@hightech.com;1137@hightech.com;1370@hightech.com;1467@hightech.com;1226@hightech.com;1369@hightech.com;1186@hightech.com;1213@hightech.com;1451@hightech.com;1124@hightech.com;1431@hightech.com;1293@hightech.com;1253@hightech.com;1342@hightech.com;1498@hightech.com;1180@hightech.com;1346@hightech.com,资金
107,2017-11-07 10:08:47,smtp,10.116.216.72,1598,10.5.71.60,25,ti@hightech.net,1060@hightech.com,互联网资产监控报警
110,2017-11-07 10:10:36,smtp,10.116.216.72,1782,10.5.71.60,25,ti@hightech.net,1060@hightech.com,互联网资产监控报警
114,2017-11-07 10:14:29,smtp,10.64.106.30,2498,10.5.71.60,25,1137@hightech.com,1041@hightech.com;1368@hightech.com;1347@hightech.com;1255@hightech.com;1248@hightech.com;1327@hightech.com;1439@hightech.com;1370@hightech.com;1467@hightech.com;1226@hightech.com;1369@hightech.com;1186@hightech.com;1213@hightech.com;1451@hightech.com;1124@hightech.com;1431@hightech.com;1293@hightech.com;1253@hightech.com;1342@hightech.com;1498@hightech.com;1108@hightech.com;1180@hightech.com;1346@hightech.com,财务分析
121,2017-11-07 10:20:07,smtp,10.116.216.72,1789,10.5.71.60,25,ti@hightech.net,1060@hightech.com,互联网资产监控报警
122,2017-11-07 10:20:22,smtp,10.116.216.72,1822,10.5.71.60,25,ti@hightech.net,1060@hightech.com,互联网资产监控报警
124,2017-11-07 10:20:38,smtp,10.116.216.72,2085,10.5.71.60,25,ti@hightech.net,1060@hightech.com,互联网资产监控报警
131,2017-11-07 10:20:57,smtp,10.116.216.72,1879,10.5.71.60,25,ti@hightech.net,1060@hightech.com,互联网资产监控报警
136,2017-11-07 10:21:28,smtp,111.202.126.72,2172,10.5.71.60,25,d3c503e2dfb59641598e30be9042f64c@sohu.com,1226@hightech.com,财务
142,2017-11-07 10:21:49,smtp,10.116.216.72,1745,10.5.71.60,25,ti@hightech.net,1060@hightech.com,互联网资产监控报警
144,2017-11-07 10:21:50,smtp,10.64.105.12,1990,10.5.71.60,25,1342@hightech.com,1041@hightech.com;1368@hightech.com;1347@hightech.com;1255@hightech.com;1248@hightech.com;1327@hightech.com;1439@hightech.com;1137@hightech.com;1370@hightech.com;1467@hightech.com;1226@hightech.com;1369@hightech.com;1186@hightech.com;1213@hightech.com;1451@hightech.com;1124@hightech.com;1431@hightech.com;1293@hightech.com;1253@hightech.com;1498@hightech.com;1108@hightech.com;1180@hightech.com;1346@hightech.com,资金
146,2017-11-07 10:21:52,smtp,10.116.216.72,1690,10.5.71.60,25,ti@hightech.net,1060@hightech.com,互联网资产监控报警
149,2017-11-07 10:22:08,smtp,10.116.216.72,2086,10.5.71.60,25,ti@hightech.net,1060@hightech.com,互联网资产监控报警
159,2017-11-07 10:23:16,smtp,10.116.216.72,1656,10.5.71.60,25,ti@hightech.net,1060@hightech.com,互联网资产监控报警
161,2017-11-07 10:23:50,smtp,10.116.216.72,2407,10.5.71.60,25,ti@hightech.net,1060@hightech.com,互联网资产监控报警
172,2017-11-07 10:24:50,smtp,10.116.216.72,1699,10.5.71.60,25,ti@hightech.net,1060@hightech.com,互联网资产监控报警
181,2017-11-07 10:25:43,smtp,10.116.216.72,2086,10.5.71.60,25,ti@hightech.net,1060@hightech.com,互联网资产监控报警
185,2017-11-07 10:25:53,smtp,10.116.216.72,2042,10.5.71.60,25,ti@hightech.net,1060@hightech.com,互联网资产监控报警
