,time,proto,sip,sport,dip,dport,from,to,subject
25,2017-11-25 09:22:23,smtp,10.64.105.215,1560,10.5.71.60,25,1346@hightech.com,1041@hightech.com;1368@hightech.com;1347@hightech.com;1255@hightech.com;1248@hightech.com;1327@hightech.com;1439@hightech.com;1137@hightech.com;1370@hightech.com;1467@hightech.com;1226@hightech.com;1369@hightech.com;1186@hightech.com;1213@hightech.com;1451@hightech.com;1124@hightech.com;1431@hightech.com;1293@hightech.com;1253@hightech.com;1342@hightech.com;1498@hightech.com;1108@hightech.com;1180@hightech.com,成本控制
30,2017-11-25 09:32:12,smtp,10.116.216.72,2387,10.5.71.60,25,ti@hightech.net,1060@hightech.com,互联网资产监控报警
31,2017-11-25 09:33:11,smtp,10.64.105.29,1826,10.5.71.60,25,1451@hightech.com,1041@hightech.com;1368@hightech.com;1347@hightech.com;1255@hightech.com;1248@hightech.com;1327@hightech.com;1439@hightech.com;1137@hightech.com;1370@hightech.com;1467@hightech.com;1226@hightech.com;1369@hightech.com;1186@hightech.com;1213@hightech.com;1124@hightech.com;1431@hightech.com;1293@hightech.com;1253@hightech.com;1342@hightech.com;1498@hightech.com;1108@hightech.com;1180@hightech.com;1346@hightech.com,成本控制
35,2017-11-25 09:35:01,smtp,10.116.216.72,2214,10.5.71.60,25,ti@hightech.net,1060@hightech.com,互联网资产监控报警
36,2017-11-25 09:35:18,smtp,10.64.105.231,2271,10.5.71.60,25,1213@hightech.com,1425@hightech.com,财务报账
41,2017-11-25 09:39:09,smtp,10.116.216.72,2029,10.5.71.60,25,ti@hightech.net,1060@hightech.com,互联网资产监控报警
42,2017-11-25 09:39:49,smtp,10.64.106.30,2625,10.5.71.60,25,1137@hightech.com,1041@hightech.com;1368@hightech.com;1347@hightech.com;1255@hightech.com;1248@hightech.com;1327@hightech.com;1439@hightech.com;1370@hightech.com;1467@hightech.com;1226@hightech.com;1369@hightech.com;1186@hightech.com;1213@hightech.com;1451@hightech.com;1124@hightech.com;1431@hightech.com;1293@hightech.com;1253@hightech.com;1342@hightech.com;1498@hightech.com;1108@hightech.com;1180@hightech.com;1346@hightech.com,会计核算
43,2017-11-25 09:41:26,smtp,10.116.216.72,2504,10.5.71.60,25,ti@hightech.net,1060@hightech.com,互联网资产监控报警
45,2017-11-25 09:41:59,smtp,10.116.216.72,2163,10.5.71.60,25,ti@hightech.net,1060@hightech.com,互联网资产监控报警
51,2017-11-25 09:47:34,smtp,10.116.216.72,2187,10.5.71.60,25,ti@hightech.net,1060@hightech.com,互联网资产监控报警
59,2017-11-25 09:53:23,smtp,10.116.216.72,1562,10.5.71.60,25,ti@hightech.net,1060@hightech.com,互联网资产监控报警
60,2017-11-25 09:53:50,smtp,10.116.216.72,1563,10.5.71.60,25,ti@hightech.net,1060@hightech.com,互联网资产监控报警
61,2017-11-25 09:53:58,smtp,10.64.105.8,2712,10.5.71.60,25,1108@hightech.com,1041@hightech.com;1368@hightech.com;1347@hightech.com;1255@hightech.com;1248@hightech.com;1327@hightech.com;1439@hightech.com;1137@hightech.com;1370@hightech.com;1467@hightech.com;1226@hightech.com;1369@hightech.com;1186@hightech.com;1213@hightech.com;1451@hightech.com;1124@hightech.com;1431@hightech.com;1293@hightech.com;1253@hightech.com;1342@hightech.com;1498@hightech.com;1180@hightech.com;1346@hightech.com,成本控制
70,2017-11-25 09:58:57,smtp,10.64.106.16,2214,10.5.71.60,25,1347@hightech.com,1142@hightech.com,财务报账
76,2017-11-25 10:15:28,smtp,10.64.105.12,2035,10.5.71.60,25,1342@hightech.com,1041@hightech.com;1368@hightech.com;1347@hightech.com;1255@hightech.com;1248@hightech.com;1327@hightech.com;1439@hightech.com;1137@hightech.com;1370@hightech.com;1467@hightech.com;1226@hightech.com;1369@hightech.com;1186@hightech.com;1213@hightech.com;1451@hightech.com;1124@hightech.com;1431@hightech.com;1293@hightech.com;1253@hightech.com;1498@hightech.com;1108@hightech.com;1180@hightech.com;1346@hightech.com,资金
77,2017-11-25 10:17:49,smtp,10.64.105.205,2150,10.5.71.60,25,1255@hightech.com,1041@hightech.com;1368@hightech.com;1347@hightech.com;1248@hightech.com;1327@hightech.com;1439@hightech.com;1137@hightech.com;1370@hightech.com;1467@hightech.com;1226@hightech.com;1369@hightech.com;1186@hightech.com;1213@hightech.com;1451@hightech.com;1124@hightech.com;1431@hightech.com;1293@hightech.com;1253@hightech.com;1342@hightech.com;1498@hightech.com;1108@hightech.com;1180@hightech.com;1346@hightech.com,成本控制
78,2017-11-25 10:20:15,smtp,10.64.105.43,2387,10.5.71.60,25,1124@hightech.com,1041@hightech.com;1368@hightech.com;1347@hightech.com;1255@hightech.com;1248@hightech.com;1327@hightech.com;1439@hightech.com;1137@hightech.com;1370@hightech.com;1467@hightech.com;1226@hightech.com;1369@hightech.com;1186@hightech.com;1213@hightech.com;1451@hightech.com;1431@hightech.com;1293@hightech.com;1253@hightech.com;1342@hightech.com;1498@hightech.com;1108@hightech.com;1180@hightech.com;1346@hightech.com,财务分析
80,2017-11-25 10:20:43,smtp,10.116.216.72,2417,10.5.71.60,25,ti@hightech.net,1060@hightech.com,互联网资产监控报警
82,2017-11-25 10:25:45,smtp,10.116.216.72,1826,10.5.71.60,25,ti@hightech.net,1060@hightech.com,互联网资产监控报警
88,2017-11-25 10:33:42,smtp,10.64.105.71,2520,10.5.71.60,25,1180@hightech.com,1405@hightech.com,财务报账
90,2017-11-25 10:34:34,smtp,10.116.216.72,2097,10.5.71.60,25,ti@hightech.net,1060@hightech.com,互联网资产监控报警
95,2017-11-25 10:37:05,smtp,10.64.105.231,2258,10.5.71.60,25,1213@hightech.com,1328@hightech.com,财务报账
99,2017-11-25 10:41:07,smtp,10.116.216.72,2218,10.5.71.60,25,ti@hightech.net,1060@hightech.com,互联网资产监控报警
110,2017-11-25 10:47:23,smtp,10.64.105.12,2036,10.5.71.60,25,1342@hightech.com,1262@hightech.com,财务报账
114,2017-11-25 10:55:51,smtp,10.64.106.23,1554,10.5.71.60,25,1248@hightech.com,1041@hightech.com;1368@hightech.com;1347@hightech.com;1255@hightech.com;1327@hightech.com;1439@hightech.com;1137@hightech.com;1370@hightech.com;1467@hightech.com;1226@hightech.com;1369@hightech.com;1186@hightech.com;1213@hightech.com;1451@hightech.com;1124@hightech.com;1431@hightech.com;1293@hightech.com;1253@hightech.com;1342@hightech.com;1498@hightech.com;1108@hightech.com;1180@hightech.com;1346@hightech.com,资金
115,2017-11-25 10:56:09,smtp,10.116.216.72,1802,10.5.71.60,25,ti@hightech.net,1060@hightech.com,互联网资产监控报警
118,2017-11-25 11:04:35,smtp,10.116.216.72,2272,10.5.71.60,25,ti@hightech.net,1060@hightech.com,互联网资产监控报警
121,2017-11-25 11:10:29,smtp,10.64.105.243,2419,10.5.71.60,25,1369@hightech.com,1398@hightech.com,财务报账
123,2017-11-25 11:18:24,smtp,10.64.106.23,1543,10.5.71.60,25,1248@hightech.com,1041@hightech.com;1368@hightech.com;1347@hightech.com;1255@hightech.com;1327@hightech.com;1439@hightech.com;1137@hightech.com;1370@hightech.com;1467@hightech.com;1226@hightech.com;1369@hightech.com;1186@hightech.com;1213@hightech.com;1451@hightech.com;1124@hightech.com;1431@hightech.com;1293@hightech.com;1253@hightech.com;1342@hightech.com;1498@hightech.com;1108@hightech.com;1180@hightech.com;1346@hightech.com,成本控制
128,2017-11-25 11:22:00,smtp,10.116.216.72,2673,10.5.71.60,25,ti@hightech.net,1060@hightech.com,互联网资产监控报警
129,2017-11-25 11:25:36,smtp,10.64.105.231,2257,10.5.71.60,25,1213@hightech.com,1483@hightech.com,财务报账
135,2017-11-25 11:31:16,smtp,10.116.216.72,2430,10.5.71.60,25,ti@hightech.net,1060@hightech.com,互联网资产监控报警
146,2017-11-25 11:45:39,smtp,10.64.105.205,2163,10.5.71.60,25,1255@hightech.com,1421@hightech.com,财务报账
147,2017-11-25 11:45:52,smtp,10.116.216.72,2551,10.5.71.60,25,ti@hightech.net,1060@hightech.com,互联网资产监控报警
152,2017-11-25 11:54:22,smtp,10.116.216.72,2539,10.5.71.60,25,ti@hightech.net,1060@hightech.com,互联网资产监控报警
153,2017-11-25 11:54:27,smtp,10.116.216.72,1932,10.5.71.60,25,ti@hightech.net,1060@hightech.com,互联网资产监控报警
155,2017-11-25 11:56:21,smtp,10.116.216.72,1570,10.5.71.60,25,ti@hightech.net,1060@hightech.com,互联网资产监控报警
