,time,proto,sip,sport,dip,dport,from,to,subject
38,2017-11-25 09:37:43,smtp,10.64.106.8,2434,10.5.71.60,25,1312@hightech.com,dc16e37075a9a7b24797c547de452765@sohu.com,录用通知（接受请回复邮件确认，谢谢！）
52,2017-11-25 09:48:20,smtp,163.177.72.176,2420,10.5.71.60,25,82133a6360cee00df576058035daca92@qq.com,1378@hightech.com,简历
85,2017-11-25 10:29:12,smtp,10.64.106.29,2505,10.5.71.60,25,1433@hightech.com,5260d1c2b9226444922234103b627921@sohu.com,复试通知
91,2017-11-25 10:35:04,smtp,111.202.126.72,1851,10.5.71.60,25,3ef9d0429a478f5c2f947d36cf08cd6b@sohu.com,1184@hightech.com,简历
116,2017-11-25 10:58:05,smtp,163.177.72.176,2502,10.5.71.60,25,de43e44cdb41ebcd6fbf1266c4b9f3e7@qq.com,1165@hightech.com,个人简历
136,2017-11-25 11:34:37,smtp,118.192.64.194,35289,10.5.71.60,25,aaabf0d39951f3e6c3e8a7911df524c2@mail7.lietou-edm.com,1087@hightech.com,【销售经理_银川】张昌战_来自猎聘网的候选人
149,2017-11-25 11:46:35,smtp,219.142.78.230,2045,10.5.71.60,25,a70222fe6358f2d781a598228967377e@sina.com,1378@hightech.com,个人简历
154,2017-11-25 11:55:43,smtp,123.58.177.20,4062,10.5.71.60,25,job@163.com,1487@hightech.com,请完善您的简历，提高求职成功率
157,2017-11-25 11:57:43,smtp,14.17.32.47,2151,10.5.71.60,25,22c5c421a64bf75d4f71f2312f2357fa@foxmail.com,1251@hightech.com,简历
191,2017-11-25 12:23:37,smtp,10.64.106.8,2424,10.5.71.60,25,1312@hightech.com,de19e4c5127febacdadd7ba1e7fee4bf@sohu.com,复试通知
192,2017-11-25 12:24:20,smtp,163.177.72.176,2184,10.5.71.60,25,a09259bc81ea15f92398982c34aa94b3@qq.com,1499@hightech.com,个人资料
195,2017-11-25 13:34:17,smtp,163.177.72.176,3278,10.5.71.60,25,578dccf80441542ec3048eead18e6673@qq.com,1312@hightech.com,个人资料
210,2017-11-25 14:11:38,smtp,10.64.106.29,3733,10.5.71.60,25,1433@hightech.com,33162a330806e6ffa6974d57547616a8@qq.com,复试通知
232,2017-11-25 14:53:45,smtp,219.142.78.230,2831,10.5.71.60,25,3e76d408c2035e4a4b9e6cebda8ca399@sina.com,1249@hightech.com,个人简历
247,2017-11-25 15:11:31,smtp,195.93.85.131,4005,10.5.71.60,25,zhaopin@aol.com,1487@hightech.com,有8位猎头查看了您的简历
257,2017-11-25 15:37:15,smtp,14.17.32.47,3356,10.5.71.60,25,85887ef701059277510779f3076dc5be@foxmail.com,1118@hightech.com,个人简历
280,2017-11-25 16:25:42,smtp,10.64.106.29,3729,10.5.71.60,25,1433@hightech.com,a9dab052d8e86f024535a4ef8cdde70b@foxmail.com,录用通知（接受请回复邮件确认，谢谢！）
292,2017-11-25 16:49:30,smtp,10.64.106.8,3737,10.5.71.60,25,1312@hightech.com,1013@hightech.com;1104@hightech.com;1499@hightech.com;1371@hightech.com;1184@hightech.com;1251@hightech.com;1295@hightech.com;1433@hightech.com;1165@hightech.com;1300@hightech.com;1378@hightech.com;1473@hightech.com;1118@hightech.com;1363@hightech.com;1249@hightech.com;1110@hightech.com;1149@hightech.com,绩效考核
294,2017-11-25 16:59:49,smtp,219.142.78.230,2613,10.5.71.60,25,2754f0255a8288a1b8cdec089ab296ac@sina.com,1184@hightech.com,简历
295,2017-11-25 17:06:10,smtp,10.64.106.8,3773,10.5.71.60,25,1312@hightech.com,2060c757b36ab07b01fea812b23a223f@sina.com,录用通知（接受请回复邮件确认，谢谢！）
299,2017-11-25 17:21:19,smtp,14.17.32.47,3423,10.5.71.60,25,aedfa1ead007ebf058c9c478c4300b57@foxmail.com,1104@hightech.com,个人简历
317,2017-11-25 18:03:58,smtp,118.192.64.194,37442,10.5.71.60,25,aaabf0d39951f3e6c3e8a7911df524c2@mail7.lietou-edm.com,1079@hightech.com,【销售经理/总监_乌鲁木齐】石建军_来自猎聘网的候选人
318,2017-11-25 18:06:16,smtp,14.17.32.47,3358,10.5.71.60,25,84aaedacd4d2cb0a0e54f08f2f3710d2@foxmail.com,1110@hightech.com,个人资料
327,2017-11-25 18:39:52,smtp,111.202.126.72,3735,10.5.71.60,25,dd6618d16194bd380f8f1cb31d17f0b8@sohu.com,1295@hightech.com,个人简历
330,2017-11-25 18:42:16,smtp,204.79.197.203,4323,10.5.71.60,25,liming@msn.com,1487@hightech.com,有3位HR查看了您的简历
