,time,proto,sip,sport,dip,dport,from,to,subject
8,2017-11-20 09:26:41,smtp,10.64.106.29,2266,10.5.71.60,25,1433@hightech.com,e1468020d517940b220f9596926213b8@qq.com,复试通知
13,2017-11-20 09:27:56,smtp,10.1.4.17,26407,10.5.71.60,25,kaoqin@hightech.com,1378@hightech.com,考勤-请假流程
25,2017-11-20 09:36:54,smtp,163.177.72.176,1973,10.5.71.60,25,47e03a8f6f9e3b7531c007e9895bd02f@qq.com,1165@hightech.com,个人简历
27,2017-11-20 09:37:32,smtp,10.64.106.11,2232,10.5.71.60,25,1149@hightech.com,1013@hightech.com;1104@hightech.com;1499@hightech.com;1371@hightech.com;1184@hightech.com;1251@hightech.com;1295@hightech.com;1312@hightech.com;1433@hightech.com;1165@hightech.com;1300@hightech.com;1378@hightech.com;1473@hightech.com;1118@hightech.com;1363@hightech.com;1249@hightech.com;1110@hightech.com,人员档案
51,2017-11-20 09:45:38,smtp,14.17.32.47,1948,10.5.71.60,25,e440b92c14292979415817f3cba06862@foxmail.com,1295@hightech.com,简历
57,2017-11-20 09:48:59,smtp,10.64.106.32,1692,10.5.71.60,25,1371@hightech.com,6489c35e27ad43d36453c2c67bb97e03@sina.com,公司简介
86,2017-11-20 10:06:44,smtp,10.64.106.6,1707,10.5.71.60,25,1473@hightech.com,1013@hightech.com;1104@hightech.com;1499@hightech.com;1371@hightech.com;1184@hightech.com;1251@hightech.com;1295@hightech.com;1312@hightech.com;1433@hightech.com;1165@hightech.com;1300@hightech.com;1378@hightech.com;1118@hightech.com;1363@hightech.com;1249@hightech.com;1110@hightech.com;1149@hightech.com,考勤相关
124,2017-11-20 10:23:20,smtp,111.202.126.72,1658,10.5.71.60,25,b260b31e72a8aa4d0870fe45fda315e8@sohu.com,1249@hightech.com,个人资料
126,2017-11-20 10:23:30,smtp,10.64.106.13,2273,10.5.71.60,25,1300@hightech.com,f9c1b137ba87411b3ababeee0929e987@sina.com,新员工必读
130,2017-11-20 10:23:41,smtp,10.64.106.43,2305,10.5.71.60,25,1363@hightech.com,ac2d0fd64d3dfdb969048f2b46d79ec4@qq.com,新员工必读
134,2017-11-20 10:24:19,smtp,14.17.32.47,1720,10.5.71.60,25,b28dd85c8ab992b818fe86403a3c1269@foxmail.com,1378@hightech.com,个人简历
137,2017-11-20 10:24:40,smtp,163.177.72.176,2347,10.5.71.60,25,90f0e4fb6ae908bf22db8768fbd299ca@qq.com,1312@hightech.com,个人资料
148,2017-11-20 10:25:26,smtp,118.192.64.194,35940,10.5.71.60,25,aaabf0d39951f3e6c3e8a7911df524c2@mail7.lietou-edm.com,1224@hightech.com,【销售经理_济南】李永虎_来自猎聘网的候选人
178,2017-11-20 10:29:31,smtp,111.202.126.72,2510,10.5.71.60,25,e7b9990a99a4a924367d138300ed9666@sohu.com,1104@hightech.com,简历
223,2017-11-20 10:33:22,smtp,10.64.106.13,2272,10.5.71.60,25,1300@hightech.com,1013@hightech.com;1104@hightech.com;1499@hightech.com;1371@hightech.com;1184@hightech.com;1251@hightech.com;1295@hightech.com;1312@hightech.com;1433@hightech.com;1165@hightech.com;1378@hightech.com;1473@hightech.com;1118@hightech.com;1363@hightech.com;1249@hightech.com;1110@hightech.com;1149@hightech.com,考勤相关
236,2017-11-20 10:34:17,smtp,10.64.106.14,2309,10.5.71.60,25,1118@hightech.com,44a4728cd1da749d2f47b6d3d65c0e9c@qq.com,复试通知
247,2017-11-20 10:35:04,smtp,219.142.78.230,1937,10.5.71.60,25,87c59c85f6dd9fd1b9e0f225f583408d@sina.com,1110@hightech.com,个人资料
