,time,proto,sip,sport,dip,dport,from,to,subject
2,2017-11-20 09:21:22,smtp,10.116.216.72,2425,10.5.71.60,25,ti@hightech.net,1060@hightech.com,互联网资产监控报警
7,2017-11-20 09:26:30,smtp,10.64.105.235,2046,10.5.71.60,25,1498@hightech.com,4f26f6c6e3a1ce692fd1379648369372@foxmail.com,财务
9,2017-11-20 09:26:49,smtp,10.64.105.205,1834,10.5.71.60,25,1255@hightech.com,1041@hightech.com;1368@hightech.com;1347@hightech.com;1248@hightech.com;1327@hightech.com;1439@hightech.com;1137@hightech.com;1370@hightech.com;1467@hightech.com;1226@hightech.com;1369@hightech.com;1186@hightech.com;1213@hightech.com;1451@hightech.com;1124@hightech.com;1431@hightech.com;1293@hightech.com;1253@hightech.com;1342@hightech.com;1498@hightech.com;1108@hightech.com;1180@hightech.com;1346@hightech.com,税务
12,2017-11-20 09:27:50,smtp,10.116.216.72,2118,10.5.71.60,25,ti@hightech.net,1060@hightech.com,互联网资产监控报警
14,2017-11-20 09:28:44,smtp,10.64.106.23,2449,10.5.71.60,25,1248@hightech.com,1295@hightech.com,财务报账
15,2017-11-20 09:29:19,smtp,10.64.105.198,2194,10.5.71.60,25,1467@hightech.com,1473@hightech.com,财务报账
20,2017-11-20 09:34:11,smtp,10.116.216.72,1834,10.5.71.60,25,ti@hightech.net,1060@hightech.com,互联网资产监控报警
24,2017-11-20 09:36:35,smtp,10.64.105.122,2472,10.5.71.60,25,1186@hightech.com,1263@hightech.com,财务报账
26,2017-11-20 09:37:12,smtp,10.116.216.72,1691,10.5.71.60,25,ti@hightech.net,1060@hightech.com,互联网资产监控报警
28,2017-11-20 09:38:02,smtp,10.116.216.72,1701,10.5.71.60,25,ti@hightech.net,1060@hightech.com,互联网资产监控报警
29,2017-11-20 09:38:33,smtp,10.64.105.71,2163,10.5.71.60,25,1180@hightech.com,1159@hightech.com,财务报账
36,2017-11-20 09:40:15,smtp,10.116.216.72,2273,10.5.71.60,25,ti@hightech.net,1060@hightech.com,互联网资产监控报警
45,2017-11-20 09:43:43,smtp,10.64.105.215,1999,10.5.71.60,25,1346@hightech.com,c7cfd0e22b6c965fb537a121da1898d7@foxmail.com,财务
