,time,proto,sip,sport,dip,dport,from,to,subject
21,2017-11-23 09:21:23,smtp,14.17.32.47,2260,10.5.71.60,25,dc1e94b72fdb664c7f4cb64e763e19f5@foxmail.com,1104@hightech.com,个人简历
29,2017-11-23 09:27:17,smtp,10.64.106.12,1950,10.5.71.60,25,1104@hightech.com,3d56822cfa848684b08dabcb6fc3ecff@sina.com,面试通知
42,2017-11-23 09:35:06,smtp,10.64.106.13,2241,10.5.71.60,25,1300@hightech.com,1013@hightech.com;1104@hightech.com;1499@hightech.com;1371@hightech.com;1184@hightech.com;1251@hightech.com;1295@hightech.com;1312@hightech.com;1433@hightech.com;1165@hightech.com;1378@hightech.com;1473@hightech.com;1118@hightech.com;1363@hightech.com;1249@hightech.com;1110@hightech.com;1149@hightech.com,岗位说明书
46,2017-11-23 09:38:00,smtp,10.64.106.3,1606,10.5.71.60,25,1110@hightech.com,f3b9a44251f6e1e3d8192d4579736807@sina.com,录用通知（接受请回复邮件确认，谢谢！）
49,2017-11-23 09:39:35,smtp,10.64.106.43,1776,10.5.71.60,25,1363@hightech.com,1013@hightech.com;1104@hightech.com;1499@hightech.com;1371@hightech.com;1184@hightech.com;1251@hightech.com;1295@hightech.com;1312@hightech.com;1433@hightech.com;1165@hightech.com;1300@hightech.com;1378@hightech.com;1473@hightech.com;1118@hightech.com;1249@hightech.com;1110@hightech.com;1149@hightech.com,绩效考核
51,2017-11-23 09:39:43,smtp,14.17.32.47,2384,10.5.71.60,25,2f2014e8579ae98a21890ceaa281db5a@foxmail.com,1473@hightech.com,个人资料
61,2017-11-23 09:43:01,smtp,10.64.106.9,2033,10.5.71.60,25,1184@hightech.com,1013@hightech.com;1104@hightech.com;1499@hightech.com;1371@hightech.com;1251@hightech.com;1295@hightech.com;1312@hightech.com;1433@hightech.com;1165@hightech.com;1300@hightech.com;1378@hightech.com;1473@hightech.com;1118@hightech.com;1363@hightech.com;1249@hightech.com;1110@hightech.com;1149@hightech.com,绩效考核
74,2017-11-23 09:51:11,smtp,10.64.106.32,1666,10.5.71.60,25,1371@hightech.com,4bd24518d2afcfb76896fec555f58dfc@sina.com,录用通知（接受请回复邮件确认，谢谢！）
76,2017-11-23 09:52:01,smtp,14.17.32.47,2101,10.5.71.60,25,1d51568d08d4480339e0e43b236605fc@foxmail.com,1110@hightech.com,简历
83,2017-11-23 09:54:11,smtp,219.142.78.230,2258,10.5.71.60,25,3700a92d9abab9d4a0af116ee3eb2226@sina.com,1295@hightech.com,简历
106,2017-11-23 10:08:41,smtp,10.64.105.221,49170,10.5.71.60,25,1471@hightech.com,hr@hightech.com,Re:报名参加
