,time,proto,sip,sport,dip,dport,from,to,subject
23,2017-11-23 09:24:30,smtp,10.64.105.81,2487,10.5.71.60,25,1327@hightech.com,f371c357f98791837067319516a02cdd@foxmail.com,财务
26,2017-11-23 09:25:28,smtp,10.116.216.72,1607,10.5.71.60,25,ti@hightech.net,1060@hightech.com,互联网资产监控报警
28,2017-11-23 09:26:02,smtp,10.116.216.72,1745,10.5.71.60,25,ti@hightech.net,1060@hightech.com,互联网资产监控报警
33,2017-11-23 09:30:43,smtp,10.116.216.72,1810,10.5.71.60,25,ti@hightech.net,1060@hightech.com,互联网资产监控报警
36,2017-11-23 09:32:59,smtp,10.116.216.72,2573,10.5.71.60,25,ti@hightech.net,1060@hightech.com,互联网资产监控报警
41,2017-11-23 09:35:00,smtp,10.64.105.225,2252,10.5.71.60,25,1370@hightech.com,1041@hightech.com;1368@hightech.com;1347@hightech.com;1255@hightech.com;1248@hightech.com;1327@hightech.com;1439@hightech.com;1137@hightech.com;1467@hightech.com;1226@hightech.com;1369@hightech.com;1186@hightech.com;1213@hightech.com;1451@hightech.com;1124@hightech.com;1431@hightech.com;1293@hightech.com;1253@hightech.com;1342@hightech.com;1498@hightech.com;1108@hightech.com;1180@hightech.com;1346@hightech.com,税务
45,2017-11-23 09:37:13,smtp,10.116.216.72,1783,10.5.71.60,25,ti@hightech.net,1060@hightech.com,互联网资产监控报警
53,2017-11-23 09:40:24,smtp,10.116.216.72,1918,10.5.71.60,25,ti@hightech.net,1060@hightech.com,互联网资产监控报警
56,2017-11-23 09:41:06,smtp,10.64.106.30,2426,10.5.71.60,25,1137@hightech.com,1041@hightech.com;1368@hightech.com;1347@hightech.com;1255@hightech.com;1248@hightech.com;1327@hightech.com;1439@hightech.com;1370@hightech.com;1467@hightech.com;1226@hightech.com;1369@hightech.com;1186@hightech.com;1213@hightech.com;1451@hightech.com;1124@hightech.com;1431@hightech.com;1293@hightech.com;1253@hightech.com;1342@hightech.com;1498@hightech.com;1108@hightech.com;1180@hightech.com;1346@hightech.com,财务分析
58,2017-11-23 09:42:22,smtp,10.116.216.72,2473,10.5.71.60,25,ti@hightech.net,1060@hightech.com,互联网资产监控报警
68,2017-11-23 09:46:29,smtp,10.64.105.88,1726,10.5.71.60,25,1368@hightech.com,1356@hightech.com,财务报账
69,2017-11-23 09:47:22,smtp,10.116.216.72,2276,10.5.71.60,25,ti@hightech.net,1060@hightech.com,互联网资产监控报警
71,2017-11-23 09:48:34,smtp,10.116.216.72,2488,10.5.71.60,25,ti@hightech.net,1060@hightech.com,互联网资产监控报警
73,2017-11-23 09:50:59,smtp,10.116.216.72,2552,10.5.71.60,25,ti@hightech.net,1060@hightech.com,互联网资产监控报警
78,2017-11-23 09:52:47,smtp,10.64.106.16,2522,10.5.71.60,25,1347@hightech.com,1041@hightech.com;1368@hightech.com;1255@hightech.com;1248@hightech.com;1327@hightech.com;1439@hightech.com;1137@hightech.com;1370@hightech.com;1467@hightech.com;1226@hightech.com;1369@hightech.com;1186@hightech.com;1213@hightech.com;1451@hightech.com;1124@hightech.com;1431@hightech.com;1293@hightech.com;1253@hightech.com;1342@hightech.com;1498@hightech.com;1108@hightech.com;1180@hightech.com;1346@hightech.com,税务
85,2017-11-23 09:55:03,smtp,14.17.32.47,2236,10.5.71.60,25,b42a2c154bb8545ec47cf7da696980d3@foxmail.com,1327@hightech.com,财务
86,2017-11-23 09:55:12,smtp,10.116.216.72,1815,10.5.71.60,25,ti@hightech.net,1060@hightech.com,互联网资产监控报警
