,time,proto,sip,sport,dip,dport,from,to,subject
37,2017-11-03 09:28:34,smtp,10.64.106.38,1830,10.5.71.60,25,1295@hightech.com,b1cd17abaef61f9a25f327f8520d15df@qq.com,录用通知（接受请回复邮件确认，谢谢！）
38,2017-11-03 09:30:16,smtp,111.202.126.72,2050,10.5.71.60,25,02ded8523dbc0584b957ce8a5851e74b@sohu.com,1300@hightech.com,个人资料
39,2017-11-03 09:31:20,smtp,10.64.106.14,1632,10.5.71.60,25,1118@hightech.com,1013@hightech.com;1104@hightech.com;1499@hightech.com;1371@hightech.com;1184@hightech.com;1251@hightech.com;1295@hightech.com;1312@hightech.com;1433@hightech.com;1165@hightech.com;1300@hightech.com;1378@hightech.com;1473@hightech.com;1363@hightech.com;1249@hightech.com;1110@hightech.com;1149@hightech.com,招聘信息总结
44,2017-11-03 09:35:20,smtp,10.64.106.29,1690,10.5.71.60,25,1433@hightech.com,67727fbc5924b0e56cc2132e30f7984a@foxmail.com,录用通知（接受请回复邮件确认，谢谢！）
65,2017-11-03 09:46:18,smtp,14.17.32.47,1903,10.5.71.60,25,257764ecdf416db59577172796d0ce31@foxmail.com,1433@hightech.com,个人资料
68,2017-11-03 09:47:19,smtp,10.64.106.14,1632,10.5.71.60,25,1118@hightech.com,ba696d64944669e229b15f1180d650f3@sohu.com,新员工必读
87,2017-11-03 09:56:45,smtp,14.17.32.47,2147,10.5.71.60,25,4625d05689fa99f3c9edf43a65cd672e@foxmail.com,1473@hightech.com,个人资料
104,2017-11-03 10:10:37,smtp,10.64.106.14,1645,10.5.71.60,25,1118@hightech.com,06ca3d8df4cd7e4940a7bd1cfe8b0003@sohu.com,录用通知（接受请回复邮件确认，谢谢！）
108,2017-11-03 10:15:39,smtp,163.177.72.176,2063,10.5.71.60,25,f6db54e32054886048352583c66f62c8@qq.com,1067@hightech.com,介绍
144,2017-11-03 10:23:16,smtp,10.64.105.73,2418,10.5.71.60,25,1151@hightech.com,518bd334007f0d84e1a5fe7d40c5819a@sina.com,平台介绍
147,2017-11-03 10:23:52,smtp,219.142.78.230,2036,10.5.71.60,25,16599ad402ccfd9f2b1b423210bdfa5d@sina.com,1118@hightech.com,个人资料
205,2017-11-03 10:29:14,smtp,10.64.106.39,1979,10.5.71.60,25,1321@hightech.com,ded8c476a87e3a4bb9e58f86c3f5077e@qq.com,关于平台的一些介绍
210,2017-11-03 10:29:41,smtp,163.177.72.176,1578,10.5.71.60,25,a2f510ffa3dc84097300c4bfebb63618@qq.com,1473@hightech.com,个人资料
225,2017-11-03 10:30:58,smtp,219.142.78.230,2203,10.5.71.60,25,d71930ce21b1fab948bb4b35c3c7cf08@sina.com,1104@hightech.com,个人资料
231,2017-11-03 10:31:48,smtp,219.142.78.230,1807,10.5.71.60,25,04d05568abb549780efba44ee694f79a@sina.com,1363@hightech.com,简历
253,2017-11-03 10:33:50,smtp,14.17.32.47,2266,10.5.71.60,25,df682c4bab1fc771af4442c04d8b2c4f@foxmail.com,1067@hightech.com,介绍
263,2017-11-03 10:34:44,smtp,111.202.126.72,1677,10.5.71.60,25,6aa53aeecbc45d73d33b8ba9f9d932ab@sohu.com,1184@hightech.com,个人资料
300,2017-11-03 10:37:16,smtp,219.142.78.230,1932,10.5.71.60,25,91f0b2fd9b6cfd1801c86992b438076d@sina.com,1295@hightech.com,个人简历
324,2017-11-03 10:39:05,smtp,111.202.126.72,1578,10.5.71.60,25,90edcd6f1bd6746f5f6a5fbffb3e1693@sohu.com,1295@hightech.com,个人简历
342,2017-11-03 10:39:55,smtp,111.202.126.72,1737,10.5.71.60,25,c2f019b2cbd49e214bac03e8131edb0f@sohu.com,1249@hightech.com,个人简历
