,time,proto,sip,sport,dip,dport,from,to,subject
34,2017-11-03 09:27:21,smtp,10.64.105.248,2132,10.5.71.60,25,1293@hightech.com,1041@hightech.com;1368@hightech.com;1347@hightech.com;1255@hightech.com;1248@hightech.com;1327@hightech.com;1439@hightech.com;1137@hightech.com;1370@hightech.com;1467@hightech.com;1226@hightech.com;1369@hightech.com;1186@hightech.com;1213@hightech.com;1451@hightech.com;1124@hightech.com;1431@hightech.com;1253@hightech.com;1342@hightech.com;1498@hightech.com;1108@hightech.com;1180@hightech.com;1346@hightech.com,税务
46,2017-11-03 09:37:00,smtp,10.64.105.15,1813,10.5.71.60,25,1253@hightech.com,1249@hightech.com,财务报账
48,2017-11-03 09:39:16,smtp,10.116.216.72,1724,10.5.71.60,25,ti@hightech.net,1060@hightech.com,互联网资产监控报警
50,2017-11-03 09:40:47,smtp,10.116.216.72,1802,10.5.71.60,25,ti@hightech.net,1060@hightech.com,互联网资产监控报警
53,2017-11-03 09:41:46,smtp,10.116.216.72,2148,10.5.71.60,25,ti@hightech.net,1060@hightech.com,互联网资产监控报警
56,2017-11-03 09:43:45,smtp,10.116.216.72,1752,10.5.71.60,25,ti@hightech.net,1060@hightech.com,互联网资产监控报警
66,2017-11-03 09:46:37,smtp,10.116.216.72,1836,10.5.71.60,25,ti@hightech.net,1060@hightech.com,互联网资产监控报警
67,2017-11-03 09:46:37,smtp,10.116.216.72,1932,10.5.71.60,25,ti@hightech.net,1060@hightech.com,互联网资产监控报警
70,2017-11-03 09:47:26,smtp,10.64.105.215,2344,10.5.71.60,25,1346@hightech.com,05c8e205ad48577d448ca3bbb3a1c494@sina.com,财务
77,2017-11-03 09:52:06,smtp,10.116.216.72,1786,10.5.71.60,25,ti@hightech.net,1060@hightech.com,互联网资产监控报警
86,2017-11-03 09:56:29,smtp,10.64.105.22,2321,10.5.71.60,25,1439@hightech.com,d34f4fb930fddae3f64acff208c2b657@sohu.com,财务
90,2017-11-03 09:57:55,smtp,10.64.105.248,2115,10.5.71.60,25,1293@hightech.com,1145@hightech.com,财务报账
91,2017-11-03 09:58:15,smtp,10.64.105.231,1852,10.5.71.60,25,1213@hightech.com,1102@hightech.com,财务报账
94,2017-11-03 09:58:51,smtp,10.116.216.72,1704,10.5.71.60,25,ti@hightech.net,1060@hightech.com,互联网资产监控报警
100,2017-11-03 10:05:00,smtp,10.116.216.72,1752,10.5.71.60,25,ti@hightech.net,1060@hightech.com,互联网资产监控报警
101,2017-11-03 10:06:14,smtp,10.116.216.72,1643,10.5.71.60,25,ti@hightech.net,1060@hightech.com,互联网资产监控报警
102,2017-11-03 10:08:23,smtp,10.116.216.72,1940,10.5.71.60,25,ti@hightech.net,1060@hightech.com,互联网资产监控报警
106,2017-11-03 10:13:44,smtp,10.116.216.72,2562,10.5.71.60,25,ti@hightech.net,1060@hightech.com,互联网资产监控报警
113,2017-11-03 10:20:23,smtp,10.116.216.72,2455,10.5.71.60,25,ti@hightech.net,1060@hightech.com,互联网资产监控报警
114,2017-11-03 10:20:34,smtp,10.116.216.72,1804,10.5.71.60,25,ti@hightech.net,1060@hightech.com,互联网资产监控报警
129,2017-11-03 10:21:39,smtp,10.116.216.72,2514,10.5.71.60,25,ti@hightech.net,1060@hightech.com,互联网资产监控报警
139,2017-11-03 10:22:41,smtp,10.116.216.72,1676,10.5.71.60,25,ti@hightech.net,1060@hightech.com,互联网资产监控报警
145,2017-11-03 10:23:27,smtp,10.116.216.72,2431,10.5.71.60,25,ti@hightech.net,1060@hightech.com,互联网资产监控报警
149,2017-11-03 10:24:01,smtp,10.116.216.72,2214,10.5.71.60,25,ti@hightech.net,1060@hightech.com,互联网资产监控报警
171,2017-11-03 10:26:33,smtp,10.116.216.72,1759,10.5.71.60,25,ti@hightech.net,1060@hightech.com,互联网资产监控报警
173,2017-11-03 10:26:40,smtp,10.116.216.72,2364,10.5.71.60,25,ti@hightech.net,1060@hightech.com,互联网资产监控报警
