,time,proto,sip,sport,dip,dport,from,to,subject
4,2017/11/12 9:33,smtp,10.116.216.72,1908,10.5.71.60,25,ti@hightech.net,1060@hightech.com,互联网资产监控报警
13,2017/11/12 9:49,smtp,10.116.216.72,2345,10.5.71.60,25,ti@hightech.net,1060@hightech.com,互联网资产监控报警
16,2017/11/12 9:52,smtp,10.116.216.72,2262,10.5.71.60,25,ti@hightech.net,1060@hightech.com,互联网资产监控报警
19,2017/11/12 10:07,smtp,10.116.216.72,1687,10.5.71.60,25,ti@hightech.net,1060@hightech.com,互联网资产监控报警
20,2017/11/12 10:07,smtp,10.116.216.72,1748,10.5.71.60,25,ti@hightech.net,1060@hightech.com,互联网资产监控报警
27,2017/11/12 10:30,smtp,10.64.105.205,2337,10.5.71.60,25,1255@hightech.com,1041@hightech.com;1368@hightech.com;1347@hightech.com;1248@hightech.com;1327@hightech.com;1439@hightech.com;1137@hightech.com;1370@hightech.com;1467@hightech.com;1226@hightech.com;1369@hightech.com;1186@hightech.com;1213@hightech.com;1451@hightech.com;1124@hightech.com;1431@hightech.com;1293@hightech.com;1253@hightech.com;1342@hightech.com;1498@hightech.com;1108@hightech.com;1180@hightech.com;1346@hightech.com,资金
34,2017/11/12 10:36,smtp,10.64.105.122,1621,10.5.71.60,25,1186@hightech.com,1041@hightech.com;1368@hightech.com;1347@hightech.com;1255@hightech.com;1248@hightech.com;1327@hightech.com;1439@hightech.com;1137@hightech.com;1370@hightech.com;1467@hightech.com;1226@hightech.com;1369@hightech.com;1213@hightech.com;1451@hightech.com;1124@hightech.com;1431@hightech.com;1293@hightech.com;1253@hightech.com;1342@hightech.com;1498@hightech.com;1108@hightech.com;1180@hightech.com;1346@hightech.com,资金
38,2017/11/12 10:41,smtp,10.116.216.72,1937,10.5.71.60,25,ti@hightech.net,1060@hightech.com,互联网资产监控报警
43,2017/11/12 10:49,smtp,10.116.216.72,1560,10.5.71.60,25,ti@hightech.net,1060@hightech.com,互联网资产监控报警
56,2017/11/12 11:09,smtp,10.116.216.72,1609,10.5.71.60,25,ti@hightech.net,1060@hightech.com,互联网资产监控报警
58,2017/11/12 11:14,smtp,10.116.216.72,1618,10.5.71.60,25,ti@hightech.net,1060@hightech.com,互联网资产监控报警
65,2017/11/12 11:24,smtp,10.116.216.72,1746,10.5.71.60,25,ti@hightech.net,1060@hightech.com,互联网资产监控报警
74,2017/11/12 11:46,smtp,10.116.216.72,1701,10.5.71.60,25,ti@hightech.net,1060@hightech.com,互联网资产监控报警
77,2017/11/12 11:47,smtp,10.64.105.205,2323,10.5.71.60,25,1255@hightech.com,1184@hightech.com,财务报账
91,2017/11/12 12:08,smtp,10.116.216.72,2287,10.5.71.60,25,ti@hightech.net,1060@hightech.com,互联网资产监控报警
95,2017/11/12 12:09,smtp,10.116.216.72,1742,10.5.71.60,25,ti@hightech.net,1060@hightech.com,互联网资产监控报警
99,2017/11/12 12:14,smtp,10.64.105.205,2324,10.5.71.60,25,1255@hightech.com,1041@hightech.com;1368@hightech.com;1347@hightech.com;1248@hightech.com;1327@hightech.com;1439@hightech.com;1137@hightech.com;1370@hightech.com;1467@hightech.com;1226@hightech.com;1369@hightech.com;1186@hightech.com;1213@hightech.com;1451@hightech.com;1124@hightech.com;1431@hightech.com;1293@hightech.com;1253@hightech.com;1342@hightech.com;1498@hightech.com;1108@hightech.com;1180@hightech.com;1346@hightech.com,资金
115,2017/11/12 14:26,smtp,10.116.216.72,3479,10.5.71.60,25,ti@hightech.net,1060@hightech.com,互联网资产监控报警
118,2017/11/12 14:33,smtp,10.116.216.72,2609,10.5.71.60,25,ti@hightech.net,1060@hightech.com,互联网资产监控报警
123,2017/11/12 14:59,smtp,10.116.216.72,2389,10.5.71.60,25,ti@hightech.net,1060@hightech.com,互联网资产监控报警
129,2017/11/12 15:25,smtp,10.116.216.72,3546,10.5.71.60,25,ti@hightech.net,1060@hightech.com,互联网资产监控报警
130,2017/11/12 15:28,smtp,10.64.106.6,2573,10.5.71.60,25,1473@hightech.com,1108@hightech.com,财务报账
133,2017/11/12 15:54,smtp,10.64.105.122,2599,10.5.71.60,25,1186@hightech.com,1148@hightech.com,财务报账
135,2017/11/12 15:57,smtp,10.64.105.122,2587,10.5.71.60,25,1186@hightech.com,1312@hightech.com,财务报账
143,2017/11/12 16:30,smtp,10.116.216.72,3588,10.5.71.60,25,ti@hightech.net,1060@hightech.com,互联网资产监控报警
162,2017/11/12 17:46,smtp,10.116.216.72,2748,10.5.71.60,25,ti@hightech.net,1060@hightech.com,互联网资产监控报警
164,2017/11/12 17:46,smtp,14.17.32.47,3531,10.5.71.60,25,7e4507c600d2eda7ea383f356cde22a9@foxmail.com,1253@hightech.com,财务
165,2017/11/12 17:51,smtp,10.116.216.72,2597,10.5.71.60,25,ti@hightech.net,1060@hightech.com,互联网资产监控报警
167,2017/11/12 18:03,smtp,10.116.216.72,2756,10.5.71.60,25,ti@hightech.net,1060@hightech.com,互联网资产监控报警
170,2017/11/12 18:14,smtp,10.116.216.72,3587,10.5.71.60,25,ti@hightech.net,1060@hightech.com,互联网资产监控报警
172,2017/11/12 18:34,smtp,10.64.105.239,3110,10.5.71.60,25,1261@hightech.com,1255@hightech.com,财务报账
