,time,proto,sip,sport,dip,dport,from,to,subject
8,2017-11-05 09:40:06,smtp,219.142.78.230,1932,10.5.71.60,25,c9afb695746d3df1d31bdd7afb81b573@sina.com,1118@hightech.com,简历
10,2017-11-05 09:46:36,smtp,10.64.106.43,1529,10.5.71.60,25,1363@hightech.com,1013@hightech.com;1104@hightech.com;1499@hightech.com;1371@hightech.com;1184@hightech.com;1251@hightech.com;1295@hightech.com;1312@hightech.com;1433@hightech.com;1165@hightech.com;1300@hightech.com;1378@hightech.com;1473@hightech.com;1118@hightech.com;1249@hightech.com;1110@hightech.com;1149@hightech.com,岗位说明书
11,2017-11-05 09:46:55,smtp,111.202.126.72,2165,10.5.71.60,25,23014fc2ffe40f32535c66a82c009f46@sohu.com,1118@hightech.com,个人简历
15,2017-11-05 10:12:55,smtp,219.142.78.230,2243,10.5.71.60,25,cbb51cae577bd5d506a6819885794b4a@sina.com,1499@hightech.com,个人资料
23,2017-11-05 10:31:48,smtp,10.64.106.9,2261,10.5.71.60,25,1184@hightech.com,fa18919602e8132567728bf1ac7be765@sohu.com,面试通知
26,2017-11-05 10:40:25,smtp,10.64.106.6,2048,10.5.71.60,25,1473@hightech.com,1013@hightech.com;1104@hightech.com;1499@hightech.com;1371@hightech.com;1184@hightech.com;1251@hightech.com;1295@hightech.com;1312@hightech.com;1433@hightech.com;1165@hightech.com;1300@hightech.com;1378@hightech.com;1118@hightech.com;1363@hightech.com;1249@hightech.com;1110@hightech.com;1149@hightech.com,劳动合同
40,2017-11-05 10:56:26,smtp,10.64.106.10,1934,10.5.71.60,25,1499@hightech.com,d4304a71d3f57f05abc03c5e4d2b538c@sohu.com,面试通知
48,2017-11-05 11:16:58,smtp,10.64.106.43,1540,10.5.71.60,25,1363@hightech.com,1013@hightech.com;1104@hightech.com;1499@hightech.com;1371@hightech.com;1184@hightech.com;1251@hightech.com;1295@hightech.com;1312@hightech.com;1433@hightech.com;1165@hightech.com;1300@hightech.com;1378@hightech.com;1473@hightech.com;1118@hightech.com;1249@hightech.com;1110@hightech.com;1149@hightech.com,人员档案
51,2017-11-05 11:25:46,smtp,10.64.106.10,1927,10.5.71.60,25,1499@hightech.com,cf64e43a25c12eaffcde03542e28323b@sina.com,公司简介
63,2017-11-05 12:02:37,smtp,118.192.64.194,39852,10.5.71.60,25,aaabf0d39951f3e6c3e8a7911df524c2@mail7.lietou-edm.com,1119@hightech.com,【品牌互动经理_北京】何长辉_来自猎聘网的候选人
64,2017-11-05 12:05:29,smtp,10.64.105.16,2267,10.5.71.60,25,1440@hightech.com,494897a1d05d06d0712de6d41ee98bb6@qq.com,关于平台的一些介绍
65,2017-11-05 12:06:38,smtp,10.64.106.6,2066,10.5.71.60,25,1473@hightech.com,1013@hightech.com;1104@hightech.com;1499@hightech.com;1371@hightech.com;1184@hightech.com;1251@hightech.com;1295@hightech.com;1312@hightech.com;1433@hightech.com;1165@hightech.com;1300@hightech.com;1378@hightech.com;1118@hightech.com;1363@hightech.com;1249@hightech.com;1110@hightech.com;1149@hightech.com,岗位说明书
67,2017-11-05 12:09:13,smtp,10.64.106.43,1533,10.5.71.60,25,1363@hightech.com,1013@hightech.com;1104@hightech.com;1499@hightech.com;1371@hightech.com;1184@hightech.com;1251@hightech.com;1295@hightech.com;1312@hightech.com;1433@hightech.com;1165@hightech.com;1300@hightech.com;1378@hightech.com;1473@hightech.com;1118@hightech.com;1249@hightech.com;1110@hightech.com;1149@hightech.com,考勤相关
