,time,proto,sip,sport,dip,dport,from,to,subject
31,2017-11-30 09:20:26,smtp,10.64.106.29,1764,10.5.71.60,25,1433@hightech.com,1013@hightech.com;1104@hightech.com;1499@hightech.com;1371@hightech.com;1184@hightech.com;1251@hightech.com;1295@hightech.com;1312@hightech.com;1165@hightech.com;1300@hightech.com;1378@hightech.com;1473@hightech.com;1118@hightech.com;1363@hightech.com;1249@hightech.com;1110@hightech.com;1149@hightech.com,考勤相关
40,2017-11-30 09:27:46,smtp,10.64.106.38,1823,10.5.71.60,25,1295@hightech.com,45be8eb91f0add66371f878d3ed41abf@foxmail.com,复试通知
41,2017-11-30 09:27:57,smtp,10.64.106.8,2074,10.5.71.60,25,1312@hightech.com,1013@hightech.com;1104@hightech.com;1499@hightech.com;1371@hightech.com;1184@hightech.com;1251@hightech.com;1295@hightech.com;1433@hightech.com;1165@hightech.com;1300@hightech.com;1378@hightech.com;1473@hightech.com;1118@hightech.com;1363@hightech.com;1249@hightech.com;1110@hightech.com;1149@hightech.com,考勤相关
45,2017-11-30 09:32:26,smtp,10.64.106.10,2027,10.5.71.60,25,1499@hightech.com,accc08b2a10cf71b0171bad8c838c763@foxmail.com,新员工必读
46,2017-11-30 09:33:21,smtp,10.64.106.13,1859,10.5.71.60,25,1300@hightech.com,5f85dd1a3eade53e6d72ad0ce81d22bb@sina.com,录用通知（接受请回复邮件确认，谢谢！）
48,2017-11-30 09:35:22,smtp,118.192.64.194,50087,10.5.71.60,25,aaabf0d39951f3e6c3e8a7911df524c2@mail7.lietou-edm.com,1087@hightech.com,【销售经理/总监_武汉】何国栋_来自猎聘网的候选人
49,2017-11-30 09:35:54,smtp,10.64.106.43,2430,10.5.71.60,25,1363@hightech.com,1013@hightech.com;1104@hightech.com;1499@hightech.com;1371@hightech.com;1184@hightech.com;1251@hightech.com;1295@hightech.com;1312@hightech.com;1433@hightech.com;1165@hightech.com;1300@hightech.com;1378@hightech.com;1473@hightech.com;1118@hightech.com;1249@hightech.com;1110@hightech.com;1149@hightech.com,人员档案
50,2017-11-30 09:35:59,smtp,10.64.106.3,1989,10.5.71.60,25,1110@hightech.com,fab68fa8d108f8924651cbe165aed58a@sohu.com,公司简介
54,2017-11-30 09:38:22,smtp,163.177.72.176,2023,10.5.71.60,25,1f9f51333fd446f68c83ea0231c059be@qq.com,1295@hightech.com,个人资料
62,2017-11-30 09:41:59,smtp,10.64.106.9,2225,10.5.71.60,25,1184@hightech.com,72ba39602e30cbd7ae737705cfb37fe2@qq.com,公司简介
65,2017-11-30 09:44:06,smtp,10.64.106.14,2284,10.5.71.60,25,1118@hightech.com,308bbaaf48026a8b91ea9240198c1ca4@foxmail.com,新员工必读
91,2017-11-30 09:55:35,smtp,10.64.106.3,1992,10.5.71.60,25,1110@hightech.com,1013@hightech.com;1104@hightech.com;1499@hightech.com;1371@hightech.com;1184@hightech.com;1251@hightech.com;1295@hightech.com;1312@hightech.com;1433@hightech.com;1165@hightech.com;1300@hightech.com;1378@hightech.com;1473@hightech.com;1118@hightech.com;1363@hightech.com;1249@hightech.com;1149@hightech.com,劳动合同
97,2017-11-30 09:57:58,smtp,10.64.106.6,1874,10.5.71.60,25,1473@hightech.com,1013@hightech.com;1104@hightech.com;1499@hightech.com;1371@hightech.com;1184@hightech.com;1251@hightech.com;1295@hightech.com;1312@hightech.com;1433@hightech.com;1165@hightech.com;1300@hightech.com;1378@hightech.com;1118@hightech.com;1363@hightech.com;1249@hightech.com;1110@hightech.com;1149@hightech.com,劳动合同
107,2017-11-30 10:06:20,smtp,10.64.105.136,49214,10.5.71.60,25,1424@hightech.com,hr@hightech.com,Re:报名参加
110,2017-11-30 10:08:36,smtp,10.64.106.14,2274,10.5.71.60,25,1118@hightech.com,b3f946169c8acee50681c5b3111fc713@sohu.com,面试通知
131,2017-11-30 10:20:41,smtp,10.64.105.153,2066,10.5.71.60,25,1308@hightech.com,dd40c6c1ea8d4d72698503e6714e057c@foxmail.com,平台介绍
134,2017-11-30 10:20:44,smtp,10.64.106.32,2435,10.5.71.60,25,1371@hightech.com,b1be90ecc618935d4436e4bca5c15685@foxmail.com,面试通知
140,2017-11-30 10:21:10,smtp,10.64.106.15,2434,10.5.71.60,25,1249@hightech.com,1013@hightech.com;1104@hightech.com;1499@hightech.com;1371@hightech.com;1184@hightech.com;1251@hightech.com;1295@hightech.com;1312@hightech.com;1433@hightech.com;1165@hightech.com;1300@hightech.com;1378@hightech.com;1473@hightech.com;1118@hightech.com;1363@hightech.com;1110@hightech.com;1149@hightech.com,人员档案
143,2017-11-30 10:21:19,smtp,10.64.106.29,1787,10.5.71.60,25,1433@hightech.com,cc66d873f49518ba1c91938d8a2054e5@sohu.com,新员工必读
145,2017-11-30 10:21:25,smtp,10.64.105.32,49221,10.5.71.60,25,1333@hightech.com,hr@hightech.com,Re:报名参加
187,2017-11-30 10:25:24,smtp,163.177.72.176,1666,10.5.71.60,25,29b108f25f74d83416b8bf516e5aaa1c@qq.com,1118@hightech.com,简历
200,2017-11-30 10:26:09,smtp,10.64.106.38,1820,10.5.71.60,25,1295@hightech.com,e81ae9ae53046f8985193a9b7dfca210@sina.com,公司简介
256,2017-11-30 10:32:18,smtp,111.202.126.72,1795,10.5.71.60,25,11bb7be228beee56794dd1fb6d5de333@sohu.com,1251@hightech.com,个人简历
285,2017-11-30 10:34:46,smtp,10.64.106.10,1999,10.5.71.60,25,1499@hightech.com,af7706a19be08b03fe577cc15417527b@foxmail.com,面试通知
311,2017-11-30 10:36:47,smtp,10.64.105.169,2197,10.5.71.60,25,1403@hightech.com,5029fdbef687e0bdda877537bd670781@foxmail.com,平台介绍
351,2017-11-30 10:39:19,smtp,10.64.106.6,1867,10.5.71.60,25,1473@hightech.com,283663356ec658d531562eb0fef75052@foxmail.com,复试通知
357,2017-11-30 10:39:31,smtp,219.142.78.230,2388,10.5.71.60,25,44de44b2ffca3b2c90431862716ce72c@sina.com,1110@hightech.com,个人简历
360,2017-11-30 10:39:46,smtp,14.17.32.47,2139,10.5.71.60,25,5c6357906c745d171db0871e8180e5b1@foxmail.com,1371@hightech.com,个人资料
373,2017-11-30 10:40:33,smtp,10.64.106.3,1998,10.5.71.60,25,1110@hightech.com,15e90bf93b63e3fb7ae0d6eb5ce6ea9b@sina.com,复试通知
429,2017-11-30 10:44:10,smtp,111.202.126.72,1797,10.5.71.60,25,7876cf7caa5fb6571ac71d920349d315@sohu.com,1251@hightech.com,个人资料
453,2017-11-30 10:45:02,smtp,111.202.126.72,1744,10.5.71.60,25,832ac4efa3315fbeb02fb9be850f2cea@sohu.com,1110@hightech.com,个人简历
454,2017-11-30 10:45:07,smtp,14.17.32.47,2487,10.5.71.60,25,ee557011dce2dc0144d412a92206cc32@foxmail.com,1312@hightech.com,个人简历
461,2017-11-30 10:45:34,smtp,10.64.105.193,1790,10.5.71.60,25,1494@hightech.com,e4d6906c94e42f26024efe99ce64be62@sina.com,平台介绍
462,2017-11-30 10:45:59,smtp,118.192.64.194,37875,10.5.71.60,25,aaabf0d39951f3e6c3e8a7911df524c2@mail7.lietou-edm.com,1154@hightech.com,【税务筹划经理_北京】冯先森_来自猎聘网的候选人
472,2017-11-30 10:46:42,smtp,10.64.106.10,2016,10.5.71.60,25,1499@hightech.com,00ca2da8c0b8f45950cd7d59f624bb84@sina.com,新员工必读
480,2017-11-30 10:47:19,smtp,219.142.78.230,1747,10.5.71.60,25,3c3129c2c7ba4ff25f2f11ba8e614c6c@sina.com,1104@hightech.com,个人简历
488,2017-11-30 10:48:09,smtp,118.192.64.194,39412,10.5.71.60,25,aaabf0d39951f3e6c3e8a7911df524c2@mail7.lietou-edm.com,1087@hightech.com,【招聘经理/高级经理_北京】崔振宇_来自猎聘网的候选人
501,2017-11-30 10:48:41,smtp,118.192.64.194,39146,10.5.71.60,25,aaabf0d39951f3e6c3e8a7911df524c2@mail7.lietou-edm.com,1154@hightech.com,【运营专员（用户运营）_北京】高瑞迪_来自猎聘网的候选人
520,2017-11-30 10:51:40,smtp,10.64.105.199,49163,10.5.71.60,25,1169@hightech.com,hr@hightech.com,Re:报名参加
