,time,proto,sip,sport,dip,dport,from,to,subject
33,2017-11-08 09:24:43,smtp,10.64.105.29,1957,10.5.71.60,25,1451@hightech.com,1041@hightech.com;1368@hightech.com;1347@hightech.com;1255@hightech.com;1248@hightech.com;1327@hightech.com;1439@hightech.com;1137@hightech.com;1370@hightech.com;1467@hightech.com;1226@hightech.com;1369@hightech.com;1186@hightech.com;1213@hightech.com;1124@hightech.com;1431@hightech.com;1293@hightech.com;1253@hightech.com;1342@hightech.com;1498@hightech.com;1108@hightech.com;1180@hightech.com;1346@hightech.com,财务分析
34,2017-11-08 09:24:59,smtp,10.116.216.72,2080,10.5.71.60,25,ti@hightech.net,1060@hightech.com,互联网资产监控报警
37,2017-11-08 09:26:54,smtp,10.116.216.72,1629,10.5.71.60,25,ti@hightech.net,1060@hightech.com,互联网资产监控报警
38,2017-11-08 09:28:23,smtp,10.116.216.72,2083,10.5.71.60,25,ti@hightech.net,1060@hightech.com,互联网资产监控报警
39,2017-11-08 09:29:18,smtp,10.64.105.198,2127,10.5.71.60,25,1467@hightech.com,1041@hightech.com;1368@hightech.com;1347@hightech.com;1255@hightech.com;1248@hightech.com;1327@hightech.com;1439@hightech.com;1137@hightech.com;1370@hightech.com;1226@hightech.com;1369@hightech.com;1186@hightech.com;1213@hightech.com;1451@hightech.com;1124@hightech.com;1431@hightech.com;1293@hightech.com;1253@hightech.com;1342@hightech.com;1498@hightech.com;1108@hightech.com;1180@hightech.com;1346@hightech.com,成本控制
44,2017-11-08 09:31:43,smtp,10.64.105.83,2364,10.5.71.60,25,1431@hightech.com,1385@hightech.com,财务报账
49,2017-11-08 09:33:33,smtp,10.64.105.122,2319,10.5.71.60,25,1186@hightech.com,1041@hightech.com;1368@hightech.com;1347@hightech.com;1255@hightech.com;1248@hightech.com;1327@hightech.com;1439@hightech.com;1137@hightech.com;1370@hightech.com;1467@hightech.com;1226@hightech.com;1369@hightech.com;1213@hightech.com;1451@hightech.com;1124@hightech.com;1431@hightech.com;1293@hightech.com;1253@hightech.com;1342@hightech.com;1498@hightech.com;1108@hightech.com;1180@hightech.com;1346@hightech.com,成本控制
53,2017-11-08 09:34:55,smtp,10.116.216.72,1752,10.5.71.60,25,ti@hightech.net,1060@hightech.com,互联网资产监控报警
57,2017-11-08 09:36:06,smtp,10.116.216.72,1609,10.5.71.60,25,ti@hightech.net,1060@hightech.com,互联网资产监控报警
60,2017-11-08 09:39:52,smtp,10.116.216.72,2169,10.5.71.60,25,ti@hightech.net,1060@hightech.com,互联网资产监控报警
