,time,proto,sip,sport,dip,dport,from,to,subject
31,2017-11-17 09:23:31,smtp,111.202.126.72,2164,10.5.71.60,25,a910464a5c85c9a43a053a46efce8e50@sohu.com,1110@hightech.com,个人资料
36,2017-11-17 09:28:28,smtp,10.64.106.15,2689,10.5.71.60,25,1249@hightech.com,54113b600e4f22f567bda0ad38981b80@qq.com,复试通知
38,2017-11-17 09:29:01,smtp,10.64.106.9,2008,10.5.71.60,25,1184@hightech.com,6b7644e3cb1d2ba9e8940a748d70114a@qq.com,公司简介
49,2017-11-17 09:35:47,smtp,111.202.126.72,2333,10.5.71.60,25,3249d9d71164f3dd10b53099950b0cd3@sohu.com,1110@hightech.com,个人资料
58,2017-11-17 09:40:19,smtp,10.64.106.42,1829,10.5.71.60,25,1251@hightech.com,3ec54b9f2ac044e4b19bc4f31b382528@sina.com,复试通知
62,2017-11-17 09:41:28,smtp,10.64.106.43,2197,10.5.71.60,25,1363@hightech.com,f49d1fbdb07a4c5279f27ba1e09e7213@qq.com,面试通知
74,2017-11-17 09:48:34,smtp,118.192.64.194,54738,10.5.71.60,25,aaabf0d39951f3e6c3e8a7911df524c2@mail7.lietou-edm.com,1092@hightech.com,【销售经理/总监_合肥】彭慧斌_来自猎聘网的候选人
82,2017-11-17 09:51:07,smtp,10.64.106.29,2008,10.5.71.60,25,1433@hightech.com,1013@hightech.com;1104@hightech.com;1499@hightech.com;1371@hightech.com;1184@hightech.com;1251@hightech.com;1295@hightech.com;1312@hightech.com;1165@hightech.com;1300@hightech.com;1378@hightech.com;1473@hightech.com;1118@hightech.com;1363@hightech.com;1249@hightech.com;1110@hightech.com;1149@hightech.com,考勤相关
96,2017-11-17 09:55:27,smtp,219.142.78.230,1731,10.5.71.60,25,4a6aab55e55b3d5018983769a91e7a5c@sina.com,1184@hightech.com,个人资料
99,2017-11-17 09:55:48,smtp,10.64.106.10,1736,10.5.71.60,25,1499@hightech.com,1d3289b54655b2114a1900d0deda65fc@sohu.com,面试通知
105,2017-11-17 10:00:00,smtp,10.1.4.17,12618,10.5.71.60,25,school@hightech.com,allstaff@hightech.com,培训邀请
107,2017-11-17 10:07:08,smtp,10.64.106.9,2009,10.5.71.60,25,1184@hightech.com,1013@hightech.com;1104@hightech.com;1499@hightech.com;1371@hightech.com;1251@hightech.com;1295@hightech.com;1312@hightech.com;1433@hightech.com;1165@hightech.com;1300@hightech.com;1378@hightech.com;1473@hightech.com;1118@hightech.com;1363@hightech.com;1249@hightech.com;1110@hightech.com;1149@hightech.com,招聘信息总结
108,2017-11-17 10:07:27,smtp,10.64.106.29,2024,10.5.71.60,25,1433@hightech.com,4aea70097ec9d71c1529d0e25e682b29@foxmail.com,新员工必读
116,2017-11-17 10:14:27,smtp,219.142.78.230,2621,10.5.71.60,25,43e72c4f586d91a791b077e3c503a3db@sina.com,1251@hightech.com,简历
117,2017-11-17 10:14:45,smtp,10.64.106.43,2199,10.5.71.60,25,1363@hightech.com,40bd2edd127dca51fa00457130be9f85@sohu.com,复试通知
120,2017-11-17 10:15:27,smtp,10.64.106.13,1723,10.5.71.60,25,1300@hightech.com,56c25149078948cde005153e5f709623@sohu.com,公司简介
163,2017-11-17 10:24:12,smtp,118.192.64.194,38761,10.5.71.60,25,aaabf0d39951f3e6c3e8a7911df524c2@mail7.lietou-edm.com,1057@hightech.com,【销售经理/总监_长沙】王坤_来自猎聘网的候选人
173,2017-11-17 10:24:42,smtp,10.64.106.29,2007,10.5.71.60,25,1433@hightech.com,a815a97a93982d505925cf3ef319afff@sohu.com,公司简介
187,2017-11-17 10:26:16,smtp,14.17.32.47,1551,10.5.71.60,25,62037260a8558da508330c1a609a8cdb@foxmail.com,1067@hightech.com,介绍
193,2017-11-17 10:26:49,smtp,118.192.64.194,36991,10.5.71.60,25,aaabf0d39951f3e6c3e8a7911df524c2@mail7.lietou-edm.com,1199@hightech.com,【销售经理/总监_西安】庄妍_来自猎聘网的候选人
218,2017-11-17 10:29:19,smtp,114.80.130.60,4013,10.5.71.60,25,liming@56.com,1487@hightech.com,有7位HR查看了您的简历
240,2017-11-17 10:31:16,smtp,10.64.106.7,2399,10.5.71.60,25,1378@hightech.com,d2b2041574208ddcffe519fc74c80a05@qq.com,复试通知
241,2017-11-17 10:31:22,smtp,14.17.32.47,2708,10.5.71.60,25,4891388a81bcfe0737df618ab330214f@foxmail.com,1363@hightech.com,个人资料
249,2017-11-17 10:32:33,smtp,14.17.32.47,2296,10.5.71.60,25,3ffeb44220130b339943ff30ab0fffe7@foxmail.com,1149@hightech.com,个人资料
267,2017-11-17 10:34:02,smtp,118.192.64.194,59336,10.5.71.60,25,aaabf0d39951f3e6c3e8a7911df524c2@mail7.lietou-edm.com,1057@hightech.com,【营销市场经理_北京】王华_来自猎聘网的候选人
271,2017-11-17 10:34:11,smtp,163.177.72.176,2282,10.5.71.60,25,dd5293ac6ef2a10b6537fdececc70255@qq.com,1499@hightech.com,个人简历
287,2017-11-17 10:34:56,smtp,163.177.72.176,2431,10.5.71.60,25,54e47e1ef168f1c9d9ad55486d80979d@qq.com,1371@hightech.com,个人资料
303,2017-11-17 10:35:41,smtp,10.64.106.13,1720,10.5.71.60,25,1300@hightech.com,e60d5de0ac99e2a55f8f96b4ae4c31ea@sina.com,面试通知
315,2017-11-17 10:36:44,smtp,14.17.32.47,2447,10.5.71.60,25,b62b0bc95a383c14352a938a87c3fec3@foxmail.com,1378@hightech.com,个人简历
318,2017-11-17 10:36:49,smtp,10.64.106.5,2179,10.5.71.60,25,1165@hightech.com,399c20d80b9127a02924b58cea1ea093@sina.com,录用通知（接受请回复邮件确认，谢谢！）
325,2017-11-17 10:37:52,smtp,10.64.105.54,2283,10.5.71.60,25,1257@hightech.com,8d6e3e6cc41730d47d2a148a815cfcc8@foxmail.com,平台介绍
334,2017-11-17 10:38:40,smtp,10.64.106.42,1844,10.5.71.60,25,1251@hightech.com,cc46d3ca43d59c35d38895c5f739a8ed@foxmail.com,公司简介
399,2017-11-17 10:43:07,smtp,10.64.106.10,1737,10.5.71.60,25,1499@hightech.com,c2ca4ef3158933ace22029402b665e63@foxmail.com,复试通知
448,2017-11-17 10:45:47,smtp,118.192.64.194,42045,10.5.71.60,25,aaabf0d39951f3e6c3e8a7911df524c2@mail7.lietou-edm.com,1096@hightech.com,【销售经理/总监_郑州】尚峰_来自猎聘网的候选人
474,2017-11-17 10:47:18,smtp,10.64.106.8,1831,10.5.71.60,25,1312@hightech.com,8292a4f43880835c9b43c8a40d7b8163@qq.com,新员工必读
489,2017-11-17 10:48:10,smtp,111.202.126.72,2282,10.5.71.60,25,9ad5e1c82d1b0f67198bf0bcc73d19a4@sohu.com,1371@hightech.com,个人资料
491,2017-11-17 10:48:15,smtp,219.142.78.230,2015,10.5.71.60,25,40f2a097d2d0e23572829020de606897@sina.com,1433@hightech.com,个人资料
520,2017-11-17 10:49:41,smtp,219.142.78.230,1706,10.5.71.60,25,f1d98b2eb5bf3ad2c0ca469cecb9adf2@sina.com,1363@hightech.com,个人简历
544,2017-11-17 10:56:23,smtp,111.202.126.72,1745,10.5.71.60,25,e1021c360b872714ebce53cb9cad9ea8@sohu.com,1473@hightech.com,简历
581,2017-11-17 11:06:17,smtp,10.64.106.17,1556,10.5.71.60,25,1275@hightech.com,ea7fb301ea6d8cf39853ca7f5c216235@qq.com,平台介绍
