,time,proto,sip,sport,dip,dport,from,to,subject
25,2017-11-09 09:21:59,smtp,10.64.106.16,2241,10.5.71.60,25,1347@hightech.com,1389@hightech.com,财务报账
28,2017-11-09 09:23:38,smtp,10.116.216.72,1937,10.5.71.60,25,ti@hightech.net,1060@hightech.com,互联网资产监控报警
29,2017-11-09 09:23:46,smtp,10.64.105.198,2223,10.5.71.60,25,1467@hightech.com,1313@hightech.com,财务报账
36,2017-11-09 09:29:07,smtp,10.116.216.72,1944,10.5.71.60,25,ti@hightech.net,1060@hightech.com,互联网资产监控报警
46,2017-11-09 09:32:55,smtp,10.116.216.72,1815,10.5.71.60,25,ti@hightech.net,1060@hightech.com,互联网资产监控报警
48,2017-11-09 09:36:18,smtp,10.116.216.72,2218,10.5.71.60,25,ti@hightech.net,1060@hightech.com,互联网资产监控报警
52,2017-11-09 09:36:41,smtp,10.116.216.72,1991,10.5.71.60,25,ti@hightech.net,1060@hightech.com,互联网资产监控报警
54,2017-11-09 09:37:42,smtp,10.116.216.72,1761,10.5.71.60,25,ti@hightech.net,1060@hightech.com,互联网资产监控报警
55,2017-11-09 09:39:20,smtp,10.64.105.205,1626,10.5.71.60,25,1255@hightech.com,777515cc6258a3af598e88c268b783cb@sohu.com,财务
56,2017-11-09 09:39:32,smtp,10.116.216.72,1746,10.5.71.60,25,ti@hightech.net,1060@hightech.com,互联网资产监控报警
62,2017-11-09 09:42:12,smtp,163.177.72.176,2273,10.5.71.60,25,fa0edfd8449a83b660c19caae90961c4@qq.com,1342@hightech.com,财务
64,2017-11-09 09:43:15,smtp,10.64.105.88,1931,10.5.71.60,25,1368@hightech.com,1473@hightech.com,财务报账
66,2017-11-09 09:43:31,smtp,10.64.105.122,1601,10.5.71.60,25,1186@hightech.com,1265@hightech.com,财务报账
67,2017-11-09 09:44:10,smtp,10.116.216.72,1543,10.5.71.60,25,ti@hightech.net,1060@hightech.com,互联网资产监控报警
68,2017-11-09 09:44:13,smtp,14.17.32.47,2370,10.5.71.60,25,443005bf0bd93bdb44075fc4ea496b0c@foxmail.com,1293@hightech.com,财务
70,2017-11-09 09:44:31,smtp,10.116.216.72,2311,10.5.71.60,25,ti@hightech.net,1060@hightech.com,互联网资产监控报警
72,2017-11-09 09:45:37,smtp,10.64.105.81,2426,10.5.71.60,25,1327@hightech.com,1041@hightech.com;1368@hightech.com;1347@hightech.com;1255@hightech.com;1248@hightech.com;1439@hightech.com;1137@hightech.com;1370@hightech.com;1467@hightech.com;1226@hightech.com;1369@hightech.com;1186@hightech.com;1213@hightech.com;1451@hightech.com;1124@hightech.com;1431@hightech.com;1293@hightech.com;1253@hightech.com;1342@hightech.com;1498@hightech.com;1108@hightech.com;1180@hightech.com;1346@hightech.com,会计核算
73,2017-11-09 09:45:39,smtp,10.116.216.72,1800,10.5.71.60,25,ti@hightech.net,1060@hightech.com,互联网资产监控报警
75,2017-11-09 09:46:39,smtp,10.64.105.243,2271,10.5.71.60,25,1369@hightech.com,1041@hightech.com;1368@hightech.com;1347@hightech.com;1255@hightech.com;1248@hightech.com;1327@hightech.com;1439@hightech.com;1137@hightech.com;1370@hightech.com;1467@hightech.com;1226@hightech.com;1186@hightech.com;1213@hightech.com;1451@hightech.com;1124@hightech.com;1431@hightech.com;1293@hightech.com;1253@hightech.com;1342@hightech.com;1498@hightech.com;1108@hightech.com;1180@hightech.com;1346@hightech.com,资金
80,2017-11-09 09:49:12,smtp,10.64.106.16,2241,10.5.71.60,25,1347@hightech.com,1041@hightech.com;1368@hightech.com;1255@hightech.com;1248@hightech.com;1327@hightech.com;1439@hightech.com;1137@hightech.com;1370@hightech.com;1467@hightech.com;1226@hightech.com;1369@hightech.com;1186@hightech.com;1213@hightech.com;1451@hightech.com;1124@hightech.com;1431@hightech.com;1293@hightech.com;1253@hightech.com;1342@hightech.com;1498@hightech.com;1108@hightech.com;1180@hightech.com;1346@hightech.com,资金
82,2017-11-09 09:49:59,smtp,10.116.216.72,2522,10.5.71.60,25,ti@hightech.net,1060@hightech.com,互联网资产监控报警
83,2017-11-09 09:50:40,smtp,10.64.105.235,2327,10.5.71.60,25,1498@hightech.com,1246@hightech.com,财务报账
99,2017-11-09 09:56:12,smtp,10.64.105.225,1753,10.5.71.60,25,1370@hightech.com,1041@hightech.com;1368@hightech.com;1347@hightech.com;1255@hightech.com;1248@hightech.com;1327@hightech.com;1439@hightech.com;1137@hightech.com;1467@hightech.com;1226@hightech.com;1369@hightech.com;1186@hightech.com;1213@hightech.com;1451@hightech.com;1124@hightech.com;1431@hightech.com;1293@hightech.com;1253@hightech.com;1342@hightech.com;1498@hightech.com;1108@hightech.com;1180@hightech.com;1346@hightech.com,会计核算
100,2017-11-09 09:56:15,smtp,10.64.105.205,1626,10.5.71.60,25,1255@hightech.com,1041@hightech.com;1368@hightech.com;1347@hightech.com;1248@hightech.com;1327@hightech.com;1439@hightech.com;1137@hightech.com;1370@hightech.com;1467@hightech.com;1226@hightech.com;1369@hightech.com;1186@hightech.com;1213@hightech.com;1451@hightech.com;1124@hightech.com;1431@hightech.com;1293@hightech.com;1253@hightech.com;1342@hightech.com;1498@hightech.com;1108@hightech.com;1180@hightech.com;1346@hightech.com,资金
101,2017-11-09 09:56:22,smtp,10.64.105.81,2422,10.5.71.60,25,1327@hightech.com,1041@hightech.com;1368@hightech.com;1347@hightech.com;1255@hightech.com;1248@hightech.com;1439@hightech.com;1137@hightech.com;1370@hightech.com;1467@hightech.com;1226@hightech.com;1369@hightech.com;1186@hightech.com;1213@hightech.com;1451@hightech.com;1124@hightech.com;1431@hightech.com;1293@hightech.com;1253@hightech.com;1342@hightech.com;1498@hightech.com;1108@hightech.com;1180@hightech.com;1346@hightech.com,财务分析
102,2017-11-09 09:57:45,smtp,10.116.216.72,1595,10.5.71.60,25,ti@hightech.net,1060@hightech.com,互联网资产监控报警
106,2017-11-09 09:58:16,smtp,10.116.216.72,2491,10.5.71.60,25,ti@hightech.net,1060@hightech.com,互联网资产监控报警
111,2017-11-09 09:59:59,smtp,10.116.216.72,2140,10.5.71.60,25,ti@hightech.net,1060@hightech.com,互联网资产监控报警
115,2017-11-09 10:06:20,smtp,10.116.216.72,2049,10.5.71.60,25,ti@hightech.net,1060@hightech.com,互联网资产监控报警
116,2017-11-09 10:07:49,smtp,10.116.216.72,2386,10.5.71.60,25,ti@hightech.net,1060@hightech.com,互联网资产监控报警
117,2017-11-09 10:10:35,smtp,10.64.105.15,1765,10.5.71.60,25,1253@hightech.com,1041@hightech.com;1368@hightech.com;1347@hightech.com;1255@hightech.com;1248@hightech.com;1327@hightech.com;1439@hightech.com;1137@hightech.com;1370@hightech.com;1467@hightech.com;1226@hightech.com;1369@hightech.com;1186@hightech.com;1213@hightech.com;1451@hightech.com;1124@hightech.com;1431@hightech.com;1293@hightech.com;1342@hightech.com;1498@hightech.com;1108@hightech.com;1180@hightech.com;1346@hightech.com,财务分析
119,2017-11-09 10:13:14,smtp,10.116.216.72,2278,10.5.71.60,25,ti@hightech.net,1060@hightech.com,互联网资产监控报警
121,2017-11-09 10:14:07,smtp,10.116.216.72,2412,10.5.71.60,25,ti@hightech.net,1060@hightech.com,互联网资产监控报警
123,2017-11-09 10:15:36,smtp,10.64.105.15,1784,10.5.71.60,25,1253@hightech.com,1378@hightech.com,财务报账
125,2017-11-09 10:17:01,smtp,10.64.106.23,1956,10.5.71.60,25,1248@hightech.com,1041@hightech.com;1368@hightech.com;1347@hightech.com;1255@hightech.com;1327@hightech.com;1439@hightech.com;1137@hightech.com;1370@hightech.com;1467@hightech.com;1226@hightech.com;1369@hightech.com;1186@hightech.com;1213@hightech.com;1451@hightech.com;1124@hightech.com;1431@hightech.com;1293@hightech.com;1253@hightech.com;1342@hightech.com;1498@hightech.com;1108@hightech.com;1180@hightech.com;1346@hightech.com,资金
127,2017-11-09 10:17:25,smtp,10.64.105.235,2304,10.5.71.60,25,1498@hightech.com,1041@hightech.com;1368@hightech.com;1347@hightech.com;1255@hightech.com;1248@hightech.com;1327@hightech.com;1439@hightech.com;1137@hightech.com;1370@hightech.com;1467@hightech.com;1226@hightech.com;1369@hightech.com;1186@hightech.com;1213@hightech.com;1451@hightech.com;1124@hightech.com;1431@hightech.com;1293@hightech.com;1253@hightech.com;1342@hightech.com;1108@hightech.com;1180@hightech.com;1346@hightech.com,成本控制
156,2017-11-09 10:23:00,smtp,10.116.216.72,1678,10.5.71.60,25,ti@hightech.net,1060@hightech.com,互联网资产监控报警
165,2017-11-09 10:24:22,smtp,10.116.216.72,2370,10.5.71.60,25,ti@hightech.net,1060@hightech.com,互联网资产监控报警
168,2017-11-09 10:24:25,smtp,10.64.105.188,2311,10.5.71.60,25,1234@hightech.com,1213@hightech.com,财务报账
169,2017-11-09 10:24:25,smtp,10.64.105.215,1782,10.5.71.60,25,1346@hightech.com,1041@hightech.com;1368@hightech.com;1347@hightech.com;1255@hightech.com;1248@hightech.com;1327@hightech.com;1439@hightech.com;1137@hightech.com;1370@hightech.com;1467@hightech.com;1226@hightech.com;1369@hightech.com;1186@hightech.com;1213@hightech.com;1451@hightech.com;1124@hightech.com;1431@hightech.com;1293@hightech.com;1253@hightech.com;1342@hightech.com;1498@hightech.com;1108@hightech.com;1180@hightech.com,资金
176,2017-11-09 10:25:05,smtp,10.116.216.72,2327,10.5.71.60,25,ti@hightech.net,1060@hightech.com,互联网资产监控报警
182,2017-11-09 10:25:55,smtp,10.116.216.72,1939,10.5.71.60,25,ti@hightech.net,1060@hightech.com,互联网资产监控报警
193,2017-11-09 10:26:25,smtp,10.116.216.72,1817,10.5.71.60,25,ti@hightech.net,1060@hightech.com,互联网资产监控报警
205,2017-11-09 10:27:55,smtp,10.116.216.72,2330,10.5.71.60,25,ti@hightech.net,1060@hightech.com,互联网资产监控报警
206,2017-11-09 10:28:19,smtp,10.64.105.43,1924,10.5.71.60,25,1124@hightech.com,1041@hightech.com;1368@hightech.com;1347@hightech.com;1255@hightech.com;1248@hightech.com;1327@hightech.com;1439@hightech.com;1137@hightech.com;1370@hightech.com;1467@hightech.com;1226@hightech.com;1369@hightech.com;1186@hightech.com;1213@hightech.com;1451@hightech.com;1431@hightech.com;1293@hightech.com;1253@hightech.com;1342@hightech.com;1498@hightech.com;1108@hightech.com;1180@hightech.com;1346@hightech.com,会计核算
221,2017-11-09 10:30:09,smtp,10.116.216.72,2516,10.5.71.60,25,ti@hightech.net,1060@hightech.com,互联网资产监控报警
237,2017-11-09 10:32:18,smtp,10.64.105.225,1755,10.5.71.60,25,1370@hightech.com,1041@hightech.com;1368@hightech.com;1347@hightech.com;1255@hightech.com;1248@hightech.com;1327@hightech.com;1439@hightech.com;1137@hightech.com;1467@hightech.com;1226@hightech.com;1369@hightech.com;1186@hightech.com;1213@hightech.com;1451@hightech.com;1124@hightech.com;1431@hightech.com;1293@hightech.com;1253@hightech.com;1342@hightech.com;1498@hightech.com;1108@hightech.com;1180@hightech.com;1346@hightech.com,资金
241,2017-11-09 10:33:17,smtp,10.116.216.72,2242,10.5.71.60,25,ti@hightech.net,1060@hightech.com,互联网资产监控报警
246,2017-11-09 10:33:35,smtp,10.116.216.72,2065,10.5.71.60,25,ti@hightech.net,1060@hightech.com,互联网资产监控报警
257,2017-11-09 10:34:08,smtp,10.116.216.72,2496,10.5.71.60,25,ti@hightech.net,1060@hightech.com,互联网资产监控报警
258,2017-11-09 10:34:09,smtp,163.177.72.176,1922,10.5.71.60,25,449e53e71af61191db72b288fdd6565f@qq.com,1370@hightech.com,财务
260,2017-11-09 10:34:13,smtp,10.116.216.72,2354,10.5.71.60,25,ti@hightech.net,1060@hightech.com,互联网资产监控报警
267,2017-11-09 10:34:37,smtp,10.116.216.72,1935,10.5.71.60,25,ti@hightech.net,1060@hightech.com,互联网资产监控报警
268,2017-11-09 10:34:37,smtp,10.116.216.72,2190,10.5.71.60,25,ti@hightech.net,1060@hightech.com,互联网资产监控报警
278,2017-11-09 10:35:06,smtp,10.116.216.72,2491,10.5.71.60,25,ti@hightech.net,1060@hightech.com,互联网资产监控报警
279,2017-11-09 10:35:11,smtp,10.116.216.72,1862,10.5.71.60,25,ti@hightech.net,1060@hightech.com,互联网资产监控报警
283,2017-11-09 10:35:24,smtp,10.116.216.72,2413,10.5.71.60,25,ti@hightech.net,1060@hightech.com,互联网资产监控报警
291,2017-11-09 10:36:04,smtp,10.116.216.72,1947,10.5.71.60,25,ti@hightech.net,1060@hightech.com,互联网资产监控报警
299,2017-11-09 10:36:24,smtp,10.116.216.72,2548,10.5.71.60,25,ti@hightech.net,1060@hightech.com,互联网资产监控报警
315,2017-11-09 10:37:35,smtp,10.116.216.72,1839,10.5.71.60,25,ti@hightech.net,1060@hightech.com,互联网资产监控报警
316,2017-11-09 10:37:37,smtp,10.116.216.72,1988,10.5.71.60,25,ti@hightech.net,1060@hightech.com,互联网资产监控报警
318,2017-11-09 10:37:52,smtp,219.142.78.230,1711,10.5.71.60,25,83d5847e7dcafbe3f0aa78eab781de36@sina.com,1498@hightech.com,财务
320,2017-11-09 10:37:54,smtp,10.116.216.72,1595,10.5.71.60,25,ti@hightech.net,1060@hightech.com,互联网资产监控报警
327,2017-11-09 10:38:08,smtp,10.116.216.72,2126,10.5.71.60,25,ti@hightech.net,1060@hightech.com,互联网资产监控报警
329,2017-11-09 10:38:14,smtp,10.116.216.72,2241,10.5.71.60,25,ti@hightech.net,1060@hightech.com,互联网资产监控报警
351,2017-11-09 10:39:24,smtp,10.116.216.72,1627,10.5.71.60,25,ti@hightech.net,1060@hightech.com,互联网资产监控报警
358,2017-11-09 10:39:52,smtp,10.116.216.72,1728,10.5.71.60,25,ti@hightech.net,1060@hightech.com,互联网资产监控报警
359,2017-11-09 10:39:57,smtp,10.116.216.72,2432,10.5.71.60,25,ti@hightech.net,1060@hightech.com,互联网资产监控报警
364,2017-11-09 10:40:31,smtp,10.116.216.72,2398,10.5.71.60,25,ti@hightech.net,1060@hightech.com,互联网资产监控报警
373,2017-11-09 10:41:11,smtp,10.116.216.72,1535,10.5.71.60,25,ti@hightech.net,1060@hightech.com,互联网资产监控报警
380,2017-11-09 10:41:42,smtp,10.116.216.72,2387,10.5.71.60,25,ti@hightech.net,1060@hightech.com,互联网资产监控报警
386,2017-11-09 10:42:03,smtp,10.116.216.72,1705,10.5.71.60,25,ti@hightech.net,1060@hightech.com,互联网资产监控报警
387,2017-11-09 10:42:03,smtp,163.177.72.176,2563,10.5.71.60,25,79e35cf078f465a457cfd619514d5c07@qq.com,1370@hightech.com,财务
388,2017-11-09 10:42:14,smtp,10.116.216.72,2363,10.5.71.60,25,ti@hightech.net,1060@hightech.com,互联网资产监控报警
402,2017-11-09 10:43:07,smtp,10.116.216.72,2202,10.5.71.60,25,ti@hightech.net,1060@hightech.com,互联网资产监控报警
404,2017-11-09 10:43:09,smtp,10.64.105.227,1971,10.5.71.60,25,1246@hightech.com,1226@hightech.com,财务报账
412,2017-11-09 10:43:39,smtp,10.116.216.72,2413,10.5.71.60,25,ti@hightech.net,1060@hightech.com,互联网资产监控报警
415,2017-11-09 10:43:50,smtp,10.116.216.72,1835,10.5.71.60,25,ti@hightech.net,1060@hightech.com,互联网资产监控报警
417,2017-11-09 10:44:00,smtp,10.64.105.164,1823,10.5.71.60,25,1167@hightech.com,1186@hightech.com,财务报账
418,2017-11-09 10:44:02,smtp,10.116.216.72,2262,10.5.71.60,25,ti@hightech.net,1060@hightech.com,互联网资产监控报警
421,2017-11-09 10:44:10,smtp,10.64.105.83,2411,10.5.71.60,25,1431@hightech.com,1041@hightech.com;1368@hightech.com;1347@hightech.com;1255@hightech.com;1248@hightech.com;1327@hightech.com;1439@hightech.com;1137@hightech.com;1370@hightech.com;1467@hightech.com;1226@hightech.com;1369@hightech.com;1186@hightech.com;1213@hightech.com;1451@hightech.com;1124@hightech.com;1293@hightech.com;1253@hightech.com;1342@hightech.com;1498@hightech.com;1108@hightech.com;1180@hightech.com;1346@hightech.com,财务分析
427,2017-11-09 10:44:33,smtp,10.116.216.72,1872,10.5.71.60,25,ti@hightech.net,1060@hightech.com,互联网资产监控报警
