,time,proto,sip,sport,dip,dport,from,to,subject
26,2017-11-15 09:23:59,smtp,10.64.106.13,2541,10.5.71.60,25,1300@hightech.com,e1b48265b06900c248424a72a7505401@qq.com,公司简介
30,2017-11-15 09:26:22,smtp,10.64.106.7,2244,10.5.71.60,25,1378@hightech.com,1348ed56a36d2bf680e7f653b7b6cd2a@foxmail.com,新员工必读
34,2017-11-15 09:33:28,smtp,10.64.106.32,2257,10.5.71.60,25,1371@hightech.com,d1d11a73a7933901effb294d8f126dc3@sohu.com,面试通知
36,2017-11-15 09:35:01,smtp,10.64.106.13,2532,10.5.71.60,25,1300@hightech.com,a5b0cd0fae242bd56ab0181284383d69@qq.com,公司简介
52,2017-11-15 09:42:26,smtp,10.64.106.3,2017,10.5.71.60,25,1110@hightech.com,e50040b02a00c3f4a5a485ad5615c157@qq.com,公司简介
57,2017-11-15 09:45:20,smtp,14.17.32.47,2201,10.5.71.60,25,5612454a0a1044171281f03c1fc6cea7@foxmail.com,1371@hightech.com,个人简历
62,2017-11-15 09:46:55,smtp,10.64.106.42,2464,10.5.71.60,25,1251@hightech.com,1013@hightech.com;1104@hightech.com;1499@hightech.com;1371@hightech.com;1184@hightech.com;1295@hightech.com;1312@hightech.com;1433@hightech.com;1165@hightech.com;1300@hightech.com;1378@hightech.com;1473@hightech.com;1118@hightech.com;1363@hightech.com;1249@hightech.com;1110@hightech.com;1149@hightech.com,岗位说明书
73,2017-11-15 09:50:00,smtp,163.177.72.176,2582,10.5.71.60,25,e8cc325a19435e8c959e482e3cd2e884@qq.com,1118@hightech.com,个人资料
82,2017-11-15 09:53:25,smtp,10.64.106.9,1710,10.5.71.60,25,1184@hightech.com,7f406ca34dc3bee5da2fbe68bcbe21c8@sina.com,复试通知
94,2017-11-15 09:58:36,smtp,219.142.78.230,1580,10.5.71.60,25,a7f232a5d943cdf34264e4504b9fb2dc@sina.com,1110@hightech.com,个人简历
100,2017-11-15 10:14:38,smtp,10.64.106.6,2220,10.5.71.60,25,1473@hightech.com,22ca37151e6bc65d9028cd3a16fe1ca9@qq.com,复试通知
