,time,proto,sip,sport,dip,dport,from,to,subject
24,2017-11-15 09:21:00,smtp,10.116.216.72,2288,10.5.71.60,25,ti@hightech.net,1060@hightech.com,互联网资产监控报警
25,2017-11-15 09:21:11,smtp,10.116.216.72,2234,10.5.71.60,25,ti@hightech.net,1060@hightech.com,互联网资产监控报警
27,2017-11-15 09:24:01,smtp,10.64.105.43,1639,10.5.71.60,25,1124@hightech.com,1041@hightech.com;1368@hightech.com;1347@hightech.com;1255@hightech.com;1248@hightech.com;1327@hightech.com;1439@hightech.com;1137@hightech.com;1370@hightech.com;1467@hightech.com;1226@hightech.com;1369@hightech.com;1186@hightech.com;1213@hightech.com;1451@hightech.com;1431@hightech.com;1293@hightech.com;1253@hightech.com;1342@hightech.com;1498@hightech.com;1108@hightech.com;1180@hightech.com;1346@hightech.com,资金
37,2017-11-15 09:35:45,smtp,10.64.105.83,2166,10.5.71.60,25,1431@hightech.com,1041@hightech.com;1368@hightech.com;1347@hightech.com;1255@hightech.com;1248@hightech.com;1327@hightech.com;1439@hightech.com;1137@hightech.com;1370@hightech.com;1467@hightech.com;1226@hightech.com;1369@hightech.com;1186@hightech.com;1213@hightech.com;1451@hightech.com;1124@hightech.com;1293@hightech.com;1253@hightech.com;1342@hightech.com;1498@hightech.com;1108@hightech.com;1180@hightech.com;1346@hightech.com,财务分析
40,2017-11-15 09:36:13,smtp,10.116.216.72,2052,10.5.71.60,25,ti@hightech.net,1060@hightech.com,互联网资产监控报警
41,2017-11-15 09:36:17,smtp,10.116.216.72,2134,10.5.71.60,25,ti@hightech.net,1060@hightech.com,互联网资产监控报警
44,2017-11-15 09:36:58,smtp,10.116.216.72,2327,10.5.71.60,25,ti@hightech.net,1060@hightech.com,互联网资产监控报警
46,2017-11-15 09:37:42,smtp,10.116.216.72,2154,10.5.71.60,25,ti@hightech.net,1060@hightech.com,互联网资产监控报警
48,2017-11-15 09:39:22,smtp,10.64.105.90,2302,10.5.71.60,25,1226@hightech.com,1300@hightech.com,财务报账
51,2017-11-15 09:41:43,smtp,10.64.105.205,2113,10.5.71.60,25,1255@hightech.com,1489@hightech.com,财务报账
53,2017-11-15 09:42:56,smtp,10.64.105.231,2175,10.5.71.60,25,1213@hightech.com,1041@hightech.com;1368@hightech.com;1347@hightech.com;1255@hightech.com;1248@hightech.com;1327@hightech.com;1439@hightech.com;1137@hightech.com;1370@hightech.com;1467@hightech.com;1226@hightech.com;1369@hightech.com;1186@hightech.com;1451@hightech.com;1124@hightech.com;1431@hightech.com;1293@hightech.com;1253@hightech.com;1342@hightech.com;1498@hightech.com;1108@hightech.com;1180@hightech.com;1346@hightech.com,财务分析
54,2017-11-15 09:43:17,smtp,10.64.105.8,2155,10.5.71.60,25,1108@hightech.com,1041@hightech.com;1368@hightech.com;1347@hightech.com;1255@hightech.com;1248@hightech.com;1327@hightech.com;1439@hightech.com;1137@hightech.com;1370@hightech.com;1467@hightech.com;1226@hightech.com;1369@hightech.com;1186@hightech.com;1213@hightech.com;1451@hightech.com;1124@hightech.com;1431@hightech.com;1293@hightech.com;1253@hightech.com;1342@hightech.com;1498@hightech.com;1180@hightech.com;1346@hightech.com,资金
56,2017-11-15 09:44:32,smtp,10.116.216.72,2177,10.5.71.60,25,ti@hightech.net,1060@hightech.com,互联网资产监控报警
87,2017-11-15 09:54:43,smtp,10.116.216.72,2557,10.5.71.60,25,ti@hightech.net,1060@hightech.com,互联网资产监控报警
90,2017-11-15 09:57:16,smtp,10.116.216.72,1650,10.5.71.60,25,ti@hightech.net,1060@hightech.com,互联网资产监控报警
92,2017-11-15 09:57:55,smtp,10.64.105.205,2135,10.5.71.60,25,1255@hightech.com,1459@hightech.com,财务报账
95,2017-11-15 10:07:42,smtp,10.64.105.122,2068,10.5.71.60,25,1186@hightech.com,1041@hightech.com;1368@hightech.com;1347@hightech.com;1255@hightech.com;1248@hightech.com;1327@hightech.com;1439@hightech.com;1137@hightech.com;1370@hightech.com;1467@hightech.com;1226@hightech.com;1369@hightech.com;1213@hightech.com;1451@hightech.com;1124@hightech.com;1431@hightech.com;1293@hightech.com;1253@hightech.com;1342@hightech.com;1498@hightech.com;1108@hightech.com;1180@hightech.com;1346@hightech.com,税务
107,2017-11-15 10:19:09,smtp,10.116.216.72,2245,10.5.71.60,25,ti@hightech.net,1060@hightech.com,互联网资产监控报警
111,2017-11-15 10:20:16,smtp,10.116.216.72,2031,10.5.71.60,25,ti@hightech.net,1060@hightech.com,互联网资产监控报警
114,2017-11-15 10:20:37,smtp,10.64.105.90,2294,10.5.71.60,25,1226@hightech.com,1041@hightech.com;1368@hightech.com;1347@hightech.com;1255@hightech.com;1248@hightech.com;1327@hightech.com;1439@hightech.com;1137@hightech.com;1370@hightech.com;1467@hightech.com;1369@hightech.com;1186@hightech.com;1213@hightech.com;1451@hightech.com;1124@hightech.com;1431@hightech.com;1293@hightech.com;1253@hightech.com;1342@hightech.com;1498@hightech.com;1108@hightech.com;1180@hightech.com;1346@hightech.com,税务
117,2017-11-15 10:20:52,smtp,219.142.78.230,1546,10.5.71.60,25,7572657944001d5f33f6c3c4239637df@sina.com,1347@hightech.com,财务
120,2017-11-15 10:20:59,smtp,10.116.216.72,1992,10.5.71.60,25,ti@hightech.net,1060@hightech.com,互联网资产监控报警
127,2017-11-15 10:21:44,smtp,10.116.216.72,1888,10.5.71.60,25,ti@hightech.net,1060@hightech.com,互联网资产监控报警
135,2017-11-15 10:22:25,smtp,10.116.216.72,2199,10.5.71.60,25,ti@hightech.net,1060@hightech.com,互联网资产监控报警
154,2017-11-15 10:23:42,smtp,10.116.216.72,2448,10.5.71.60,25,ti@hightech.net,1060@hightech.com,互联网资产监控报警
157,2017-11-15 10:23:49,smtp,219.142.78.230,2521,10.5.71.60,25,8c48b78ace19340abcc490cf42929bfe@sina.com,1346@hightech.com,财务
