,time,proto,sip,sport,dip,dport,from,to,subject
22,2017-11-29 09:22:35,smtp,10.116.216.72,1966,10.5.71.60,25,ti@hightech.net,1060@hightech.com,互联网资产监控报警
23,2017-11-29 09:22:59,smtp,10.116.216.72,1721,10.5.71.60,25,ti@hightech.net,1060@hightech.com,互联网资产监控报警
39,2017-11-29 09:34:03,smtp,111.202.126.72,2318,10.5.71.60,25,0e5785a523d057654cfa53a3b3a6daca@sohu.com,1213@hightech.com,财务
45,2017-11-29 09:37:33,smtp,10.116.216.72,1724,10.5.71.60,25,ti@hightech.net,1060@hightech.com,互联网资产监控报警
46,2017-11-29 09:37:53,smtp,10.64.105.198,1959,10.5.71.60,25,1467@hightech.com,1361@hightech.com,财务报账
56,2017-11-29 09:42:45,smtp,10.64.105.225,2236,10.5.71.60,25,1370@hightech.com,1041@hightech.com;1368@hightech.com;1347@hightech.com;1255@hightech.com;1248@hightech.com;1327@hightech.com;1439@hightech.com;1137@hightech.com;1467@hightech.com;1226@hightech.com;1369@hightech.com;1186@hightech.com;1213@hightech.com;1451@hightech.com;1124@hightech.com;1431@hightech.com;1293@hightech.com;1253@hightech.com;1342@hightech.com;1498@hightech.com;1108@hightech.com;1180@hightech.com;1346@hightech.com,会计核算
58,2017-11-29 09:43:43,smtp,10.64.105.122,2481,10.5.71.60,25,1186@hightech.com,6dc19a6f6e33898aa75753dfa7b76855@foxmail.com,财务
59,2017-11-29 09:44:19,smtp,10.116.216.72,2062,10.5.71.60,25,ti@hightech.net,1060@hightech.com,互联网资产监控报警
66,2017-11-29 09:48:12,smtp,10.64.105.8,2130,10.5.71.60,25,1108@hightech.com,1041@hightech.com;1368@hightech.com;1347@hightech.com;1255@hightech.com;1248@hightech.com;1327@hightech.com;1439@hightech.com;1137@hightech.com;1370@hightech.com;1467@hightech.com;1226@hightech.com;1369@hightech.com;1186@hightech.com;1213@hightech.com;1451@hightech.com;1124@hightech.com;1431@hightech.com;1293@hightech.com;1253@hightech.com;1342@hightech.com;1498@hightech.com;1180@hightech.com;1346@hightech.com,成本控制
69,2017-11-29 09:49:16,smtp,10.116.216.72,2368,10.5.71.60,25,ti@hightech.net,1060@hightech.com,互联网资产监控报警
73,2017-11-29 09:51:07,smtp,10.116.216.72,2101,10.5.71.60,25,ti@hightech.net,1060@hightech.com,互联网资产监控报警
74,2017-11-29 09:51:25,smtp,10.116.216.72,2199,10.5.71.60,25,ti@hightech.net,1060@hightech.com,互联网资产监控报警
83,2017-11-29 09:56:25,smtp,10.64.106.16,1693,10.5.71.60,25,1347@hightech.com,1359@hightech.com,财务报账
86,2017-11-29 09:57:07,smtp,10.116.216.72,1617,10.5.71.60,25,ti@hightech.net,1060@hightech.com,互联网资产监控报警
91,2017-11-29 09:58:43,smtp,10.116.216.72,1832,10.5.71.60,25,ti@hightech.net,1060@hightech.com,互联网资产监控报警
97,2017-11-29 10:09:26,smtp,10.116.216.72,2381,10.5.71.60,25,ti@hightech.net,1060@hightech.com,互联网资产监控报警
105,2017-11-29 10:13:38,smtp,10.64.105.198,1974,10.5.71.60,25,1467@hightech.com,1041@hightech.com;1368@hightech.com;1347@hightech.com;1255@hightech.com;1248@hightech.com;1327@hightech.com;1439@hightech.com;1137@hightech.com;1370@hightech.com;1226@hightech.com;1369@hightech.com;1186@hightech.com;1213@hightech.com;1451@hightech.com;1124@hightech.com;1431@hightech.com;1293@hightech.com;1253@hightech.com;1342@hightech.com;1498@hightech.com;1108@hightech.com;1180@hightech.com;1346@hightech.com,会计核算
106,2017-11-29 10:14:22,smtp,10.116.216.72,2212,10.5.71.60,25,ti@hightech.net,1060@hightech.com,互联网资产监控报警
107,2017-11-29 10:14:55,smtp,10.64.105.235,1901,10.5.71.60,25,1498@hightech.com,1041@hightech.com;1368@hightech.com;1347@hightech.com;1255@hightech.com;1248@hightech.com;1327@hightech.com;1439@hightech.com;1137@hightech.com;1370@hightech.com;1467@hightech.com;1226@hightech.com;1369@hightech.com;1186@hightech.com;1213@hightech.com;1451@hightech.com;1124@hightech.com;1431@hightech.com;1293@hightech.com;1253@hightech.com;1342@hightech.com;1108@hightech.com;1180@hightech.com;1346@hightech.com,会计核算
128,2017-11-29 10:20:59,smtp,10.116.216.72,2133,10.5.71.60,25,ti@hightech.net,1060@hightech.com,互联网资产监控报警
142,2017-11-29 10:22:09,smtp,10.116.216.72,2084,10.5.71.60,25,ti@hightech.net,1060@hightech.com,互联网资产监控报警
155,2017-11-29 10:22:59,smtp,10.116.216.72,2269,10.5.71.60,25,ti@hightech.net,1060@hightech.com,互联网资产监控报警
161,2017-11-29 10:24:23,smtp,10.64.105.235,1908,10.5.71.60,25,1498@hightech.com,dc25a01b8873db94f4911e31ed82b17b@qq.com,财务
170,2017-11-29 10:25:05,smtp,10.116.216.72,1857,10.5.71.60,25,ti@hightech.net,1060@hightech.com,互联网资产监控报警
173,2017-11-29 10:25:18,smtp,10.64.106.23,1816,10.5.71.60,25,1248@hightech.com,1352@hightech.com,财务报账
174,2017-11-29 10:25:18,smtp,10.116.216.72,2001,10.5.71.60,25,ti@hightech.net,1060@hightech.com,互联网资产监控报警
179,2017-11-29 10:25:56,smtp,10.116.216.72,1820,10.5.71.60,25,ti@hightech.net,1060@hightech.com,互联网资产监控报警
185,2017-11-29 10:26:50,smtp,10.116.216.72,2114,10.5.71.60,25,ti@hightech.net,1060@hightech.com,互联网资产监控报警
190,2017-11-29 10:27:25,smtp,219.142.78.230,2189,10.5.71.60,25,9d36a4d7e9b5b4602cf7a15d9bd413c4@sina.com,1213@hightech.com,财务
191,2017-11-29 10:27:27,smtp,10.116.216.72,2157,10.5.71.60,25,ti@hightech.net,1060@hightech.com,互联网资产监控报警
195,2017-11-29 10:27:50,smtp,10.116.216.72,2245,10.5.71.60,25,ti@hightech.net,1060@hightech.com,互联网资产监控报警
201,2017-11-29 10:28:21,smtp,10.116.216.72,1822,10.5.71.60,25,ti@hightech.net,1060@hightech.com,互联网资产监控报警
202,2017-11-29 10:28:44,smtp,10.116.216.72,1786,10.5.71.60,25,ti@hightech.net,1060@hightech.com,互联网资产监控报警
203,2017-11-29 10:28:46,smtp,10.116.216.72,2512,10.5.71.60,25,ti@hightech.net,1060@hightech.com,互联网资产监控报警
206,2017-11-29 10:29:15,smtp,10.116.216.72,1655,10.5.71.60,25,ti@hightech.net,1060@hightech.com,互联网资产监控报警
211,2017-11-29 10:29:45,smtp,10.116.216.72,2017,10.5.71.60,25,ti@hightech.net,1060@hightech.com,互联网资产监控报警
213,2017-11-29 10:29:53,smtp,10.116.216.72,1980,10.5.71.60,25,ti@hightech.net,1060@hightech.com,互联网资产监控报警
216,2017-11-29 10:29:59,smtp,10.116.216.72,1753,10.5.71.60,25,ti@hightech.net,1060@hightech.com,互联网资产监控报警
222,2017-11-29 10:30:25,smtp,10.116.216.72,2047,10.5.71.60,25,ti@hightech.net,1060@hightech.com,互联网资产监控报警
