,time,proto,sip,sport,dip,dport,from,to,subject
20,2017-11-16 09:20:05,smtp,10.116.216.72,1800,10.5.71.60,25,ti@hightech.net,1060@hightech.com,互联网资产监控报警
21,2017-11-16 09:20:29,smtp,10.116.216.72,2423,10.5.71.60,25,ti@hightech.net,1060@hightech.com,互联网资产监控报警
34,2017-11-16 09:28:47,smtp,10.116.216.72,2249,10.5.71.60,25,ti@hightech.net,1060@hightech.com,互联网资产监控报警
35,2017-11-16 09:29:33,smtp,10.116.216.72,2121,10.5.71.60,25,ti@hightech.net,1060@hightech.com,互联网资产监控报警
40,2017-11-16 09:33:47,smtp,10.64.105.225,2231,10.5.71.60,25,1370@hightech.com,1041@hightech.com;1368@hightech.com;1347@hightech.com;1255@hightech.com;1248@hightech.com;1327@hightech.com;1439@hightech.com;1137@hightech.com;1467@hightech.com;1226@hightech.com;1369@hightech.com;1186@hightech.com;1213@hightech.com;1451@hightech.com;1124@hightech.com;1431@hightech.com;1293@hightech.com;1253@hightech.com;1342@hightech.com;1498@hightech.com;1108@hightech.com;1180@hightech.com;1346@hightech.com,资金
41,2017-11-16 09:34:05,smtp,10.116.216.72,1938,10.5.71.60,25,ti@hightech.net,1060@hightech.com,互联网资产监控报警
45,2017-11-16 09:35:23,smtp,10.64.105.122,2026,10.5.71.60,25,1186@hightech.com,1270@hightech.com,财务报账
46,2017-11-16 09:35:50,smtp,10.116.216.72,1734,10.5.71.60,25,ti@hightech.net,1060@hightech.com,互联网资产监控报警
47,2017-11-16 09:36:11,smtp,10.116.216.72,1697,10.5.71.60,25,ti@hightech.net,1060@hightech.com,互联网资产监控报警
48,2017-11-16 09:37:13,smtp,10.116.216.72,2513,10.5.71.60,25,ti@hightech.net,1060@hightech.com,互联网资产监控报警
54,2017-11-16 09:39:15,smtp,10.64.105.243,2102,10.5.71.60,25,1369@hightech.com,1041@hightech.com;1368@hightech.com;1347@hightech.com;1255@hightech.com;1248@hightech.com;1327@hightech.com;1439@hightech.com;1137@hightech.com;1370@hightech.com;1467@hightech.com;1226@hightech.com;1186@hightech.com;1213@hightech.com;1451@hightech.com;1124@hightech.com;1431@hightech.com;1293@hightech.com;1253@hightech.com;1342@hightech.com;1498@hightech.com;1108@hightech.com;1180@hightech.com;1346@hightech.com,成本控制
57,2017-11-16 09:40:46,smtp,10.116.216.72,1917,10.5.71.60,25,ti@hightech.net,1060@hightech.com,互联网资产监控报警
61,2017-11-16 09:43:33,smtp,10.64.106.13,1972,10.5.71.60,25,1300@hightech.com,1108@hightech.com,财务报账
67,2017-11-16 09:46:20,smtp,10.116.216.72,2457,10.5.71.60,25,ti@hightech.net,1060@hightech.com,互联网资产监控报警
69,2017-11-16 09:48:03,smtp,10.64.105.90,2267,10.5.71.60,25,1226@hightech.com,1491@hightech.com,财务报账
71,2017-11-16 09:48:56,smtp,10.64.105.81,2167,10.5.71.60,25,1327@hightech.com,4e2fcdbe914b34ed53c08120f293b2f9@foxmail.com,财务
73,2017-11-16 09:49:45,smtp,10.116.216.72,2392,10.5.71.60,25,ti@hightech.net,1060@hightech.com,互联网资产监控报警
75,2017-11-16 09:50:17,smtp,163.177.72.176,2259,10.5.71.60,25,d06cf21cf89a80476940f6181dc53d81@qq.com,1439@hightech.com,财务
82,2017-11-16 09:53:15,smtp,10.116.216.72,2127,10.5.71.60,25,ti@hightech.net,1060@hightech.com,互联网资产监控报警
87,2017-11-16 09:54:44,smtp,10.64.105.248,2492,10.5.71.60,25,1293@hightech.com,1041@hightech.com;1368@hightech.com;1347@hightech.com;1255@hightech.com;1248@hightech.com;1327@hightech.com;1439@hightech.com;1137@hightech.com;1370@hightech.com;1467@hightech.com;1226@hightech.com;1369@hightech.com;1186@hightech.com;1213@hightech.com;1451@hightech.com;1124@hightech.com;1431@hightech.com;1253@hightech.com;1342@hightech.com;1498@hightech.com;1108@hightech.com;1180@hightech.com;1346@hightech.com,资金
90,2017-11-16 09:56:07,smtp,10.116.216.72,2165,10.5.71.60,25,ti@hightech.net,1060@hightech.com,互联网资产监控报警
104,2017-11-16 10:09:50,smtp,10.116.216.72,2248,10.5.71.60,25,ti@hightech.net,1060@hightech.com,互联网资产监控报警
105,2017-11-16 10:09:52,smtp,10.116.216.72,1941,10.5.71.60,25,ti@hightech.net,1060@hightech.com,互联网资产监控报警
106,2017-11-16 10:13:13,smtp,10.64.105.225,2228,10.5.71.60,25,1370@hightech.com,1165@hightech.com,财务报账
112,2017-11-16 10:17:03,smtp,10.64.105.90,2247,10.5.71.60,25,1226@hightech.com,1356@hightech.com,财务报账
117,2017-11-16 10:18:55,smtp,10.64.105.15,2254,10.5.71.60,25,1253@hightech.com,1041@hightech.com;1368@hightech.com;1347@hightech.com;1255@hightech.com;1248@hightech.com;1327@hightech.com;1439@hightech.com;1137@hightech.com;1370@hightech.com;1467@hightech.com;1226@hightech.com;1369@hightech.com;1186@hightech.com;1213@hightech.com;1451@hightech.com;1124@hightech.com;1431@hightech.com;1293@hightech.com;1342@hightech.com;1498@hightech.com;1108@hightech.com;1180@hightech.com;1346@hightech.com,资金
118,2017-11-16 10:19:07,smtp,10.116.216.72,2431,10.5.71.60,25,ti@hightech.net,1060@hightech.com,互联网资产监控报警
131,2017-11-16 10:21:12,smtp,10.116.216.72,2470,10.5.71.60,25,ti@hightech.net,1060@hightech.com,互联网资产监控报警
139,2017-11-16 10:21:51,smtp,10.116.216.72,1638,10.5.71.60,25,ti@hightech.net,1060@hightech.com,互联网资产监控报警
141,2017-11-16 10:22:10,smtp,10.116.216.72,1957,10.5.71.60,25,ti@hightech.net,1060@hightech.com,互联网资产监控报警
146,2017-11-16 10:22:32,smtp,10.116.216.72,1762,10.5.71.60,25,ti@hightech.net,1060@hightech.com,互联网资产监控报警
166,2017-11-16 10:24:16,smtp,10.116.216.72,2403,10.5.71.60,25,ti@hightech.net,1060@hightech.com,互联网资产监控报警
167,2017-11-16 10:24:17,smtp,10.116.216.72,1762,10.5.71.60,25,ti@hightech.net,1060@hightech.com,互联网资产监控报警
171,2017-11-16 10:24:49,smtp,10.116.216.72,2374,10.5.71.60,25,ti@hightech.net,1060@hightech.com,互联网资产监控报警
180,2017-11-16 10:25:24,smtp,10.116.216.72,2325,10.5.71.60,25,ti@hightech.net,1060@hightech.com,互联网资产监控报警
191,2017-11-16 10:26:46,smtp,10.116.216.72,2075,10.5.71.60,25,ti@hightech.net,1060@hightech.com,互联网资产监控报警
192,2017-11-16 10:26:48,smtp,10.64.105.225,2227,10.5.71.60,25,1370@hightech.com,1041@hightech.com;1368@hightech.com;1347@hightech.com;1255@hightech.com;1248@hightech.com;1327@hightech.com;1439@hightech.com;1137@hightech.com;1467@hightech.com;1226@hightech.com;1369@hightech.com;1186@hightech.com;1213@hightech.com;1451@hightech.com;1124@hightech.com;1431@hightech.com;1293@hightech.com;1253@hightech.com;1342@hightech.com;1498@hightech.com;1108@hightech.com;1180@hightech.com;1346@hightech.com,成本控制
194,2017-11-16 10:27:01,smtp,10.116.216.72,1814,10.5.71.60,25,ti@hightech.net,1060@hightech.com,互联网资产监控报警
201,2017-11-16 10:27:22,smtp,10.64.106.18,2230,10.5.71.60,25,1339@hightech.com,1108@hightech.com,财务报账
204,2017-11-16 10:28:01,smtp,10.116.216.72,1619,10.5.71.60,25,ti@hightech.net,1060@hightech.com,互联网资产监控报警
212,2017-11-16 10:28:54,smtp,10.116.216.72,2124,10.5.71.60,25,ti@hightech.net,1060@hightech.com,互联网资产监控报警
224,2017-11-16 10:30:10,smtp,10.116.216.72,1910,10.5.71.60,25,ti@hightech.net,1060@hightech.com,互联网资产监控报警
227,2017-11-16 10:30:20,smtp,10.116.216.72,1882,10.5.71.60,25,ti@hightech.net,1060@hightech.com,互联网资产监控报警
229,2017-11-16 10:30:32,smtp,10.116.216.72,1796,10.5.71.60,25,ti@hightech.net,1060@hightech.com,互联网资产监控报警
238,2017-11-16 10:31:19,smtp,14.17.32.47,1924,10.5.71.60,25,707616a53d0a7fac855ee72926bed47c@foxmail.com,1327@hightech.com,财务
245,2017-11-16 10:32:10,smtp,10.116.216.72,1826,10.5.71.60,25,ti@hightech.net,1060@hightech.com,互联网资产监控报警
282,2017-11-16 10:35:11,smtp,219.142.78.230,1749,10.5.71.60,25,e0237e4d56fff93fa6bd01dea1aa1746@sina.com,1248@hightech.com,财务
293,2017-11-16 10:35:48,smtp,10.116.216.72,2003,10.5.71.60,25,ti@hightech.net,1060@hightech.com,互联网资产监控报警
294,2017-11-16 10:36:07,smtp,10.116.216.72,2302,10.5.71.60,25,ti@hightech.net,1060@hightech.com,互联网资产监控报警
307,2017-11-16 10:37:18,smtp,10.116.216.72,1747,10.5.71.60,25,ti@hightech.net,1060@hightech.com,互联网资产监控报警
334,2017-11-16 10:38:23,smtp,10.64.105.235,2569,10.5.71.60,25,1498@hightech.com,1153@hightech.com,财务报账
335,2017-11-16 10:38:27,smtp,219.142.78.230,1595,10.5.71.60,25,302bca11b007bef37114ab0c81c73180@sina.com,1498@hightech.com,财务
337,2017-11-16 10:38:30,smtp,10.116.216.72,1965,10.5.71.60,25,ti@hightech.net,1060@hightech.com,互联网资产监控报警
341,2017-11-16 10:38:48,smtp,10.116.216.72,2345,10.5.71.60,25,ti@hightech.net,1060@hightech.com,互联网资产监控报警
342,2017-11-16 10:38:50,smtp,10.116.216.72,2497,10.5.71.60,25,ti@hightech.net,1060@hightech.com,互联网资产监控报警
344,2017-11-16 10:38:55,smtp,10.116.216.72,2392,10.5.71.60,25,ti@hightech.net,1060@hightech.com,互联网资产监控报警
346,2017-11-16 10:39:01,smtp,10.116.216.72,1921,10.5.71.60,25,ti@hightech.net,1060@hightech.com,互联网资产监控报警
352,2017-11-16 10:39:55,smtp,10.116.216.72,1975,10.5.71.60,25,ti@hightech.net,1060@hightech.com,互联网资产监控报警
387,2017-11-16 10:42:02,smtp,10.116.216.72,2022,10.5.71.60,25,ti@hightech.net,1060@hightech.com,互联网资产监控报警
390,2017-11-16 10:42:14,smtp,10.116.216.72,2399,10.5.71.60,25,ti@hightech.net,1060@hightech.com,互联网资产监控报警
392,2017-11-16 10:42:28,smtp,10.116.216.72,2492,10.5.71.60,25,ti@hightech.net,1060@hightech.com,互联网资产监控报警
397,2017-11-16 10:42:44,smtp,10.116.216.72,2366,10.5.71.60,25,ti@hightech.net,1060@hightech.com,互联网资产监控报警
400,2017-11-16 10:42:56,smtp,10.116.216.72,2435,10.5.71.60,25,ti@hightech.net,1060@hightech.com,互联网资产监控报警
409,2017-11-16 10:43:39,smtp,10.116.216.72,1849,10.5.71.60,25,ti@hightech.net,1060@hightech.com,互联网资产监控报警
410,2017-11-16 10:43:48,smtp,10.116.216.72,2099,10.5.71.60,25,ti@hightech.net,1060@hightech.com,互联网资产监控报警
411,2017-11-16 10:43:49,smtp,10.116.216.72,2024,10.5.71.60,25,ti@hightech.net,1060@hightech.com,互联网资产监控报警
