,time,proto,sip,sport,dip,dport,from,to,subject
29,2017-11-16 09:24:49,smtp,10.64.106.15,1824,10.5.71.60,25,1249@hightech.com,a10b0018d99f9614ca6bea7ca67f9d6f@qq.com,新员工必读
31,2017-11-16 09:25:43,smtp,14.17.32.47,2101,10.5.71.60,25,d81eaaa15dde6ec984812401318f1a55@foxmail.com,1363@hightech.com,简历
38,2017-11-16 09:31:46,smtp,10.64.106.13,2005,10.5.71.60,25,1300@hightech.com,a17d1e7b6a88d87f39bfd2b82be4235c@foxmail.com,公司简介
39,2017-11-16 09:32:28,smtp,10.64.106.14,2431,10.5.71.60,25,1118@hightech.com,1013@hightech.com;1104@hightech.com;1499@hightech.com;1371@hightech.com;1184@hightech.com;1251@hightech.com;1295@hightech.com;1312@hightech.com;1433@hightech.com;1165@hightech.com;1300@hightech.com;1378@hightech.com;1473@hightech.com;1363@hightech.com;1249@hightech.com;1110@hightech.com;1149@hightech.com,劳动合同
55,2017-11-16 09:39:28,smtp,111.202.126.72,1913,10.5.71.60,25,752a08b57479a5f771abb9ceb0ac2c50@sohu.com,1067@hightech.com,介绍
62,2017-11-16 09:43:52,smtp,10.64.106.38,2158,10.5.71.60,25,1295@hightech.com,c92e94430fd7f752490f5a012edcc545@foxmail.com,录用通知（接受请回复邮件确认，谢谢！）
65,2017-11-16 09:45:01,smtp,10.64.106.5,1935,10.5.71.60,25,1165@hightech.com,571bbe23da1ee1a65b5828cf00894d2e@sohu.com,面试通知
68,2017-11-16 09:48:01,smtp,10.64.106.10,2314,10.5.71.60,25,1499@hightech.com,1013@hightech.com;1104@hightech.com;1371@hightech.com;1184@hightech.com;1251@hightech.com;1295@hightech.com;1312@hightech.com;1433@hightech.com;1165@hightech.com;1300@hightech.com;1378@hightech.com;1473@hightech.com;1118@hightech.com;1363@hightech.com;1249@hightech.com;1110@hightech.com;1149@hightech.com,考勤相关
94,2017-11-16 09:56:58,smtp,10.64.106.32,2442,10.5.71.60,25,1371@hightech.com,cdb56ce8907fa86cb8a3825f140ff288@foxmail.com,面试通知
99,2017-11-16 10:00:00,smtp,10.1.4.17,24185,10.5.71.60,25,school@hightech.com,allstaff@hightech.com,培训邀请
101,2017-11-16 10:06:14,smtp,10.64.106.11,1927,10.5.71.60,25,1149@hightech.com,79384ce87225506b699128a83fcf2355@sina.com,复试通知
102,2017-11-16 10:08:19,smtp,10.64.105.174,49171,10.5.71.60,25,1352@hightech.com,hr@hightech.com,Re:报名参加
107,2017-11-16 10:14:21,smtp,106.3.154.69,4243,10.5.71.60,25,liuqianqian@tom.com,1487@hightech.com,Reply:您的简历已自动进入人才库。
108,2017-11-16 10:14:56,smtp,10.64.105.4,49220,10.5.71.60,25,1487@hightech.com,hr@hightech.com,Re:报名参加
113,2017-11-16 10:17:38,smtp,10.64.106.13,1973,10.5.71.60,25,1300@hightech.com,14fbe005d0be33c70d726394cfe7eaea@sina.com,录用通知（接受请回复邮件确认，谢谢！）
114,2017-11-16 10:17:49,smtp,10.64.106.13,1988,10.5.71.60,25,1300@hightech.com,1013@hightech.com;1104@hightech.com;1499@hightech.com;1371@hightech.com;1184@hightech.com;1251@hightech.com;1295@hightech.com;1312@hightech.com;1433@hightech.com;1165@hightech.com;1378@hightech.com;1473@hightech.com;1118@hightech.com;1363@hightech.com;1249@hightech.com;1110@hightech.com;1149@hightech.com,招聘信息总结
121,2017-11-16 10:20:12,smtp,10.64.106.12,2307,10.5.71.60,25,1104@hightech.com,1013@hightech.com;1499@hightech.com;1371@hightech.com;1184@hightech.com;1251@hightech.com;1295@hightech.com;1312@hightech.com;1433@hightech.com;1165@hightech.com;1300@hightech.com;1378@hightech.com;1473@hightech.com;1118@hightech.com;1363@hightech.com;1249@hightech.com;1110@hightech.com;1149@hightech.com,招聘信息总结
138,2017-11-16 10:21:39,smtp,10.64.106.9,1846,10.5.71.60,25,1184@hightech.com,1013@hightech.com;1104@hightech.com;1499@hightech.com;1371@hightech.com;1251@hightech.com;1295@hightech.com;1312@hightech.com;1433@hightech.com;1165@hightech.com;1300@hightech.com;1378@hightech.com;1473@hightech.com;1118@hightech.com;1363@hightech.com;1249@hightech.com;1110@hightech.com;1149@hightech.com,人员档案
169,2017-11-16 10:24:43,smtp,163.177.72.176,2338,10.5.71.60,25,31bb5d7cafae5ceda3d0702d72cdc14e@qq.com,1473@hightech.com,个人简历
