,time,proto,sip,sport,dip,dport,from,to,subject
35,2017-11-28 9:21,smtp,10.64.105.231,1646,10.5.71.60,25,1213@hightech.com,1041@hightech.com;1368@hightech.com;1347@hightech.com;1255@hightech.com;1248@hightech.com;1327@hightech.com;1439@hightech.com;1137@hightech.com;1370@hightech.com;1467@hightech.com;1226@hightech.com;1369@hightech.com;1186@hightech.com;1451@hightech.com;1124@hightech.com;1431@hightech.com;1293@hightech.com;1253@hightech.com;1342@hightech.com;1498@hightech.com;1108@hightech.com;1180@hightech.com;1346@hightech.com,资金
41,2017-11-28 9:26,smtp,10.116.216.72,2418,10.5.71.60,25,ti@hightech.net,1060@hightech.com,互联网资产监控报警
43,2017-11-28 9:26,smtp,10.116.216.72,2372,10.5.71.60,25,ti@hightech.net,1060@hightech.com,互联网资产监控报警
48,2017-11-28 9:29,smtp,10.116.216.72,2089,10.5.71.60,25,ti@hightech.net,1060@hightech.com,互联网资产监控报警
57,2017-11-28 9:36,smtp,10.116.216.72,2066,10.5.71.60,25,ti@hightech.net,1060@hightech.com,互联网资产监控报警
61,2017-11-28 9:38,smtp,10.64.105.29,2132,10.5.71.60,25,1451@hightech.com,1041@hightech.com;1368@hightech.com;1347@hightech.com;1255@hightech.com;1248@hightech.com;1327@hightech.com;1439@hightech.com;1137@hightech.com;1370@hightech.com;1467@hightech.com;1226@hightech.com;1369@hightech.com;1186@hightech.com;1213@hightech.com;1124@hightech.com;1431@hightech.com;1293@hightech.com;1253@hightech.com;1342@hightech.com;1498@hightech.com;1108@hightech.com;1180@hightech.com;1346@hightech.com,成本控制
63,2017-11-28 9:39,smtp,10.64.105.225,2430,10.5.71.60,25,1370@hightech.com,1182@hightech.com,财务报账
64,2017-11-28 9:39,smtp,10.116.216.72,1860,10.5.71.60,25,ti@hightech.net,1060@hightech.com,互联网资产监控报警
65,2017-11-28 9:40,smtp,10.116.216.72,1742,10.5.71.60,25,ti@hightech.net,1060@hightech.com,互联网资产监控报警
68,2017-11-28 9:41,smtp,10.64.105.71,1618,10.5.71.60,25,1180@hightech.com,1118@hightech.com,财务报账
70,2017-11-28 9:41,smtp,10.116.216.72,2310,10.5.71.60,25,ti@hightech.net,1060@hightech.com,互联网资产监控报警
75,2017-11-28 9:42,smtp,10.116.216.72,2188,10.5.71.60,25,ti@hightech.net,1060@hightech.com,互联网资产监控报警
79,2017-11-28 9:45,smtp,10.64.106.3,1637,10.5.71.60,25,1110@hightech.com,1370@hightech.com,财务报账
