,time,proto,sip,sport,dip,dport,from,to,subject
36,2017-11-28 9:24,smtp,111.202.126.72,2066,10.5.71.60,25,43a02d4c0803b5aad1faf10b82078c5d@sohu.com,1249@hightech.com,简历
47,2017-11-28 9:28,smtp,10.64.106.9,1980,10.5.71.60,25,1184@hightech.com,1013@hightech.com;1104@hightech.com;1499@hightech.com;1371@hightech.com;1251@hightech.com;1295@hightech.com;1312@hightech.com;1433@hightech.com;1165@hightech.com;1300@hightech.com;1378@hightech.com;1473@hightech.com;1118@hightech.com;1363@hightech.com;1249@hightech.com;1110@hightech.com;1149@hightech.com,人员档案
60,2017-11-28 9:38,smtp,10.64.106.14,2413,10.5.71.60,25,1118@hightech.com,1013@hightech.com;1104@hightech.com;1499@hightech.com;1371@hightech.com;1184@hightech.com;1251@hightech.com;1295@hightech.com;1312@hightech.com;1433@hightech.com;1165@hightech.com;1300@hightech.com;1378@hightech.com;1473@hightech.com;1363@hightech.com;1249@hightech.com;1110@hightech.com;1149@hightech.com,岗位说明书
71,2017-11-28 9:41,smtp,111.202.126.72,2613,10.5.71.60,25,659629c02954b475e19e1ed39702a572@sohu.com,1378@hightech.com,简历
87,2017-11-28 9:48,smtp,219.142.78.230,1548,10.5.71.60,25,8748f1425e6ebbc84a9ccc0fc0271a8b@sina.com,1312@hightech.com,个人资料
88,2017-11-28 9:48,smtp,10.64.106.4,1663,10.5.71.60,25,1013@hightech.com,6ac15e77cf1ebc7f495402cd9bfc3b3a@sohu.com,面试通知
102,2017-11-28 9:56,smtp,219.142.78.230,1812,10.5.71.60,25,154eeaae2374ecdb4e51ca49d3b63220@sina.com,1165@hightech.com,简历
114,2017-11-28 10:09,smtp,219.142.78.230,2402,10.5.71.60,25,e22839ca595e7b9231428811ab33477d@sina.com,1433@hightech.com,个人资料
122,2017-11-28 10:17,smtp,111.202.126.72,1805,10.5.71.60,25,e59244a703f1bc2c3f93d7cf0a48e30a@sohu.com,1363@hightech.com,个人资料
142,2017-11-28 10:22,smtp,14.17.32.47,1877,10.5.71.60,25,1c438968095dbebf30d196f1a91c97b6@foxmail.com,1067@hightech.com,介绍
146,2017-11-28 10:22,smtp,163.177.72.176,2287,10.5.71.60,25,137bb86de47d20f636c55973ab17d1c2@qq.com,1499@hightech.com,个人简历
148,2017-11-28 10:23,smtp,163.177.72.176,2531,10.5.71.60,25,426f737c0b0baeedc5824983c9250a71@qq.com,1363@hightech.com,简历
167,2017-11-28 10:25,smtp,219.142.78.230,2206,10.5.71.60,25,29114e5a133397d0f9684daf8edd6e16@sina.com,1013@hightech.com,简历
182,2017-11-28 10:26,smtp,14.17.32.47,1817,10.5.71.60,25,8480d4cb8ce53572384c54598ab38ce7@foxmail.com,1371@hightech.com,个人简历
209,2017-11-28 10:29,smtp,163.177.72.176,1853,10.5.71.60,25,d7bae826f79c11eb1a3582dc694f6c10@qq.com,1378@hightech.com,个人简历
270,2017-11-28 10:34,smtp,111.202.126.72,2110,10.5.71.60,25,c232716958ebbdc5aafaf92d1d516b3f@sohu.com,1184@hightech.com,个人资料
299,2017-11-28 10:36,smtp,118.192.64.194,58517,10.5.71.60,25,aaabf0d39951f3e6c3e8a7911df524c2@mail7.lietou-edm.com,1155@hightech.com,【市场运营专员_北京】苗语嫣_来自猎聘网的候选人
334,2017-11-28 10:39,smtp,14.17.32.47,2038,10.5.71.60,25,d3c7eb1a18cdf4eebdee846458103935@foxmail.com,1363@hightech.com,个人简历
339,2017-11-28 10:39,smtp,118.192.64.194,47554,10.5.71.60,25,aaabf0d39951f3e6c3e8a7911df524c2@mail7.lietou-edm.com,1119@hightech.com,【业务拓展经理（政府事务）_北京】王大治_来自猎聘网的候选人
346,2017-11-28 10:39,smtp,219.142.78.230,2405,10.5.71.60,25,cde916df4dd0e3ff83e66a8b8e587b57@sina.com,1149@hightech.com,个人资料
376,2017-11-28 10:42,smtp,10.64.106.10,2002,10.5.71.60,25,1499@hightech.com,1013@hightech.com;1104@hightech.com;1371@hightech.com;1184@hightech.com;1251@hightech.com;1295@hightech.com;1312@hightech.com;1433@hightech.com;1165@hightech.com;1300@hightech.com;1378@hightech.com;1473@hightech.com;1118@hightech.com;1363@hightech.com;1249@hightech.com;1110@hightech.com;1149@hightech.com,绩效考核
408,2017-11-28 10:43,smtp,118.192.64.194,39412,10.5.71.60,25,aaabf0d39951f3e6c3e8a7911df524c2@mail7.lietou-edm.com,1092@hightech.com,【招聘经理-高级经理_北京】崔振宇_来自猎聘网的候选人
421,2017-11-28 10:44,smtp,219.142.78.230,2071,10.5.71.60,25,cc3c828fd1be2c15cea13a618fde5860@sina.com,1433@hightech.com,简历
433,2017-11-28 10:45,smtp,14.17.32.47,2150,10.5.71.60,25,9ea86b4e678d0db6db7b6b5b22fcac7b@foxmail.com,1184@hightech.com,个人简历
446,2017-11-28 10:45,smtp,118.192.64.194,49833,10.5.71.60,25,aaabf0d39951f3e6c3e8a7911df524c2@mail7.lietou-edm.com,1058@hightech.com,【销售经理_西安】孙阳_来自猎聘网的候选人
453,2017-11-28 10:46,smtp,219.142.78.230,2387,10.5.71.60,25,246cc5fa0780f0f4f3f1f53a2ac0a68f@sina.com,1295@hightech.com,个人资料
480,2017-11-28 10:48,smtp,10.64.106.29,2403,10.5.71.60,25,1433@hightech.com,bd869634044b9678c6351339a10c0f03@qq.com,录用通知（接受请回复邮件确认，谢谢！）
537,2017-11-28 10:59,smtp,118.192.64.194,43353,10.5.71.60,25,aaabf0d39951f3e6c3e8a7911df524c2@mail7.lietou-edm.com,1115@hightech.com,【需求分析师_北京】陈昱良_来自猎聘网的候选人
541,2017-11-28 11:00,smtp,10.64.106.5,2511,10.5.71.60,25,1165@hightech.com,a52623b1517deef4d534de6fd9a6383c@sohu.com,录用通知（接受请回复邮件确认，谢谢！）
548,2017-11-28 11:01,smtp,10.64.106.15,2407,10.5.71.60,25,1249@hightech.com,185ebfbc139d7400041384781d5a02ba@foxmail.com,复试通知
