,time,proto,sip,sport,dip,dport,from,to,subject
25,2017-11-02 09:20:41,smtp,10.64.106.29,2124,10.5.71.60,25,1433@hightech.com,2079cb6e004c8f4c86cce3954dd8d0de@foxmail.com,录用通知（接受请回复邮件确认，谢谢！）
26,2017-11-02 09:21:00,smtp,10.64.106.11,2164,10.5.71.60,25,1149@hightech.com,c14d41d6052270ea9178c5cc4435a1a0@qq.com,新员工必读
34,2017-11-02 09:26:37,smtp,10.64.106.32,2045,10.5.71.60,25,1371@hightech.com,1013@hightech.com;1104@hightech.com;1499@hightech.com;1184@hightech.com;1251@hightech.com;1295@hightech.com;1312@hightech.com;1433@hightech.com;1165@hightech.com;1300@hightech.com;1378@hightech.com;1473@hightech.com;1118@hightech.com;1363@hightech.com;1249@hightech.com;1110@hightech.com;1149@hightech.com,劳动合同
42,2017-11-02 09:30:12,smtp,10.64.106.15,2177,10.5.71.60,25,1249@hightech.com,0d6117fe6cbddf3fc67a1a926c7a5bd9@foxmail.com,新员工必读
56,2017-11-02 09:38:52,smtp,10.64.106.43,2269,10.5.71.60,25,1363@hightech.com,72c14c1d5b144f136fcdc5f201749804@sohu.com,复试通知
63,2017-11-02 09:40:14,smtp,163.177.72.176,2642,10.5.71.60,25,f6ee8b7f80fb3cb322545027227aafd3@qq.com,1165@hightech.com,个人简历
70,2017-11-02 09:44:50,smtp,10.64.106.8,1866,10.5.71.60,25,1312@hightech.com,1013@hightech.com;1104@hightech.com;1499@hightech.com;1371@hightech.com;1184@hightech.com;1251@hightech.com;1295@hightech.com;1433@hightech.com;1165@hightech.com;1300@hightech.com;1378@hightech.com;1473@hightech.com;1118@hightech.com;1363@hightech.com;1249@hightech.com;1110@hightech.com;1149@hightech.com,劳动合同
78,2017-11-02 09:47:27,smtp,111.202.126.72,2306,10.5.71.60,25,cdedde5ff0e34b977af5a62e89106277@sohu.com,1371@hightech.com,个人简历
91,2017-11-02 09:55:28,smtp,10.64.106.3,2299,10.5.71.60,25,1110@hightech.com,1013@hightech.com;1104@hightech.com;1499@hightech.com;1371@hightech.com;1184@hightech.com;1251@hightech.com;1295@hightech.com;1312@hightech.com;1433@hightech.com;1165@hightech.com;1300@hightech.com;1378@hightech.com;1473@hightech.com;1118@hightech.com;1363@hightech.com;1249@hightech.com;1149@hightech.com,劳动合同
92,2017-11-02 09:55:56,smtp,10.64.106.11,2160,10.5.71.60,25,1149@hightech.com,6a16135f353610e41a10b69c995f7ca9@qq.com,复试通知
