,time,proto,sip,sport,dip,dport,from,to,subject
32,2017-11-21 09:20:23,smtp,10.116.216.72,2335,10.5.71.60,25,ti@hightech.net,1060@hightech.com,互联网资产监控报警
43,2017-11-21 09:27:23,smtp,10.116.216.72,1963,10.5.71.60,25,ti@hightech.net,1060@hightech.com,互联网资产监控报警
44,2017-11-21 09:28:29,smtp,10.116.216.72,1677,10.5.71.60,25,ti@hightech.net,1060@hightech.com,互联网资产监控报警
49,2017-11-21 09:30:07,smtp,10.64.106.16,2037,10.5.71.60,25,1347@hightech.com,9b54d4c5c6751bef8afc534acc208ac3@foxmail.com,财务
52,2017-11-21 09:34:05,smtp,10.116.216.72,2444,10.5.71.60,25,ti@hightech.net,1060@hightech.com,互联网资产监控报警
54,2017-11-21 09:34:52,smtp,10.116.216.72,2449,10.5.71.60,25,ti@hightech.net,1060@hightech.com,互联网资产监控报警
56,2017-11-21 09:35:23,smtp,10.116.216.72,1944,10.5.71.60,25,ti@hightech.net,1060@hightech.com,互联网资产监控报警
58,2017-11-21 09:37:46,smtp,10.116.216.72,1631,10.5.71.60,25,ti@hightech.net,1060@hightech.com,互联网资产监控报警
60,2017-11-21 09:38:27,smtp,10.64.105.243,2264,10.5.71.60,25,1369@hightech.com,1041@hightech.com;1368@hightech.com;1347@hightech.com;1255@hightech.com;1248@hightech.com;1327@hightech.com;1439@hightech.com;1137@hightech.com;1370@hightech.com;1467@hightech.com;1226@hightech.com;1186@hightech.com;1213@hightech.com;1451@hightech.com;1124@hightech.com;1431@hightech.com;1293@hightech.com;1253@hightech.com;1342@hightech.com;1498@hightech.com;1108@hightech.com;1180@hightech.com;1346@hightech.com,资金
62,2017-11-21 09:38:50,smtp,10.64.105.122,2000,10.5.71.60,25,1186@hightech.com,1041@hightech.com;1368@hightech.com;1347@hightech.com;1255@hightech.com;1248@hightech.com;1327@hightech.com;1439@hightech.com;1137@hightech.com;1370@hightech.com;1467@hightech.com;1226@hightech.com;1369@hightech.com;1213@hightech.com;1451@hightech.com;1124@hightech.com;1431@hightech.com;1293@hightech.com;1253@hightech.com;1342@hightech.com;1498@hightech.com;1108@hightech.com;1180@hightech.com;1346@hightech.com,成本控制
63,2017-11-21 09:39:02,smtp,10.116.216.72,2190,10.5.71.60,25,ti@hightech.net,1060@hightech.com,互联网资产监控报警
68,2017-11-21 09:40:21,smtp,10.116.216.72,1685,10.5.71.60,25,ti@hightech.net,1060@hightech.com,互联网资产监控报警
72,2017-11-21 09:42:17,smtp,10.64.105.12,1653,10.5.71.60,25,1342@hightech.com,8d8a14246427f5343952d76b214b98a0@foxmail.com,财务
76,2017-11-21 09:45:41,smtp,10.64.105.15,2570,10.5.71.60,25,1253@hightech.com,1041@hightech.com;1368@hightech.com;1347@hightech.com;1255@hightech.com;1248@hightech.com;1327@hightech.com;1439@hightech.com;1137@hightech.com;1370@hightech.com;1467@hightech.com;1226@hightech.com;1369@hightech.com;1186@hightech.com;1213@hightech.com;1451@hightech.com;1124@hightech.com;1431@hightech.com;1293@hightech.com;1342@hightech.com;1498@hightech.com;1108@hightech.com;1180@hightech.com;1346@hightech.com,财务分析
77,2017-11-21 09:46:19,smtp,10.116.216.72,2499,10.5.71.60,25,ti@hightech.net,1060@hightech.com,互联网资产监控报警
79,2017-11-21 09:47:42,smtp,10.116.216.72,2548,10.5.71.60,25,ti@hightech.net,1060@hightech.com,互联网资产监控报警
84,2017-11-21 09:49:56,smtp,10.64.105.88,2177,10.5.71.60,25,1368@hightech.com,1041@hightech.com;1347@hightech.com;1255@hightech.com;1248@hightech.com;1327@hightech.com;1439@hightech.com;1137@hightech.com;1370@hightech.com;1467@hightech.com;1226@hightech.com;1369@hightech.com;1186@hightech.com;1213@hightech.com;1451@hightech.com;1124@hightech.com;1431@hightech.com;1293@hightech.com;1253@hightech.com;1342@hightech.com;1498@hightech.com;1108@hightech.com;1180@hightech.com;1346@hightech.com,财务分析
86,2017-11-21 09:49:58,smtp,10.116.216.72,1620,10.5.71.60,25,ti@hightech.net,1060@hightech.com,互联网资产监控报警
88,2017-11-21 09:51:23,smtp,10.64.105.231,2193,10.5.71.60,25,1213@hightech.com,1041@hightech.com;1368@hightech.com;1347@hightech.com;1255@hightech.com;1248@hightech.com;1327@hightech.com;1439@hightech.com;1137@hightech.com;1370@hightech.com;1467@hightech.com;1226@hightech.com;1369@hightech.com;1186@hightech.com;1451@hightech.com;1124@hightech.com;1431@hightech.com;1293@hightech.com;1253@hightech.com;1342@hightech.com;1498@hightech.com;1108@hightech.com;1180@hightech.com;1346@hightech.com,会计核算
90,2017-11-21 09:51:42,smtp,10.64.105.90,1974,10.5.71.60,25,1226@hightech.com,1041@hightech.com;1368@hightech.com;1347@hightech.com;1255@hightech.com;1248@hightech.com;1327@hightech.com;1439@hightech.com;1137@hightech.com;1370@hightech.com;1467@hightech.com;1369@hightech.com;1186@hightech.com;1213@hightech.com;1451@hightech.com;1124@hightech.com;1431@hightech.com;1293@hightech.com;1253@hightech.com;1342@hightech.com;1498@hightech.com;1108@hightech.com;1180@hightech.com;1346@hightech.com,资金
94,2017-11-21 09:53:22,smtp,10.64.105.43,1690,10.5.71.60,25,1124@hightech.com,1041@hightech.com;1368@hightech.com;1347@hightech.com;1255@hightech.com;1248@hightech.com;1327@hightech.com;1439@hightech.com;1137@hightech.com;1370@hightech.com;1467@hightech.com;1226@hightech.com;1369@hightech.com;1186@hightech.com;1213@hightech.com;1451@hightech.com;1431@hightech.com;1293@hightech.com;1253@hightech.com;1342@hightech.com;1498@hightech.com;1108@hightech.com;1180@hightech.com;1346@hightech.com,税务
