,time,proto,sip,sport,dip,dport,from,to,subject
29,2017-11-24 09:21:46,smtp,10.116.216.72,1627,10.5.71.60,25,ti@hightech.net,1060@hightech.com,互联网资产监控报警
31,2017-11-24 09:22:39,smtp,10.116.216.72,1790,10.5.71.60,25,ti@hightech.net,1060@hightech.com,互联网资产监控报警
43,2017-11-24 09:29:49,smtp,10.64.105.198,2431,10.5.71.60,25,1467@hightech.com,1041@hightech.com;1368@hightech.com;1347@hightech.com;1255@hightech.com;1248@hightech.com;1327@hightech.com;1439@hightech.com;1137@hightech.com;1370@hightech.com;1226@hightech.com;1369@hightech.com;1186@hightech.com;1213@hightech.com;1451@hightech.com;1124@hightech.com;1431@hightech.com;1293@hightech.com;1253@hightech.com;1342@hightech.com;1498@hightech.com;1108@hightech.com;1180@hightech.com;1346@hightech.com,资金
44,2017-11-24 09:31:07,smtp,10.116.216.72,1876,10.5.71.60,25,ti@hightech.net,1060@hightech.com,互联网资产监控报警
47,2017-11-24 09:32:28,smtp,10.116.216.72,2166,10.5.71.60,25,ti@hightech.net,1060@hightech.com,互联网资产监控报警
52,2017-11-24 09:35:36,smtp,10.116.216.72,2364,10.5.71.60,25,ti@hightech.net,1060@hightech.com,互联网资产监控报警
60,2017-11-24 09:39:58,smtp,10.116.216.72,1753,10.5.71.60,25,ti@hightech.net,1060@hightech.com,互联网资产监控报警
61,2017-11-24 09:40:30,smtp,10.116.216.72,1933,10.5.71.60,25,ti@hightech.net,1060@hightech.com,互联网资产监控报警
64,2017-11-24 09:41:04,smtp,10.116.216.72,2380,10.5.71.60,25,ti@hightech.net,1060@hightech.com,互联网资产监控报警
65,2017-11-24 09:41:09,smtp,10.64.105.248,2083,10.5.71.60,25,1293@hightech.com,1041@hightech.com;1368@hightech.com;1347@hightech.com;1255@hightech.com;1248@hightech.com;1327@hightech.com;1439@hightech.com;1137@hightech.com;1370@hightech.com;1467@hightech.com;1226@hightech.com;1369@hightech.com;1186@hightech.com;1213@hightech.com;1451@hightech.com;1124@hightech.com;1431@hightech.com;1253@hightech.com;1342@hightech.com;1498@hightech.com;1108@hightech.com;1180@hightech.com;1346@hightech.com,财务分析
68,2017-11-24 09:42:47,smtp,10.64.105.15,1845,10.5.71.60,25,1253@hightech.com,1261@hightech.com,财务报账
74,2017-11-24 09:44:42,smtp,10.64.105.12,1696,10.5.71.60,25,1342@hightech.com,1140@hightech.com,财务报账
77,2017-11-24 09:46:05,smtp,10.64.105.43,2219,10.5.71.60,25,1124@hightech.com,1433@hightech.com,财务报账
96,2017-11-24 09:54:20,smtp,10.64.105.235,2419,10.5.71.60,25,1498@hightech.com,1041@hightech.com;1368@hightech.com;1347@hightech.com;1255@hightech.com;1248@hightech.com;1327@hightech.com;1439@hightech.com;1137@hightech.com;1370@hightech.com;1467@hightech.com;1226@hightech.com;1369@hightech.com;1186@hightech.com;1213@hightech.com;1451@hightech.com;1124@hightech.com;1431@hightech.com;1293@hightech.com;1253@hightech.com;1342@hightech.com;1108@hightech.com;1180@hightech.com;1346@hightech.com,会计核算
102,2017-11-24 09:57:14,smtp,10.64.105.71,1846,10.5.71.60,25,1180@hightech.com,1440@hightech.com,财务报账
110,2017-11-24 10:01:17,smtp,10.116.216.72,2164,10.5.71.60,25,ti@hightech.net,1060@hightech.com,互联网资产监控报警
111,2017-11-24 10:05:16,smtp,10.64.105.205,2446,10.5.71.60,25,1255@hightech.com,1041@hightech.com;1368@hightech.com;1347@hightech.com;1248@hightech.com;1327@hightech.com;1439@hightech.com;1137@hightech.com;1370@hightech.com;1467@hightech.com;1226@hightech.com;1369@hightech.com;1186@hightech.com;1213@hightech.com;1451@hightech.com;1124@hightech.com;1431@hightech.com;1293@hightech.com;1253@hightech.com;1342@hightech.com;1498@hightech.com;1108@hightech.com;1180@hightech.com;1346@hightech.com,会计核算
118,2017-11-24 10:14:15,smtp,10.116.216.72,1791,10.5.71.60,25,ti@hightech.net,1060@hightech.com,互联网资产监控报警
123,2017-11-24 10:18:43,smtp,10.64.105.235,2445,10.5.71.60,25,1498@hightech.com,1319@hightech.com,财务报账
131,2017-11-24 10:20:42,smtp,10.116.216.72,1998,10.5.71.60,25,ti@hightech.net,1060@hightech.com,互联网资产监控报警
140,2017-11-24 10:21:20,smtp,10.64.105.243,1928,10.5.71.60,25,1369@hightech.com,1041@hightech.com;1368@hightech.com;1347@hightech.com;1255@hightech.com;1248@hightech.com;1327@hightech.com;1439@hightech.com;1137@hightech.com;1370@hightech.com;1467@hightech.com;1226@hightech.com;1186@hightech.com;1213@hightech.com;1451@hightech.com;1124@hightech.com;1431@hightech.com;1293@hightech.com;1253@hightech.com;1342@hightech.com;1498@hightech.com;1108@hightech.com;1180@hightech.com;1346@hightech.com,会计核算
144,2017-11-24 10:22:00,smtp,10.116.216.72,2298,10.5.71.60,25,ti@hightech.net,1060@hightech.com,互联网资产监控报警
146,2017-11-24 10:22:11,smtp,10.116.216.72,1856,10.5.71.60,25,ti@hightech.net,1060@hightech.com,互联网资产监控报警
152,2017-11-24 10:22:48,smtp,10.116.216.72,2458,10.5.71.60,25,ti@hightech.net,1060@hightech.com,互联网资产监控报警
159,2017-11-24 10:23:22,smtp,10.116.216.72,1871,10.5.71.60,25,ti@hightech.net,1060@hightech.com,互联网资产监控报警
160,2017-11-24 10:23:24,smtp,10.116.216.72,1939,10.5.71.60,25,ti@hightech.net,1060@hightech.com,互联网资产监控报警
167,2017-11-24 10:23:57,smtp,10.116.216.72,1668,10.5.71.60,25,ti@hightech.net,1060@hightech.com,互联网资产监控报警
171,2017-11-24 10:24:12,smtp,10.116.216.72,1862,10.5.71.60,25,ti@hightech.net,1060@hightech.com,互联网资产监控报警
174,2017-11-24 10:24:22,smtp,10.116.216.72,1639,10.5.71.60,25,ti@hightech.net,1060@hightech.com,互联网资产监控报警
177,2017-11-24 10:24:41,smtp,10.116.216.72,1998,10.5.71.60,25,ti@hightech.net,1060@hightech.com,互联网资产监控报警
187,2017-11-24 10:25:41,smtp,10.116.216.72,1952,10.5.71.60,25,ti@hightech.net,1060@hightech.com,互联网资产监控报警
188,2017-11-24 10:25:43,smtp,10.116.216.72,2332,10.5.71.60,25,ti@hightech.net,1060@hightech.com,互联网资产监控报警
192,2017-11-24 10:26:15,smtp,10.116.216.72,1874,10.5.71.60,25,ti@hightech.net,1060@hightech.com,互联网资产监控报警
193,2017-11-24 10:26:28,smtp,10.64.105.103,2433,10.5.71.60,25,1357@hightech.com,1368@hightech.com,财务报账
198,2017-11-24 10:27:02,smtp,10.116.216.72,2343,10.5.71.60,25,ti@hightech.net,1060@hightech.com,互联网资产监控报警
199,2017-11-24 10:27:15,smtp,10.116.216.72,1640,10.5.71.60,25,ti@hightech.net,1060@hightech.com,互联网资产监控报警
200,2017-11-24 10:27:25,smtp,10.116.216.72,1736,10.5.71.60,25,ti@hightech.net,1060@hightech.com,互联网资产监控报警
201,2017-11-24 10:27:31,smtp,10.116.216.72,2092,10.5.71.60,25,ti@hightech.net,1060@hightech.com,互联网资产监控报警
202,2017-11-24 10:27:32,smtp,10.116.216.72,1971,10.5.71.60,25,ti@hightech.net,1060@hightech.com,互联网资产监控报警
213,2017-11-24 10:28:25,smtp,10.116.216.72,2504,10.5.71.60,25,ti@hightech.net,1060@hightech.com,互联网资产监控报警
219,2017-11-24 10:29:05,smtp,10.116.216.72,2043,10.5.71.60,25,ti@hightech.net,1060@hightech.com,互联网资产监控报警
231,2017-11-24 10:30:32,smtp,10.116.216.72,2233,10.5.71.60,25,ti@hightech.net,1060@hightech.com,互联网资产监控报警
241,2017-11-24 10:31:47,smtp,10.116.216.72,1632,10.5.71.60,25,ti@hightech.net,1060@hightech.com,互联网资产监控报警
242,2017-11-24 10:31:50,smtp,10.116.216.72,1865,10.5.71.60,25,ti@hightech.net,1060@hightech.com,互联网资产监控报警
244,2017-11-24 10:31:58,smtp,10.116.216.72,2204,10.5.71.60,25,ti@hightech.net,1060@hightech.com,互联网资产监控报警
251,2017-11-24 10:32:29,smtp,10.116.216.72,1661,10.5.71.60,25,ti@hightech.net,1060@hightech.com,互联网资产监控报警
253,2017-11-24 10:32:36,smtp,10.116.216.72,2122,10.5.71.60,25,ti@hightech.net,1060@hightech.com,互联网资产监控报警
257,2017-11-24 10:32:49,smtp,10.116.216.72,1808,10.5.71.60,25,ti@hightech.net,1060@hightech.com,互联网资产监控报警
259,2017-11-24 10:32:55,smtp,10.116.216.72,1880,10.5.71.60,25,ti@hightech.net,1060@hightech.com,互联网资产监控报警
270,2017-11-24 10:33:38,smtp,10.116.216.72,1831,10.5.71.60,25,ti@hightech.net,1060@hightech.com,互联网资产监控报警
273,2017-11-24 10:33:59,smtp,14.17.32.47,2282,10.5.71.60,25,6c1f56427baadf51af8c16623766486e@foxmail.com,1451@hightech.com,财务
282,2017-11-24 10:34:25,smtp,219.142.78.230,1877,10.5.71.60,25,f1348a08546105da9979eb9c76072fd1@sina.com,1253@hightech.com,财务
287,2017-11-24 10:34:38,smtp,10.116.216.72,2057,10.5.71.60,25,ti@hightech.net,1060@hightech.com,互联网资产监控报警
294,2017-11-24 10:35:25,smtp,10.64.105.158,1641,10.5.71.60,25,1481@hightech.com,1498@hightech.com,财务报账
302,2017-11-24 10:35:49,smtp,10.116.216.72,2451,10.5.71.60,25,ti@hightech.net,1060@hightech.com,互联网资产监控报警
303,2017-11-24 10:35:51,smtp,10.116.216.72,2242,10.5.71.60,25,ti@hightech.net,1060@hightech.com,互联网资产监控报警
304,2017-11-24 10:35:55,smtp,10.116.216.72,2226,10.5.71.60,25,ti@hightech.net,1060@hightech.com,互联网资产监控报警
309,2017-11-24 10:36:40,smtp,10.116.216.72,1727,10.5.71.60,25,ti@hightech.net,1060@hightech.com,互联网资产监控报警
319,2017-11-24 10:37:24,smtp,10.116.216.72,1537,10.5.71.60,25,ti@hightech.net,1060@hightech.com,互联网资产监控报警
327,2017-11-24 10:37:52,smtp,10.116.216.72,1951,10.5.71.60,25,ti@hightech.net,1060@hightech.com,互联网资产监控报警
337,2017-11-24 10:38:30,smtp,10.116.216.72,1636,10.5.71.60,25,ti@hightech.net,1060@hightech.com,互联网资产监控报警
345,2017-11-24 10:38:46,smtp,10.116.216.72,2391,10.5.71.60,25,ti@hightech.net,1060@hightech.com,互联网资产监控报警
351,2017-11-24 10:39:09,smtp,10.64.105.231,2386,10.5.71.60,25,1213@hightech.com,d3c2876b5b00cba0304f2fd33d5abc97@qq.com,财务
358,2017-11-24 10:39:38,smtp,10.116.216.72,1852,10.5.71.60,25,ti@hightech.net,1060@hightech.com,互联网资产监控报警
362,2017-11-24 10:40:00,smtp,10.116.216.72,2340,10.5.71.60,25,ti@hightech.net,1060@hightech.com,互联网资产监控报警
368,2017-11-24 10:40:14,smtp,10.116.216.72,2524,10.5.71.60,25,ti@hightech.net,1060@hightech.com,互联网资产监控报警
373,2017-11-24 10:40:37,smtp,10.116.216.72,2398,10.5.71.60,25,ti@hightech.net,1060@hightech.com,互联网资产监控报警
405,2017-11-24 10:42:56,smtp,10.116.216.72,1849,10.5.71.60,25,ti@hightech.net,1060@hightech.com,互联网资产监控报警
406,2017-11-24 10:42:56,smtp,10.116.216.72,2554,10.5.71.60,25,ti@hightech.net,1060@hightech.com,互联网资产监控报警
413,2017-11-24 10:43:15,smtp,10.116.216.72,2472,10.5.71.60,25,ti@hightech.net,1060@hightech.com,互联网资产监控报警
421,2017-11-24 10:43:55,smtp,10.116.216.72,2457,10.5.71.60,25,ti@hightech.net,1060@hightech.com,互联网资产监控报警
426,2017-11-24 10:44:19,smtp,10.116.216.72,2507,10.5.71.60,25,ti@hightech.net,1060@hightech.com,互联网资产监控报警
435,2017-11-24 10:45:05,smtp,10.116.216.72,2332,10.5.71.60,25,ti@hightech.net,1060@hightech.com,互联网资产监控报警
453,2017-11-24 10:46:26,smtp,10.116.216.72,2411,10.5.71.60,25,ti@hightech.net,1060@hightech.com,互联网资产监控报警
458,2017-11-24 10:46:38,smtp,10.116.216.72,1747,10.5.71.60,25,ti@hightech.net,1060@hightech.com,互联网资产监控报警
464,2017-11-24 10:46:51,smtp,10.116.216.72,1854,10.5.71.60,25,ti@hightech.net,1060@hightech.com,互联网资产监控报警
466,2017-11-24 10:47:00,smtp,10.116.216.72,2508,10.5.71.60,25,ti@hightech.net,1060@hightech.com,互联网资产监控报警
480,2017-11-24 10:47:54,smtp,10.116.216.72,1873,10.5.71.60,25,ti@hightech.net,1060@hightech.com,互联网资产监控报警
484,2017-11-24 10:48:18,smtp,10.116.216.72,1683,10.5.71.60,25,ti@hightech.net,1060@hightech.com,互联网资产监控报警
487,2017-11-24 10:48:31,smtp,10.116.216.72,2156,10.5.71.60,25,ti@hightech.net,1060@hightech.com,互联网资产监控报警
490,2017-11-24 10:48:40,smtp,10.116.216.72,2121,10.5.71.60,25,ti@hightech.net,1060@hightech.com,互联网资产监控报警
493,2017-11-24 10:48:44,smtp,10.116.216.72,1973,10.5.71.60,25,ti@hightech.net,1060@hightech.com,互联网资产监控报警
494,2017-11-24 10:48:48,smtp,10.116.216.72,2277,10.5.71.60,25,ti@hightech.net,1060@hightech.com,互联网资产监控报警
503,2017-11-24 10:49:16,smtp,10.116.216.72,2124,10.5.71.60,25,ti@hightech.net,1060@hightech.com,互联网资产监控报警
515,2017-11-24 10:49:58,smtp,10.116.216.72,2240,10.5.71.60,25,ti@hightech.net,1060@hightech.com,互联网资产监控报警
524,2017-11-24 10:54:45,smtp,10.64.105.71,1845,10.5.71.60,25,1180@hightech.com,1ad7c9b05e7e8286d8328d29a58bc4f3@qq.com,财务
528,2017-11-24 10:55:22,smtp,10.116.216.72,1890,10.5.71.60,25,ti@hightech.net,1060@hightech.com,互联网资产监控报警
540,2017-11-24 10:58:31,smtp,10.116.216.72,2258,10.5.71.60,25,ti@hightech.net,1060@hightech.com,互联网资产监控报警
542,2017-11-24 10:59:19,smtp,10.116.216.72,2531,10.5.71.60,25,ti@hightech.net,1060@hightech.com,互联网资产监控报警
544,2017-11-24 10:59:47,smtp,10.116.216.72,1820,10.5.71.60,25,ti@hightech.net,1060@hightech.com,互联网资产监控报警
549,2017-11-24 11:00:15,smtp,10.116.216.72,1944,10.5.71.60,25,ti@hightech.net,1060@hightech.com,互联网资产监控报警
550,2017-11-24 11:00:48,smtp,10.116.216.72,1683,10.5.71.60,25,ti@hightech.net,1060@hightech.com,互联网资产监控报警
554,2017-11-24 11:01:11,smtp,10.116.216.72,2476,10.5.71.60,25,ti@hightech.net,1060@hightech.com,互联网资产监控报警
559,2017-11-24 11:01:38,smtp,10.116.216.72,2374,10.5.71.60,25,ti@hightech.net,1060@hightech.com,互联网资产监控报警
560,2017-11-24 11:01:57,smtp,10.116.216.72,2376,10.5.71.60,25,ti@hightech.net,1060@hightech.com,互联网资产监控报警
566,2017-11-24 11:02:49,smtp,10.116.216.72,1846,10.5.71.60,25,ti@hightech.net,1060@hightech.com,互联网资产监控报警
567,2017-11-24 11:03:17,smtp,10.116.216.72,2528,10.5.71.60,25,ti@hightech.net,1060@hightech.com,互联网资产监控报警
571,2017-11-24 11:03:51,smtp,10.116.216.72,2161,10.5.71.60,25,ti@hightech.net,1060@hightech.com,互联网资产监控报警
576,2017-11-24 11:04:13,smtp,10.116.216.72,1651,10.5.71.60,25,ti@hightech.net,1060@hightech.com,互联网资产监控报警
583,2017-11-24 11:04:53,smtp,10.116.216.72,1855,10.5.71.60,25,ti@hightech.net,1060@hightech.com,互联网资产监控报警
586,2017-11-24 11:05:43,smtp,10.116.216.72,2033,10.5.71.60,25,ti@hightech.net,1060@hightech.com,互联网资产监控报警
589,2017-11-24 11:06:26,smtp,10.116.216.72,2348,10.5.71.60,25,ti@hightech.net,1060@hightech.com,互联网资产监控报警
593,2017-11-24 11:07:23,smtp,10.116.216.72,2003,10.5.71.60,25,ti@hightech.net,1060@hightech.com,互联网资产监控报警
594,2017-11-24 11:07:32,smtp,10.116.216.72,1852,10.5.71.60,25,ti@hightech.net,1060@hightech.com,互联网资产监控报警
598,2017-11-24 11:07:50,smtp,10.116.216.72,1800,10.5.71.60,25,ti@hightech.net,1060@hightech.com,互联网资产监控报警
600,2017-11-24 11:08:12,smtp,10.116.216.72,2213,10.5.71.60,25,ti@hightech.net,1060@hightech.com,互联网资产监控报警
607,2017-11-24 11:09:25,smtp,10.116.216.72,2544,10.5.71.60,25,ti@hightech.net,1060@hightech.com,互联网资产监控报警
618,2017-11-24 11:11:30,smtp,219.142.78.230,1620,10.5.71.60,25,8f869520ff376685831dd5e2ecb89c43@sina.com,1137@hightech.com,财务
