,time,proto,sip,sport,dip,dport,from,to,subject
0,2017-11-06 09:20:13,smtp,10.116.216.72,1537,10.5.71.60,25,ti@hightech.net,1060@hightech.com,互联网资产监控报警
4,2017-11-06 09:23:50,smtp,10.116.216.72,1897,10.5.71.60,25,ti@hightech.net,1060@hightech.com,互联网资产监控报警
7,2017-11-06 09:26:10,smtp,10.64.105.243,1774,10.5.71.60,25,1369@hightech.com,1231@hightech.com,财务报账
17,2017-11-06 09:32:29,smtp,10.64.106.16,2493,10.5.71.60,25,1347@hightech.com,a53ac14a95b8ef681685ea2eb35ed140@qq.com,财务
19,2017-11-06 09:34:06,smtp,10.116.216.72,2201,10.5.71.60,25,ti@hightech.net,1060@hightech.com,互联网资产监控报警
31,2017-11-06 09:40:31,smtp,10.116.216.72,2170,10.5.71.60,25,ti@hightech.net,1060@hightech.com,互联网资产监控报警
39,2017-11-06 09:44:31,smtp,10.64.105.15,2240,10.5.71.60,25,1253@hightech.com,1390@hightech.com,财务报账
45,2017-11-06 09:45:35,smtp,10.64.105.88,2431,10.5.71.60,25,1368@hightech.com,1041@hightech.com;1347@hightech.com;1255@hightech.com;1248@hightech.com;1327@hightech.com;1439@hightech.com;1137@hightech.com;1370@hightech.com;1467@hightech.com;1226@hightech.com;1369@hightech.com;1186@hightech.com;1213@hightech.com;1451@hightech.com;1124@hightech.com;1431@hightech.com;1293@hightech.com;1253@hightech.com;1342@hightech.com;1498@hightech.com;1108@hightech.com;1180@hightech.com;1346@hightech.com,税务
47,2017-11-06 09:47:06,smtp,10.116.216.72,2533,10.5.71.60,25,ti@hightech.net,1060@hightech.com,互联网资产监控报警
49,2017-11-06 09:49:16,smtp,10.64.106.32,2354,10.5.71.60,25,1371@hightech.com,1108@hightech.com,财务报账
52,2017-11-06 09:49:40,smtp,10.116.216.72,2334,10.5.71.60,25,ti@hightech.net,1060@hightech.com,互联网资产监控报警
54,2017-11-06 09:49:42,smtp,10.64.105.243,1777,10.5.71.60,25,1369@hightech.com,1041@hightech.com;1368@hightech.com;1347@hightech.com;1255@hightech.com;1248@hightech.com;1327@hightech.com;1439@hightech.com;1137@hightech.com;1370@hightech.com;1467@hightech.com;1226@hightech.com;1186@hightech.com;1213@hightech.com;1451@hightech.com;1124@hightech.com;1431@hightech.com;1293@hightech.com;1253@hightech.com;1342@hightech.com;1498@hightech.com;1108@hightech.com;1180@hightech.com;1346@hightech.com,财务分析
61,2017-11-06 09:51:46,smtp,10.116.216.72,1663,10.5.71.60,25,ti@hightech.net,1060@hightech.com,互联网资产监控报警
63,2017-11-06 09:52:10,smtp,10.116.216.72,1912,10.5.71.60,25,ti@hightech.net,1060@hightech.com,互联网资产监控报警
65,2017-11-06 09:53:12,smtp,219.142.78.230,2330,10.5.71.60,25,75d44237925658ff798abcc780d64786@sina.com,1108@hightech.com,财务
71,2017-11-06 09:56:51,smtp,10.64.105.43,2359,10.5.71.60,25,1124@hightech.com,1394@hightech.com,财务报账
86,2017-11-06 10:16:27,smtp,10.116.216.72,2351,10.5.71.60,25,ti@hightech.net,1060@hightech.com,互联网资产监控报警
93,2017-11-06 10:20:03,smtp,10.116.216.72,1580,10.5.71.60,25,ti@hightech.net,1060@hightech.com,互联网资产监控报警
111,2017-11-06 10:21:50,smtp,10.116.216.72,2428,10.5.71.60,25,ti@hightech.net,1060@hightech.com,互联网资产监控报警
113,2017-11-06 10:22:00,smtp,10.116.216.72,1832,10.5.71.60,25,ti@hightech.net,1060@hightech.com,互联网资产监控报警
120,2017-11-06 10:23:58,smtp,10.116.216.72,2408,10.5.71.60,25,ti@hightech.net,1060@hightech.com,互联网资产监控报警
127,2017-11-06 10:24:34,smtp,10.116.216.72,2269,10.5.71.60,25,ti@hightech.net,1060@hightech.com,互联网资产监控报警
