,time,proto,sip,sport,dip,dport,from,to,subject
37,2017-11-10 09:31:38,smtp,10.64.106.38,1936,10.5.71.60,25,1295@hightech.com,1013@hightech.com;1104@hightech.com;1499@hightech.com;1371@hightech.com;1184@hightech.com;1251@hightech.com;1312@hightech.com;1433@hightech.com;1165@hightech.com;1300@hightech.com;1378@hightech.com;1473@hightech.com;1118@hightech.com;1363@hightech.com;1249@hightech.com;1110@hightech.com;1149@hightech.com,岗位说明书
39,2017-11-10 09:32:38,smtp,10.64.106.7,2179,10.5.71.60,25,1378@hightech.com,af99c9d4c18093890e9a13a136fba877@sina.com,录用通知（接受请回复邮件确认，谢谢！）
60,2017-11-10 09:42:50,smtp,10.64.106.14,2304,10.5.71.60,25,1118@hightech.com,6907957d6bd4b58fedbc0d509d806aea@qq.com,新员工必读
64,2017-11-10 09:44:24,smtp,10.64.106.12,2123,10.5.71.60,25,1104@hightech.com,1013@hightech.com;1499@hightech.com;1371@hightech.com;1184@hightech.com;1251@hightech.com;1295@hightech.com;1312@hightech.com;1433@hightech.com;1165@hightech.com;1300@hightech.com;1378@hightech.com;1473@hightech.com;1118@hightech.com;1363@hightech.com;1249@hightech.com;1110@hightech.com;1149@hightech.com,考勤相关
89,2017-11-10 09:52:50,smtp,118.192.64.194,37585,10.5.71.60,25,aaabf0d39951f3e6c3e8a7911df524c2@mail7.lietou-edm.com,1207@hightech.com,【组织发展总监_北京】苏毓_来自猎聘网的候选人
104,2017-11-10 09:58:13,smtp,10.64.106.13,1964,10.5.71.60,25,1300@hightech.com,ec1a2cb38d544bd8cc8e2cde09519943@qq.com,公司简介
120,2017-11-10 10:12:24,smtp,10.64.106.3,2174,10.5.71.60,25,1110@hightech.com,2ee8586768ad112b93dd4e9236da11d0@sohu.com,面试通知
127,2017-11-10 10:17:29,smtp,10.64.106.12,2129,10.5.71.60,25,1104@hightech.com,1013@hightech.com;1499@hightech.com;1371@hightech.com;1184@hightech.com;1251@hightech.com;1295@hightech.com;1312@hightech.com;1433@hightech.com;1165@hightech.com;1300@hightech.com;1378@hightech.com;1473@hightech.com;1118@hightech.com;1363@hightech.com;1249@hightech.com;1110@hightech.com;1149@hightech.com,岗位说明书
188,2017-11-10 10:27:17,smtp,219.142.78.230,1734,10.5.71.60,25,f30ebeb4819e35a74ddd69263ace0b3d@sina.com,1312@hightech.com,个人简历
189,2017-11-10 10:27:38,smtp,10.64.105.157,2432,10.5.71.60,25,1303@hightech.com,c7de81a30b7af5cbf19548f9546e891c@sina.com,平台介绍
248,2017-11-10 10:33:19,smtp,118.192.64.194,41956,10.5.71.60,25,aaabf0d39951f3e6c3e8a7911df524c2@mail7.lietou-edm.com,1079@hightech.com,【政府事务经理_北京】杨振东_来自猎聘网的候选人
260,2017-11-10 10:34:00,smtp,10.64.106.6,1679,10.5.71.60,25,1473@hightech.com,8446c461a407db3356b65c9c3f343a8e@sohu.com,复试通知
298,2017-11-10 10:37:10,smtp,163.177.72.176,1773,10.5.71.60,25,eeb6a98d3cf5c70e03d2b9e5f5b96bc6@qq.com,1067@hightech.com,介绍
307,2017-11-10 10:38:09,smtp,118.192.64.194,49833,10.5.71.60,25,aaabf0d39951f3e6c3e8a7911df524c2@mail7.lietou-edm.com,1230@hightech.com,【销售经理_西安】孙阳_来自猎聘网的候选人
330,2017-11-10 10:39:15,smtp,10.64.106.11,2394,10.5.71.60,25,1149@hightech.com,7bc707f834348a378c48561e519dd977@qq.com,录用通知（接受请回复邮件确认，谢谢！）
357,2017-11-10 10:41:12,smtp,163.177.72.176,1688,10.5.71.60,25,389807fc8136424de89c0e2acb49a3a3@qq.com,1433@hightech.com,简历
360,2017-11-10 10:41:24,smtp,14.17.32.47,2232,10.5.71.60,25,39c7bc5400f9960d9ce952fd693cf65d@foxmail.com,1013@hightech.com,个人简历
371,2017-11-10 10:41:57,smtp,14.17.32.47,2709,10.5.71.60,25,72f56bad6bd5a4391049d437356c010a@foxmail.com,1104@hightech.com,个人资料
433,2017-11-10 10:46:07,smtp,118.192.64.194,35782,10.5.71.60,25,aaabf0d39951f3e6c3e8a7911df524c2@mail7.lietou-edm.com,1057@hightech.com,【行政主管_北京】蔡思君_来自猎聘网的候选人
450,2017-11-10 10:47:46,smtp,10.64.106.9,2226,10.5.71.60,25,1184@hightech.com,8519b46942070d5274214b1b36c3180b@qq.com,复试通知
488,2017-11-10 10:49:46,smtp,111.202.126.72,2085,10.5.71.60,25,36f74e1a0f8aa98e86c8b4dd5b4604fc@sohu.com,1249@hightech.com,简历
