,time,proto,sip,sport,dip,dport,from,to,subject
39,2017-11-14 09:32:03,smtp,118.192.64.194,39412,10.5.71.60,25,aaabf0d39951f3e6c3e8a7911df524c2@mail7.lietou-edm.com,1058@hightech.com,【招聘经理/高级经理_北京】崔振宇_来自猎聘网的候选人
49,2017-11-14 09:38:39,smtp,10.64.106.3,1690,10.5.71.60,25,1110@hightech.com,57a7a0eee486e384a68ab675f4ec4a8e@qq.com,公司简介
53,2017-11-14 09:40:46,smtp,10.64.106.9,2143,10.5.71.60,25,1184@hightech.com,41c6c3dd6de7c0bdd07c4aa09b3d286f@foxmail.com,公司简介
57,2017-11-14 09:42:14,smtp,10.64.106.42,2056,10.5.71.60,25,1251@hightech.com,08a034ba86942cb7b0fa17b2798220a9@foxmail.com,复试通知
63,2017-11-14 09:42:50,smtp,118.192.64.194,41905,10.5.71.60,25,aaabf0d39951f3e6c3e8a7911df524c2@mail7.lietou-edm.com,1096@hightech.com,【人力资源经理（HRBP）_成都】刀海金_来自猎聘网的候选人
70,2017-11-14 09:44:45,smtp,10.64.106.7,2088,10.5.71.60,25,1378@hightech.com,7f6efc21a6da0d14862e59e67a099af1@foxmail.com,复试通知
99,2017-11-14 09:58:34,smtp,10.64.106.29,1874,10.5.71.60,25,1433@hightech.com,15616ae06eeddcbc004df5164770f38d@sohu.com,面试通知
104,2017-11-14 10:06:31,smtp,123.58.177.21,4515,10.5.71.60,25,Mark@126.com,1487@hightech.com,Reply:您的简历已自动进入人才库。
126,2017-11-14 10:20:43,smtp,14.17.32.47,2121,10.5.71.60,25,ce8f05f2b272040782dda9feb8b2e602@foxmail.com,1118@hightech.com,个人资料
128,2017-11-14 10:20:47,smtp,10.64.106.42,2050,10.5.71.60,25,1251@hightech.com,1b498e31450b137575a9679a2e7ba568@foxmail.com,录用通知（接受请回复邮件确认，谢谢！）
149,2017-11-14 10:22:18,smtp,163.177.72.176,2492,10.5.71.60,25,6d4d1b1c847c2eb14cfc2ead638d30c4@qq.com,1251@hightech.com,个人资料
156,2017-11-14 10:22:40,smtp,219.142.78.230,1820,10.5.71.60,25,23f80e0425a79b9b3ae6fa940fe72b3f@sina.com,1363@hightech.com,个人简历
160,2017-11-14 10:22:51,smtp,14.17.32.47,1849,10.5.71.60,25,7914d09559a631151f2095cda0ae6514@foxmail.com,1251@hightech.com,简历
