,time,proto,sip,sport,dip,dport,from,to,subject
1,2017-11-27 09:23:04,smtp,10.116.216.72,1828,10.5.71.60,25,ti@hightech.net,1060@hightech.com,互联网资产监控报警
2,2017-11-27 09:23:21,smtp,10.116.216.72,1763,10.5.71.60,25,ti@hightech.net,1060@hightech.com,互联网资产监控报警
5,2017-11-27 09:26:08,smtp,10.64.105.198,2502,10.5.71.60,25,1467@hightech.com,1041@hightech.com;1368@hightech.com;1347@hightech.com;1255@hightech.com;1248@hightech.com;1327@hightech.com;1439@hightech.com;1137@hightech.com;1370@hightech.com;1226@hightech.com;1369@hightech.com;1186@hightech.com;1213@hightech.com;1451@hightech.com;1124@hightech.com;1431@hightech.com;1293@hightech.com;1253@hightech.com;1342@hightech.com;1498@hightech.com;1108@hightech.com;1180@hightech.com;1346@hightech.com,税务
8,2017-11-27 09:29:32,smtp,10.64.105.88,1732,10.5.71.60,25,1368@hightech.com,1481@hightech.com,财务报账
12,2017-11-27 09:31:14,smtp,10.116.216.72,2277,10.5.71.60,25,ti@hightech.net,1060@hightech.com,互联网资产监控报警
15,2017-11-27 09:33:58,smtp,10.64.105.122,2114,10.5.71.60,25,1186@hightech.com,1041@hightech.com;1368@hightech.com;1347@hightech.com;1255@hightech.com;1248@hightech.com;1327@hightech.com;1439@hightech.com;1137@hightech.com;1370@hightech.com;1467@hightech.com;1226@hightech.com;1369@hightech.com;1213@hightech.com;1451@hightech.com;1124@hightech.com;1431@hightech.com;1293@hightech.com;1253@hightech.com;1342@hightech.com;1498@hightech.com;1108@hightech.com;1180@hightech.com;1346@hightech.com,会计核算
21,2017-11-27 09:36:24,smtp,10.116.216.72,2105,10.5.71.60,25,ti@hightech.net,1060@hightech.com,互联网资产监控报警
29,2017-11-27 09:40:51,smtp,10.116.216.72,2237,10.5.71.60,25,ti@hightech.net,1060@hightech.com,互联网资产监控报警
36,2017-11-27 09:44:20,smtp,10.116.216.72,1958,10.5.71.60,25,ti@hightech.net,1060@hightech.com,互联网资产监控报警
37,2017-11-27 09:45:49,smtp,10.116.216.72,2032,10.5.71.60,25,ti@hightech.net,1060@hightech.com,互联网资产监控报警
39,2017-11-27 09:45:56,smtp,10.116.216.72,2563,10.5.71.60,25,ti@hightech.net,1060@hightech.com,互联网资产监控报警
40,2017-11-27 09:46:12,smtp,10.116.216.72,1728,10.5.71.60,25,ti@hightech.net,1060@hightech.com,互联网资产监控报警
41,2017-11-27 09:46:27,smtp,10.116.216.72,2422,10.5.71.60,25,ti@hightech.net,1060@hightech.com,互联网资产监控报警
47,2017-11-27 09:50:22,smtp,10.64.105.198,2466,10.5.71.60,25,1467@hightech.com,1178@hightech.com,财务报账
48,2017-11-27 09:50:22,smtp,10.64.105.22,2165,10.5.71.60,25,1439@hightech.com,1251@hightech.com,财务报账
53,2017-11-27 09:52:01,smtp,10.116.216.72,2105,10.5.71.60,25,ti@hightech.net,1060@hightech.com,互联网资产监控报警
54,2017-11-27 09:53:01,smtp,10.116.216.72,2030,10.5.71.60,25,ti@hightech.net,1060@hightech.com,互联网资产监控报警
59,2017-11-27 09:53:49,smtp,10.116.216.72,2525,10.5.71.60,25,ti@hightech.net,1060@hightech.com,互联网资产监控报警
76,2017-11-27 10:09:33,smtp,10.64.106.30,1759,10.5.71.60,25,1137@hightech.com,1142@hightech.com,财务报账
84,2017-11-27 10:13:37,smtp,10.116.216.72,1543,10.5.71.60,25,ti@hightech.net,1060@hightech.com,互联网资产监控报警
86,2017-11-27 10:15:18,smtp,10.64.105.225,2474,10.5.71.60,25,1370@hightech.com,1041@hightech.com;1368@hightech.com;1347@hightech.com;1255@hightech.com;1248@hightech.com;1327@hightech.com;1439@hightech.com;1137@hightech.com;1467@hightech.com;1226@hightech.com;1369@hightech.com;1186@hightech.com;1213@hightech.com;1451@hightech.com;1124@hightech.com;1431@hightech.com;1293@hightech.com;1253@hightech.com;1342@hightech.com;1498@hightech.com;1108@hightech.com;1180@hightech.com;1346@hightech.com,财务分析
90,2017-11-27 10:19:52,smtp,10.64.105.8,1884,10.5.71.60,25,1108@hightech.com,1324@hightech.com,财务报账
93,2017-11-27 10:20:25,smtp,10.116.216.72,2405,10.5.71.60,25,ti@hightech.net,1060@hightech.com,互联网资产监控报警
97,2017-11-27 10:20:57,smtp,10.116.216.72,2433,10.5.71.60,25,ti@hightech.net,1060@hightech.com,互联网资产监控报警
100,2017-11-27 10:21:18,smtp,10.116.216.72,2513,10.5.71.60,25,ti@hightech.net,1060@hightech.com,互联网资产监控报警
104,2017-11-27 10:21:50,smtp,10.116.216.72,2372,10.5.71.60,25,ti@hightech.net,1060@hightech.com,互联网资产监控报警
112,2017-11-27 10:22:28,smtp,10.116.216.72,1633,10.5.71.60,25,ti@hightech.net,1060@hightech.com,互联网资产监控报警
127,2017-11-27 10:24:43,smtp,10.116.216.72,2235,10.5.71.60,25,ti@hightech.net,1060@hightech.com,互联网资产监控报警
130,2017-11-27 10:25:00,smtp,10.116.216.72,2002,10.5.71.60,25,ti@hightech.net,1060@hightech.com,互联网资产监控报警
135,2017-11-27 10:25:41,smtp,10.116.216.72,2259,10.5.71.60,25,ti@hightech.net,1060@hightech.com,互联网资产监控报警
150,2017-11-27 10:26:52,smtp,10.116.216.72,2123,10.5.71.60,25,ti@hightech.net,1060@hightech.com,互联网资产监控报警
167,2017-11-27 10:28:52,smtp,10.116.216.72,1884,10.5.71.60,25,ti@hightech.net,1060@hightech.com,互联网资产监控报警
171,2017-11-27 10:29:13,smtp,10.116.216.72,1545,10.5.71.60,25,ti@hightech.net,1060@hightech.com,互联网资产监控报警
174,2017-11-27 10:29:39,smtp,10.116.216.72,1562,10.5.71.60,25,ti@hightech.net,1060@hightech.com,互联网资产监控报警
191,2017-11-27 10:31:23,smtp,10.116.216.72,1979,10.5.71.60,25,ti@hightech.net,1060@hightech.com,互联网资产监控报警
204,2017-11-27 10:32:14,smtp,10.116.216.72,1872,10.5.71.60,25,ti@hightech.net,1060@hightech.com,互联网资产监控报警
216,2017-11-27 10:33:20,smtp,10.116.216.72,1758,10.5.71.60,25,ti@hightech.net,1060@hightech.com,互联网资产监控报警
218,2017-11-27 10:33:25,smtp,10.116.216.72,1573,10.5.71.60,25,ti@hightech.net,1060@hightech.com,互联网资产监控报警
223,2017-11-27 10:33:43,smtp,10.116.216.72,2446,10.5.71.60,25,ti@hightech.net,1060@hightech.com,互联网资产监控报警
231,2017-11-27 10:34:39,smtp,10.116.216.72,2230,10.5.71.60,25,ti@hightech.net,1060@hightech.com,互联网资产监控报警
236,2017-11-27 10:35:10,smtp,10.116.216.72,1810,10.5.71.60,25,ti@hightech.net,1060@hightech.com,互联网资产监控报警
237,2017-11-27 10:35:10,smtp,10.116.216.72,2376,10.5.71.60,25,ti@hightech.net,1060@hightech.com,互联网资产监控报警
246,2017-11-27 10:35:47,smtp,10.116.216.72,1728,10.5.71.60,25,ti@hightech.net,1060@hightech.com,互联网资产监控报警
247,2017-11-27 10:35:49,smtp,10.116.216.72,2149,10.5.71.60,25,ti@hightech.net,1060@hightech.com,互联网资产监控报警
261,2017-11-27 10:37:14,smtp,10.116.216.72,2096,10.5.71.60,25,ti@hightech.net,1060@hightech.com,互联网资产监控报警
272,2017-11-27 10:38:11,smtp,10.116.216.72,1765,10.5.71.60,25,ti@hightech.net,1060@hightech.com,互联网资产监控报警
286,2017-11-27 10:39:00,smtp,10.116.216.72,1979,10.5.71.60,25,ti@hightech.net,1060@hightech.com,互联网资产监控报警
293,2017-11-27 10:39:18,smtp,10.116.216.72,1594,10.5.71.60,25,ti@hightech.net,1060@hightech.com,互联网资产监控报警
300,2017-11-27 10:39:33,smtp,10.116.216.72,2053,10.5.71.60,25,ti@hightech.net,1060@hightech.com,互联网资产监控报警
